technology,capacity_type,location,0
waste_plant,power,CH,0.03200000000011167
waste_plant,power,CZ,0.01750000000011167
waste_plant,power,DE,0.6195200000001115
waste_plant,power,DK,0.10380000000011166
waste_plant,power,EE,0.01700000000011167
waste_plant,power,EL,1.1166621221853025e-13
waste_plant,power,ES,0.11150000000011165
waste_plant,power,FI,0.3200000000001117
waste_plant,power,FR,0.5030200000001115
waste_plant,power,HR,1.1166621221853025e-13
waste_plant,power,HU,1.1166621221853025e-13
waste_plant,power,IE,0.06150000000011167
waste_plant,power,IT,0.19945000000011165
waste_plant,power,LT,0.06300000000011166
waste_plant,power,LU,1.1166621221853025e-13
waste_plant,power,LV,1.1166621221853025e-13
waste_plant,power,NL,0.19400000000011167
waste_plant,power,NO,0.07135000000011166
waste_plant,power,PL,0.05150000000011157
waste_plant,power,PT,1.1166621221853025e-13
waste_plant,power,RO,1.1166621221853025e-13
waste_plant,power,SE,0.20940000000011166
waste_plant,power,SI,1.1166621221853025e-13
waste_plant,power,SK,1.1166621221853025e-13
waste_plant,power,UK,1.2343500000001113
wind_offshore,power,AT,0.0
wind_offshore,power,BE,2.2557
wind_offshore,power,BG,3.078549734827982e-13
wind_offshore,power,CH,0.0
wind_offshore,power,CZ,0.0
wind_offshore,power,DE,27.83999999999987
wind_offshore,power,DK,2.3006000000006424
