technology,capacity_type,location,year,none
hard_coal_plant_CCS,power,RO,8,2.22E-08
hard_coal_plant_CCS,power,RO,9,2.93E-08
hard_coal_plant_CCS,power,RO,10,3.96E-08
hard_coal_plant_CCS,power,RO,11,5.15E-08
hard_coal_plant_CCS,power,RO,12,6.96E-08
hard_coal_plant_CCS,power,RO,13,8.93E-08
hard_coal_plant_CCS,power,RO,14,1.16E-07
hard_coal_plant_CCS,power,SE,0,1.04E-09
hard_coal_plant_CCS,power,SE,1,1.72E-09
hard_coal_plant_CCS,power,SE,2,2.34E-09
hard_coal_plant_CCS,power,SE,3,2.96E-09
hard_coal_plant_CCS,power,SE,4,3.60E-09
hard_coal_plant_CCS,power,SE,5,4.27E-09
hard_coal_plant_CCS,power,SE,6,5.01E-09
hard_coal_plant_CCS,power,SE,7,5.84E-09
hard_coal_plant_CCS,power,SE,8,6.79E-09
hard_coal_plant_CCS,power,SE,9,7.93E-09
hard_coal_plant_CCS,power,SE,10,9.34E-09
hard_coal_plant_CCS,power,SE,11,1.12E-08
hard_coal_plant_CCS,power,SE,12,1.38E-08
hard_coal_plant_CCS,power,SE,13,1.81E-08
hard_coal_plant_CCS,power,SE,14,3.30E-08
hard_coal_plant_CCS,power,SI,0,1.11E-09
hard_coal_plant_CCS,power,SI,1,1.85E-09
hard_coal_plant_CCS,power,SI,2,2.50E-09
hard_coal_plant_CCS,power,SI,3,3.15E-09
hard_coal_plant_CCS,power,SI,4,3.84E-09
hard_coal_plant_CCS,power,SI,5,4.56E-09
hard_coal_plant_CCS,power,SI,6,5.34E-09
hard_coal_plant_CCS,power,SI,7,6.21E-09
hard_coal_plant_CCS,power,SI,8,7.21E-09
hard_coal_plant_CCS,power,SI,9,8.43E-09
hard_coal_plant_CCS,power,SI,10,9.94E-09
hard_coal_plant_CCS,power,SI,11,1.18E-08
hard_coal_plant_CCS,power,SI,12,1.46E-08
hard_coal_plant_CCS,power,SI,13,1.91E-08
hard_coal_plant_CCS,power,SI,14,3.38E-08
hard_coal_plant_CCS,power,SK,0,1.31E-09
hard_coal_plant_CCS,power,SK,1,2.25E-09
hard_coal_plant_CCS,power,SK,2,3.22E-09
hard_coal_plant_CCS,power,SK,3,4.32E-09
hard_coal_plant_CCS,power,SK,4,5.77E-09
hard_coal_plant_CCS,power,SK,5,7.67E-09
hard_coal_plant_CCS,power,SK,6,1.04E-08
hard_coal_plant_CCS,power,SK,7,1.38E-08
hard_coal_plant_CCS,power,SK,8,1.72E-08
hard_coal_plant_CCS,power,SK,9,2.08E-08
hard_coal_plant_CCS,power,SK,10,2.52E-08
hard_coal_plant_CCS,power,SK,11,3.11E-08
hard_coal_plant_CCS,power,SK,12,3.82E-08
hard_coal_plant_CCS,power,SK,13,4.65E-08
hard_coal_plant_CCS,power,SK,14,6.24E-08
hard_coal_plant_CCS,power,UK,0,1.05E-09
hard_coal_plant_CCS,power,UK,1,1.74E-09
hard_coal_plant_CCS,power,UK,2,2.37E-09
hard_coal_plant_CCS,power,UK,3,2.99E-09
hard_coal_plant_CCS,power,UK,4,3.63E-09
hard_coal_plant_CCS,power,UK,5,4.31E-09
hard_coal_plant_CCS,power,UK,6,5.05E-09
hard_coal_plant_CCS,power,UK,7,5.88E-09
hard_coal_plant_CCS,power,UK,8,6.83E-09
hard_coal_plant_CCS,power,UK,9,7.97E-09
hard_coal_plant_CCS,power,UK,10,9.38E-09
hard_coal_plant_CCS,power,UK,11,1.12E-08
hard_coal_plant_CCS,power,UK,12,1.38E-08
hard_coal_plant_CCS,power,UK,13,1.82E-08
hard_coal_plant_CCS,power,UK,14,3.30E-08
heat_pump,power,AT,0,2.647330166
heat_pump,power,AT,1,2.185651357
heat_pump,power,AT,2,1.75521183
heat_pump,power,AT,3,1.632424423
heat_pump,power,AT,4,1.2762365
heat_pump,power,AT,5,0.850172818
heat_pump,power,AT,6,0.615688127
heat_pump,power,AT,7,0.273313803
heat_pump,power,AT,8,0.131373227
heat_pump,power,AT,9,0.96082783
heat_pump,power,AT,10,2.274217801
heat_pump,power,AT,11,2.274218076
heat_pump,power,AT,12,10.73900488
heat_pump,power,AT,13,14.07977818
heat_pump,power,AT,14,16.24824339
heat_pump,power,BE,0,2.44569582
heat_pump,power,BE,1,2.213313984
heat_pump,power,BE,2,1.953263795
heat_pump,power,BE,3,1.789688759
heat_pump,power,BE,4,1.262634868
heat_pump,power,BE,5,0.766198163
heat_pump,power,BE,6,0.607728287
heat_pump,power,BE,7,0.962778877
heat_pump,power,BE,8,1.580571447
heat_pump,power,BE,9,4.550747802
heat_pump,power,BE,10,8.412664765
heat_pump,power,BE,11,11.00029277
heat_pump,power,BE,12,25.08198383
heat_pump,power,BE,13,27.19955208
heat_pump,power,BE,14,32.31936879
heat_pump,power,BG,0,0.731727462
heat_pump,power,BG,1,0.695642297
heat_pump,power,BG,2,0.547797481
heat_pump,power,BG,3,0.436264978
heat_pump,power,BG,4,0.412980262
heat_pump,power,BG,5,0.218319808
heat_pump,power,BG,6,0.147833073
heat_pump,power,BG,7,0.099443428
heat_pump,power,BG,8,5.52E-08
heat_pump,power,BG,9,0.826109741
heat_pump,power,BG,10,2.065987548
heat_pump,power,BG,11,5.527736782
heat_pump,power,BG,12,5.546425214
heat_pump,power,BG,13,6.579943959
heat_pump,power,BG,14,7.438619735
heat_pump,power,CH,0,3.586903252
heat_pump,power,CH,1,2.961368422
heat_pump,power,CH,2,2.378160117
heat_pump,power,CH,3,2.211793806
heat_pump,power,CH,4,1.729189997
heat_pump,power,CH,5,1.151910581
heat_pump,power,CH,6,0.834204114
heat_pump,power,CH,7,0.370316521
heat_pump,power,CH,8,0.177999175
heat_pump,power,CH,9,3.26E-07
heat_pump,power,CH,10,1.779529719
heat_pump,power,CH,11,1.779529843
heat_pump,power,CH,12,10.41540851
heat_pump,power,CH,13,13.41259347
heat_pump,power,CH,14,17.88438062
heat_pump,power,CZ,0,2.000195701
heat_pump,power,CZ,1,1.773531711
heat_pump,power,CZ,2,1.638178311
heat_pump,power,CZ,3,1.539854693
heat_pump,power,CZ,4,1.054240992
heat_pump,power,CZ,5,0.711959114
heat_pump,power,CZ,6,0.454752549
heat_pump,power,CZ,7,0.990936156
heat_pump,power,CZ,8,5.737481005
heat_pump,power,CZ,9,7.892670953
heat_pump,power,CZ,10,8.782934412
heat_pump,power,CZ,11,10.52331688
heat_pump,power,CZ,12,19.82828123
heat_pump,power,CZ,13,22.83990004
heat_pump,power,CZ,14,24.44556373
heat_pump,power,DE,0,7.793358185
heat_pump,power,DE,1,7.407438442
heat_pump,power,DE,2,5.467170152
heat_pump,power,DE,3,4.6029143
heat_pump,power,DE,4,10.65466759
heat_pump,power,DE,5,33.52180113
heat_pump,power,DE,6,49.02318627
heat_pump,power,DE,7,93.20620182
heat_pump,power,DE,8,117.0927496
heat_pump,power,DE,9,130.8640389
heat_pump,power,DE,10,148.97327
heat_pump,power,DE,11,163.1018987
heat_pump,power,DE,12,211.0016982
heat_pump,power,DE,13,236.0477463
heat_pump,power,DE,14,238.1871212
heat_pump,power,DK,0,1.573324949
heat_pump,power,DK,1,1.422936207
heat_pump,power,DK,2,1.281811026
heat_pump,power,DK,3,1.23920812
heat_pump,power,DK,4,0.959436808
heat_pump,power,DK,5,0.684675859
heat_pump,power,DK,6,0.576994294
heat_pump,power,DK,7,0.408495438
heat_pump,power,DK,8,0.033152663
heat_pump,power,DK,9,5.36E-08
heat_pump,power,DK,10,7.06E-08
heat_pump,power,DK,11,9.22E-08
heat_pump,power,DK,12,1.23E-07
heat_pump,power,DK,13,1.77E-07
heat_pump,power,DK,14,3.56E-07
heat_pump,power,EE,0,0.052839138
heat_pump,power,EE,1,0.044765755
heat_pump,power,EE,2,0.039812168
heat_pump,power,EE,3,0.038785793
heat_pump,power,EE,4,0.02133015
heat_pump,power,EE,5,0.019482483
heat_pump,power,EE,6,0.01808098
heat_pump,power,EE,7,0.008363559
heat_pump,power,EE,8,0.001982771
heat_pump,power,EE,9,4.37E-08
heat_pump,power,EE,10,5.68E-08
heat_pump,power,EE,11,7.27E-08
heat_pump,power,EE,12,9.75E-08
heat_pump,power,EE,13,1.40E-07
heat_pump,power,EE,14,2.88E-07
heat_pump,power,EL,0,5.748965669
heat_pump,power,EL,1,5.666228804
heat_pump,power,EL,2,5.340354385
heat_pump,power,EL,3,4.966514113
heat_pump,power,EL,4,4.48449604
heat_pump,power,EL,5,1.143329025
heat_pump,power,EL,6,0.429698419
heat_pump,power,EL,7,4.37E-08
heat_pump,power,EL,8,5.75E-08
heat_pump,power,EL,9,7.15E-08
heat_pump,power,EL,10,8.99E-08
heat_pump,power,EL,11,1.14E-07
heat_pump,power,EL,12,1.49E-07
heat_pump,power,EL,13,2.10E-07
heat_pump,power,EL,14,4.25E-07
heat_pump,power,ES,0,3.365002234
heat_pump,power,ES,1,2.882136831
heat_pump,power,ES,2,2.178802572
heat_pump,power,ES,3,2.067275091
heat_pump,power,ES,4,1.804571023
heat_pump,power,ES,5,1.141229282
heat_pump,power,ES,6,3.408799076
heat_pump,power,ES,7,5.619949482
heat_pump,power,ES,8,7.166681168
heat_pump,power,ES,9,9.282453293
heat_pump,power,ES,10,26.84618506
heat_pump,power,ES,11,32.69472235
heat_pump,power,ES,12,37.99192381
heat_pump,power,ES,13,38.79964297
heat_pump,power,ES,14,38.79964303
heat_pump,power,FI,0,4.176062777
heat_pump,power,FI,1,3.578824555
heat_pump,power,FI,2,3.099735404
heat_pump,power,FI,3,2.820479121
heat_pump,power,FI,4,2.146752304
heat_pump,power,FI,5,2.015505586
heat_pump,power,FI,6,1.680814197
heat_pump,power,FI,7,0.343819793
heat_pump,power,FI,8,0.093794093
heat_pump,power,FI,9,5.36E-08
heat_pump,power,FI,10,7.04E-08
heat_pump,power,FI,11,9.19E-08
heat_pump,power,FI,12,1.23E-07
heat_pump,power,FI,13,1.76E-07
heat_pump,power,FI,14,3.63E-07
heat_pump,power,FR,0,17.38828943
heat_pump,power,FR,1,14.22797104
heat_pump,power,FR,2,10.56864142
heat_pump,power,FR,3,8.672878663
heat_pump,power,FR,4,6.659198558
heat_pump,power,FR,5,4.503774351
heat_pump,power,FR,6,2.585650549
heat_pump,power,FR,7,11.59268576
heat_pump,power,FR,8,17.13571381
heat_pump,power,FR,9,23.63309889
heat_pump,power,FR,10,51.39555906
heat_pump,power,FR,11,116.3515264
heat_pump,power,FR,12,119.6237046
heat_pump,power,FR,13,134.4741619
heat_pump,power,FR,14,154.6664686
heat_pump,power,HR,0,0.553235986
heat_pump,power,HR,1,0.470634875
heat_pump,power,HR,2,0.396822349
heat_pump,power,HR,3,0.389924397
heat_pump,power,HR,4,1.191747767
heat_pump,power,HR,5,1.570844297
heat_pump,power,HR,6,2.00954674
heat_pump,power,HR,7,2.727290171
heat_pump,power,HR,8,3.302812501
heat_pump,power,HR,9,9.264956685
heat_pump,power,HR,10,9.349875866
heat_pump,power,HR,11,9.349875922
heat_pump,power,HR,12,9.430949091
heat_pump,power,HR,13,9.487265261
heat_pump,power,HR,14,9.474275112
heat_pump,power,HU,0,0.63588318
heat_pump,power,HU,1,0.557473274
heat_pump,power,HU,2,0.420545692
heat_pump,power,HU,3,0.402615448
heat_pump,power,HU,4,0.292594096
heat_pump,power,HU,5,0.197990873
heat_pump,power,HU,6,0.163304777
heat_pump,power,HU,7,3.199442999
heat_pump,power,HU,8,6.230376156
heat_pump,power,HU,9,7.880220184
heat_pump,power,HU,10,13.63071737
heat_pump,power,HU,11,18.90956973
heat_pump,power,HU,12,19.70669825
heat_pump,power,HU,13,24.03740912
heat_pump,power,HU,14,27.82402055
heat_pump,power,IE,0,0.494925649
heat_pump,power,IE,1,0.4230168
heat_pump,power,IE,2,0.381033045
heat_pump,power,IE,3,0.341290371
heat_pump,power,IE,4,0.23519588
heat_pump,power,IE,5,0.17182683
heat_pump,power,IE,6,1.302988441
heat_pump,power,IE,7,2.262631667
heat_pump,power,IE,8,3.340930916
heat_pump,power,IE,9,4.263672929
heat_pump,power,IE,10,5.937538507
heat_pump,power,IE,11,6.006393357
heat_pump,power,IE,12,7.381136669
heat_pump,power,IE,13,10.65297739
heat_pump,power,IE,14,10.65297765
heat_pump,power,IT,0,9.678679221
heat_pump,power,IT,1,9.08478809
heat_pump,power,IT,2,8.731419572
heat_pump,power,IT,3,19.79407438
heat_pump,power,IT,4,46.55564247
heat_pump,power,IT,5,62.16332171
heat_pump,power,IT,6,67.61432014
heat_pump,power,IT,7,75.66216889
heat_pump,power,IT,8,102.7377153
heat_pump,power,IT,9,145.4370708
heat_pump,power,IT,10,145.4904808
heat_pump,power,IT,11,146.3403252
heat_pump,power,IT,12,149.7507124
heat_pump,power,IT,13,149.8974258
heat_pump,power,IT,14,149.8974267
heat_pump,power,LT,0,0.140977178
heat_pump,power,LT,1,0.135507124
heat_pump,power,LT,2,0.118243095
heat_pump,power,LT,3,0.117567061
heat_pump,power,LT,4,0.095530541
heat_pump,power,LT,5,0.080161831
heat_pump,power,LT,6,0.066946759
heat_pump,power,LT,7,0.023065647
heat_pump,power,LT,8,0.004850511
heat_pump,power,LT,9,0.004850517
heat_pump,power,LT,10,0.004850527
heat_pump,power,LT,11,0.00485054
heat_pump,power,LT,12,0.004850561
heat_pump,power,LT,13,0.0048506
heat_pump,power,LT,14,0.004850735
heat_pump,power,LU,0,0.237212097
heat_pump,power,LU,1,0.22256815
heat_pump,power,LU,2,0.195437896
heat_pump,power,LU,3,0.193584399
heat_pump,power,LU,4,0.190734476
heat_pump,power,LU,5,0.16036342
heat_pump,power,LU,6,0.144644833
heat_pump,power,LU,7,0.295405656
heat_pump,power,LU,8,0.347702902
heat_pump,power,LU,9,0.610641064
heat_pump,power,LU,10,1.011060127
heat_pump,power,LU,11,1.16003199
heat_pump,power,LU,12,1.979588253
heat_pump,power,LU,13,2.097876024
heat_pump,power,LU,14,2.41538506
heat_pump,power,LV,0,0.06846609
heat_pump,power,LV,1,0.059602946
heat_pump,power,LV,2,0.046974488
heat_pump,power,LV,3,0.043560643
heat_pump,power,LV,4,0.039421688
heat_pump,power,LV,5,0.028993198
heat_pump,power,LV,6,0.024322586
heat_pump,power,LV,7,0.013161587
heat_pump,power,LV,8,0.006159764
heat_pump,power,LV,9,0.001109019
heat_pump,power,LV,10,0.001109025
heat_pump,power,LV,11,0.001109034
heat_pump,power,LV,12,0.001109049
heat_pump,power,LV,13,0.001109078
heat_pump,power,LV,14,0.001109176
heat_pump,power,NL,0,1.546973364
heat_pump,power,NL,1,1.460401702
heat_pump,power,NL,2,1.368779118
heat_pump,power,NL,3,1.338123077
heat_pump,power,NL,4,1.140673316
heat_pump,power,NL,5,0.883194213
heat_pump,power,NL,6,0.766368673
heat_pump,power,NL,7,0.460751908
heat_pump,power,NL,8,0.042939271
heat_pump,power,NL,9,0.318959308
heat_pump,power,NL,10,3.521538911
heat_pump,power,NL,11,10.77696925
heat_pump,power,NL,12,17.12478491
heat_pump,power,NL,13,17.16348106
heat_pump,power,NL,14,17.88022509
heat_pump,power,NO,0,9.000666139
heat_pump,power,NO,1,6.903958024
heat_pump,power,NO,2,4.283315098
heat_pump,power,NO,3,2.63945797
heat_pump,power,NO,4,1.854390973
heat_pump,power,NO,5,1.227450388
heat_pump,power,NO,6,0.973492421
heat_pump,power,NO,7,0.742214425
heat_pump,power,NO,8,4.67E-08
heat_pump,power,NO,9,5.98E-08
heat_pump,power,NO,10,7.59E-08
heat_pump,power,NO,11,9.73E-08
heat_pump,power,NO,12,1.28E-07
heat_pump,power,NO,13,1.82E-07
heat_pump,power,NO,14,3.71E-07
heat_pump,power,PL,0,1.513697352
heat_pump,power,PL,1,1.513697356
heat_pump,power,PL,2,1.513697363
heat_pump,power,PL,3,1.503777573
heat_pump,power,PL,4,1.465585006
heat_pump,power,PL,5,1.38703833
heat_pump,power,PL,6,0.174944864
heat_pump,power,PL,7,0.159617916
heat_pump,power,PL,8,1.60E-07
heat_pump,power,PL,9,2.10E-07
heat_pump,power,PL,10,2.79E-07
heat_pump,power,PL,11,3.34E-07
heat_pump,power,PL,12,4.62E-07
heat_pump,power,PL,13,7.40E-07
heat_pump,power,PL,14,1.74E-06
heat_pump,power,PT,0,0.21172736
heat_pump,power,PT,1,0.20177926
heat_pump,power,PT,2,0.1928509
heat_pump,power,PT,3,0.17899245
heat_pump,power,PT,4,0.174187524
heat_pump,power,PT,5,0.035635457
heat_pump,power,PT,6,0.042033171
heat_pump,power,PT,7,0.381001917
heat_pump,power,PT,8,0.410723703
heat_pump,power,PT,9,0.42019025
heat_pump,power,PT,10,1.195930331
heat_pump,power,PT,11,2.822316302
heat_pump,power,PT,12,2.887200442
heat_pump,power,PT,13,3.016681207
heat_pump,power,PT,14,3.026879775
heat_pump,power,RO,0,0.066537901
heat_pump,power,RO,1,0.059920137
heat_pump,power,RO,2,0.050719575
heat_pump,power,RO,3,0.04200165
heat_pump,power,RO,4,0.031246602
heat_pump,power,RO,5,0.022475709
heat_pump,power,RO,6,0.021476841
heat_pump,power,RO,7,0.014656797
heat_pump,power,RO,8,0.003267801
heat_pump,power,RO,9,0.003267887
heat_pump,power,RO,10,0.003268047
heat_pump,power,RO,11,0.003268131
heat_pump,power,RO,12,1.359660034
heat_pump,power,RO,13,1.444493827
heat_pump,power,RO,14,1.752659197
heat_pump,power,SE,0,6.860577933
heat_pump,power,SE,1,5.684936693
heat_pump,power,SE,2,4.794204408
heat_pump,power,SE,3,4.176167154
heat_pump,power,SE,4,2.714959899
heat_pump,power,SE,5,2.018000262
heat_pump,power,SE,6,1.262935009
heat_pump,power,SE,7,1.047248001
heat_pump,power,SE,8,5.39E-08
heat_pump,power,SE,9,6.92E-08
heat_pump,power,SE,10,8.80E-08
heat_pump,power,SE,11,1.13E-07
heat_pump,power,SE,12,1.49E-07
heat_pump,power,SE,13,2.13E-07
heat_pump,power,SE,14,4.37E-07
heat_pump,power,SI,0,0.472313502
heat_pump,power,SI,1,0.434074726
heat_pump,power,SI,2,0.392098657
heat_pump,power,SI,3,0.384204124
heat_pump,power,SI,4,0.514641371
heat_pump,power,SI,5,0.64267133
heat_pump,power,SI,6,0.777369002
heat_pump,power,SI,7,1.091717547
heat_pump,power,SI,8,1.142217596
heat_pump,power,SI,9,1.854057268
heat_pump,power,SI,10,4.110237926
heat_pump,power,SI,11,4.123699914
heat_pump,power,SI,12,4.14159093
heat_pump,power,SI,13,4.29265959
heat_pump,power,SI,14,4.343347722
heat_pump,power,SK,0,0.496967872
heat_pump,power,SK,1,0.486083501
heat_pump,power,SK,2,0.436604991
heat_pump,power,SK,3,0.428594323
heat_pump,power,SK,4,0.327630159
heat_pump,power,SK,5,0.235753406
heat_pump,power,SK,6,0.206578757
heat_pump,power,SK,7,0.152173548
heat_pump,power,SK,8,1.040226802
heat_pump,power,SK,9,2.254568554
heat_pump,power,SK,10,3.249865467
heat_pump,power,SK,11,5.00666174
heat_pump,power,SK,12,6.448418927
heat_pump,power,SK,13,6.874782378
heat_pump,power,SK,14,8.441270216
heat_pump,power,UK,0,5.704927829
heat_pump,power,UK,1,4.660307118
heat_pump,power,UK,2,4.038155049
heat_pump,power,UK,3,3.561199702
heat_pump,power,UK,4,3.127969945
heat_pump,power,UK,5,2.255341123
heat_pump,power,UK,6,0.836851076
heat_pump,power,UK,7,0.701406062
heat_pump,power,UK,8,0.652444372
heat_pump,power,UK,9,0.179846163
heat_pump,power,UK,10,0.179846172
heat_pump,power,UK,11,0.179846186
heat_pump,power,UK,12,0.179846208
heat_pump,power,UK,13,0.17984625
heat_pump,power,UK,14,0.179846392
heat_pump_DH,power,AT,0,0.027673595
heat_pump_DH,power,AT,1,0.027673596
heat_pump_DH,power,AT,2,0.027673597
heat_pump_DH,power,AT,3,0.027673598
heat_pump_DH,power,AT,4,0.027673599
heat_pump_DH,power,AT,5,0.0276736
heat_pump_DH,power,AT,6,0.027673601
heat_pump_DH,power,AT,7,0.027673604
heat_pump_DH,power,AT,8,0.027673606
heat_pump_DH,power,AT,9,0.027673611
heat_pump_DH,power,AT,10,0.026283061
heat_pump_DH,power,AT,11,3.09E-08
heat_pump_DH,power,AT,12,4.42E-08
heat_pump_DH,power,AT,13,9.54E-08
heat_pump_DH,power,AT,14,3.49E-07
heat_pump_DH,power,BE,0,8.73E-09
heat_pump_DH,power,BE,1,1.06E-08
heat_pump_DH,power,BE,2,1.26E-08
heat_pump_DH,power,BE,3,1.48E-08
heat_pump_DH,power,BE,4,1.73E-08
heat_pump_DH,power,BE,5,2.10E-08
heat_pump_DH,power,BE,6,2.64E-08
heat_pump_DH,power,BE,7,3.79E-08
heat_pump_DH,power,BE,8,6.70E-08
heat_pump_DH,power,BE,9,1.10E-07
heat_pump_DH,power,BE,10,1.49E-07
heat_pump_DH,power,BE,11,1.60E-07
heat_pump_DH,power,BE,12,1.70E-07
heat_pump_DH,power,BE,13,0.061898259
heat_pump_DH,power,BE,14,0.061898339
heat_pump_DH,power,BG,0,5.50E-09
heat_pump_DH,power,BG,1,7.14E-09
heat_pump_DH,power,BG,2,8.69E-09
heat_pump_DH,power,BG,3,1.01E-08
heat_pump_DH,power,BG,4,1.18E-08
heat_pump_DH,power,BG,5,1.39E-08
heat_pump_DH,power,BG,6,1.63E-08
heat_pump_DH,power,BG,7,1.93E-08
heat_pump_DH,power,BG,8,2.31E-08
heat_pump_DH,power,BG,9,2.80E-08
heat_pump_DH,power,BG,10,3.42E-08
heat_pump_DH,power,BG,11,4.08E-08
heat_pump_DH,power,BG,12,4.55E-08
heat_pump_DH,power,BG,13,6.66E-08
heat_pump_DH,power,BG,14,1.40E-07
heat_pump_DH,power,CH,0,0.037495327
heat_pump_DH,power,CH,1,0.037495327
heat_pump_DH,power,CH,2,0.037495328
heat_pump_DH,power,CH,3,0.037495329
heat_pump_DH,power,CH,4,0.03749533
heat_pump_DH,power,CH,5,0.037495331
heat_pump_DH,power,CH,6,0.037495332
heat_pump_DH,power,CH,7,0.037495334
heat_pump_DH,power,CH,8,0.037495337
heat_pump_DH,power,CH,9,0.03749534
heat_pump_DH,power,CH,10,0.035611264
heat_pump_DH,power,CH,11,2.91E-08
heat_pump_DH,power,CH,12,4.19E-08
heat_pump_DH,power,CH,13,8.57E-08
heat_pump_DH,power,CH,14,3.06E-07
heat_pump_DH,power,CZ,0,6.23E-09
heat_pump_DH,power,CZ,1,8.07E-09
heat_pump_DH,power,CZ,2,1.01E-08
heat_pump_DH,power,CZ,3,1.26E-08
heat_pump_DH,power,CZ,4,1.52E-08
heat_pump_DH,power,CZ,5,1.78E-08
heat_pump_DH,power,CZ,6,2.12E-08
heat_pump_DH,power,CZ,7,2.61E-08
heat_pump_DH,power,CZ,8,3.34E-08
heat_pump_DH,power,CZ,9,4.28E-08
heat_pump_DH,power,CZ,10,5.38E-08
heat_pump_DH,power,CZ,11,6.32E-08
heat_pump_DH,power,CZ,12,7.55E-08
heat_pump_DH,power,CZ,13,0.045372672
heat_pump_DH,power,CZ,14,0.045372731
heat_pump_DH,power,DE,0,1.73E-08
heat_pump_DH,power,DE,1,1.94E-08
heat_pump_DH,power,DE,2,2.17E-08
heat_pump_DH,power,DE,3,2.51E-08
heat_pump_DH,power,DE,4,3.28E-08
heat_pump_DH,power,DE,5,0.436559884
heat_pump_DH,power,DE,6,1.955582495
heat_pump_DH,power,DE,7,3.619362764
heat_pump_DH,power,DE,8,3.619362777
heat_pump_DH,power,DE,9,3.619362782
heat_pump_DH,power,DE,10,3.619362785
heat_pump_DH,power,DE,11,3.619362788
heat_pump_DH,power,DE,12,3.619362776
heat_pump_DH,power,DE,13,3.619362782
heat_pump_DH,power,DE,14,3.619362807
heat_pump_DH,power,DK,0,1.221269387
heat_pump_DH,power,DK,1,1.221269391
heat_pump_DH,power,DK,2,1.221269395
heat_pump_DH,power,DK,3,1.221269399
heat_pump_DH,power,DK,4,1.221269408
heat_pump_DH,power,DK,5,1.221269428
heat_pump_DH,power,DK,6,1.221269477
heat_pump_DH,power,DK,7,1.747472258
heat_pump_DH,power,DK,8,1.74259518
heat_pump_DH,power,DK,9,1.736694497
heat_pump_DH,power,DK,10,1.706200154
heat_pump_DH,power,DK,11,1.580113041
heat_pump_DH,power,DK,12,0.903504823
heat_pump_DH,power,DK,13,0.903504853
heat_pump_DH,power,DK,14,0.903504882
heat_pump_DH,power,EE,0,0.090284477
heat_pump_DH,power,EE,1,0.090284481
heat_pump_DH,power,EE,2,0.090284486
heat_pump_DH,power,EE,3,0.090284491
heat_pump_DH,power,EE,4,0.0902845
heat_pump_DH,power,EE,5,0.090284517
heat_pump_DH,power,EE,6,0.090284673
heat_pump_DH,power,EE,7,0.090284775
heat_pump_DH,power,EE,8,0.09028479
heat_pump_DH,power,EE,9,0.090284807
heat_pump_DH,power,EE,10,0.090284848
heat_pump_DH,power,EE,11,0.090284864
heat_pump_DH,power,EE,12,4.89E-07
heat_pump_DH,power,EE,13,5.09E-07
heat_pump_DH,power,EE,14,5.88E-07
heat_pump_DH,power,EL,0,3.75E-08
heat_pump_DH,power,EL,1,4.00E-08
heat_pump_DH,power,EL,2,4.27E-08
heat_pump_DH,power,EL,3,4.67E-08
heat_pump_DH,power,EL,4,6.00E-08
heat_pump_DH,power,EL,5,1.04E-07
heat_pump_DH,power,EL,6,0.090203186
heat_pump_DH,power,EL,7,0.090203218
heat_pump_DH,power,EL,8,0.090203233
heat_pump_DH,power,EL,9,0.090203244
heat_pump_DH,power,EL,10,0.090203252
heat_pump_DH,power,EL,11,0.090203259
heat_pump_DH,power,EL,12,0.090203229
heat_pump_DH,power,EL,13,0.090203235
heat_pump_DH,power,EL,14,0.090203259
heat_pump_DH,power,ES,0,3.42E-09
heat_pump_DH,power,ES,1,5.44E-09
heat_pump_DH,power,ES,2,7.28E-09
heat_pump_DH,power,ES,3,9.26E-09
heat_pump_DH,power,ES,4,1.17E-08
heat_pump_DH,power,ES,5,1.45E-08
heat_pump_DH,power,ES,6,1.81E-08
heat_pump_DH,power,ES,7,2.29E-08
heat_pump_DH,power,ES,8,2.84E-08
heat_pump_DH,power,ES,9,3.43E-08
heat_pump_DH,power,ES,10,4.11E-08
heat_pump_DH,power,ES,11,4.90E-08
heat_pump_DH,power,ES,12,5.75E-08
heat_pump_DH,power,ES,13,7.85E-08
heat_pump_DH,power,ES,14,1.25E-07
heat_pump_DH,power,FI,0,0.214871192
heat_pump_DH,power,FI,1,0.214871195
heat_pump_DH,power,FI,2,0.214871199
heat_pump_DH,power,FI,3,0.214871203
heat_pump_DH,power,FI,4,0.255176602
heat_pump_DH,power,FI,5,0.227202697
heat_pump_DH,power,FI,6,0.403001628
heat_pump_DH,power,FI,7,0.782811331
heat_pump_DH,power,FI,8,0.755912017
heat_pump_DH,power,FI,9,0.676901501
heat_pump_DH,power,FI,10,0.660095434
heat_pump_DH,power,FI,11,0.640535158
heat_pump_DH,power,FI,12,0.640535137
heat_pump_DH,power,FI,13,0.640535146
heat_pump_DH,power,FI,14,0.640535169
heat_pump_DH,power,FR,0,0.072293852
heat_pump_DH,power,FR,1,0.072293853
heat_pump_DH,power,FR,2,0.072293854
heat_pump_DH,power,FR,3,0.072293856
heat_pump_DH,power,FR,4,0.072293857
heat_pump_DH,power,FR,5,0.07229386
heat_pump_DH,power,FR,6,0.072293864
heat_pump_DH,power,FR,7,0.072293869
heat_pump_DH,power,FR,8,0.062163449
heat_pump_DH,power,FR,9,0.049235382
heat_pump_DH,power,FR,10,0.021858637
heat_pump_DH,power,FR,11,5.71E-08
heat_pump_DH,power,FR,12,7.55E-08
heat_pump_DH,power,FR,13,5.20E-07
heat_pump_DH,power,FR,14,0.763727951
heat_pump_DH,power,HR,0,6.89E-09
heat_pump_DH,power,HR,1,9.34E-09
heat_pump_DH,power,HR,2,1.20E-08
