node,year_construction,capacity_existing
AT,2008,0.0005962099663520681
AT,2011,0.020085941312465022
AT,2013,0.01009512741673449
AT,2014,0.038828622440029215
AT,2015,0.021022440040503076
AT,2019,0.04020239813422266
BG,2001,0.16873485681947553
BG,2005,0.006558168111838736
BG,2006,0.01398612735043403
BG,2007,0.18015257742556168
BG,2011,0.09044294020919175
BG,2014,0.05159266976499666
CH,2008,0.0008078129033591008
CH,2011,0.027214712071317204
CH,2013,0.013678023932052003
CH,2014,0.0526094228491798
CH,2015,0.028483586795296056
CH,2019,0.0544707700166559
CZ,1995,0.35407775981303846
CZ,1996,0.285489627352836
CZ,1997,0.28325609527075546
CZ,1998,0.03576291407445353
CZ,1999,0.7735227702553074
CZ,2001,0.1397028096763302
CZ,2005,0.3179544431670962
CZ,2007,0.2291711321183394
CZ,2008,0.06680374528745414
CZ,2010,0.0016367207387615323
CZ,2012,0.028764199386756673
CZ,2022,0.5556739934119426
DE,2003,1.5405076120162482
DE,2004,0.8535080149117089
DE,2007,1.1329944365871896
DE,2009,0.31103568706162754
DE,2010,0.5703381203120852
DE,2013,0.055120325537425074
DE,2015,0.4136135731160975
DK,1993,0.005823016184240108
DK,1994,0.005823016184240108
DK,1995,0.005823016184240108
DK,1996,0.005823016184240108
DK,1997,0.005823016184240108
DK,1998,0.005823016184240108
DK,1999,0.005823016184240108
DK,2000,0.005823016184240108
DK,2001,0.12036138713576643
DK,2002,0.005823016184240108
DK,2003,0.005823016184240108
DK,2004,0.005823016184240108
DK,2005,0.005823016184240108
DK,2006,0.0456449821712561
DK,2007,0.005823016184240108
DK,2008,0.005823016184240108
DK,2009,0.07595126489588976
DK,2010,0.005823016184240108
DK,2011,0.005823016184240108
DK,2012,0.10145142770796851
DK,2013,0.03924376181488671
DK,2014,0.005823016184240108
DK,2015,0.012919698650167335
DK,2016,0.005823016184240108
DK,2017,0.005823016184240108
DK,2018,0.005823016184240108
DK,2019,0.005823016184240108
DK,2020,0.005823016184240108
DK,2021,0.230048370455866
DK,2022,0.07936761277307083
EE,2010,0.003643004336958952
EE,2012,0.005663684478072889
EE,2017,0.015873762318354634
EE,2018,0.013757624332113895
EL,2006,0.013020541405993818
EL,2008,0.020329913212013162
EL,2009,0.06754120164523347
EL,2010,0.007078967602538955
EL,2013,0.09775676978714593
EL,2014,0.0029989874250276327
EL,2018,0.048339163075050484
FI,1993,0.23411740705159673
FI,1994,0.010284256895065116
FI,1995,0.010284256895065116
FI,1996,0.010284256895065116
FI,1997,0.010284256895065116
FI,1998,0.010284256895065116
FI,1999,0.010284256895065116
FI,2000,0.010284256895065116
FI,2001,0.20934707200238256
FI,2002,0.010284256895065116
FI,2003,0.12360119105598648
FI,2004,0.010284256895065116
FI,2005,0.010284256895065116
FI,2006,0.27469293156090924
FI,2007,0.2489640256095158
FI,2008,0.010284256895065116
FI,2009,0.20614624984565194
FI,2010,0.010284256895065116
FI,2011,0.010284256895065116
FI,2012,0.010284256895065116
FI,2013,0.010284256895065116
FI,2014,0.08789153242271129
FI,2015,0.010284256895065116
FI,2016,0.13513919132196148
FI,2017,0.010284256895065116
FI,2018,0.010284256895065116
FI,2019,0.010284256895065116
FI,2020,0.010284256895065116
FI,2021,0.16830808293879052
FR,2008,0.052909969620761055
FR,2010,0.07021750730116727
FR,2012,0.0036012404546270083
FR,2013,0.0633619723509466
FR,2014,0.04285904122193085
HU,2007,0.009325920548868272
HU,2011,0.00030194913217881925
HU,2016,0.07537178140793728
HU,2018,0.001463450927235016
HU,2020,0.0043439615924866365
IT,2014,0.006271732362062472
IT,2015,0.0054565587684491865
IT,2016,0.0007704402638998992
IT,2018,0.011898359522358258
LT,2017,0.012838790252908464
LT,2018,0.00027017381339686924
NL,2014,0.004004759216228247
NL,2015,0.014569796184780055
NL,2016,0.0031142263666654596
NL,2017,0.004923670757475476
NL,2019,0.010890107340541855
NO,1995,0.00288149725465758
NO,1996,0.000842488429049118
NO,1997,0.0008314872017193345
NO,1999,0.0006751147199360874
NO,2000,0.0004500151675776512
NO,2001,0.002218526124354109
NO,2007,0.0041399054525781236
NO,2011,0.005887326360462207
NO,2014,0.0026427892973452
NO,2017,0.0018475796484513501
NO,2018,0.00023060988133404361
NO,2019,0.0018825074414694568
NO,2020,0.0003538241061792763
PL,1993,0.27271809530477703
PL,1994,1.094674120377095
PL,1995,0.27271809530477703
PL,1996,1.797582170580038
PL,1997,0.27271809530477703
PL,1998,1.5693931142076127
PL,1999,0.27271809530477703
PL,2000,0.27271809530477703
PL,2001,1.2534301196082127
PL,2002,0.27271809530477703
PL,2003,0.27271809530477703
PL,2004,0.604765171514579
PL,2005,0.27271809530477703
PL,2006,0.27271809530477703
PL,2007,0.27271809530477703
PL,2008,0.27271809530477703
PL,2009,0.27271809530477703
PL,2010,0.27271809530477703
PL,2011,0.27271809530477703
PL,2012,0.27271809530477703
PL,2013,1.0539404264760737
PL,2014,0.27271809530477703
PL,2015,0.27271809530477703
PL,2016,0.27271809530477703
PL,2017,0.27271809530477703
PL,2018,0.27271809530477703
PL,2019,0.7565042481851265
PL,2020,0.27271809530477703
RO,2005,0.08457324636858565
RO,2009,0.025767419831783767
RO,2011,0.03522419685221001
RO,2013,0.07843669307539958
SE,2017,0.0036750770902018726
SE,2018,0.08438892967138822
SI,1993,0.0012702392184309708
SI,1994,0.0012702392184309708
SI,1995,0.024513182609014802
SI,1996,0.0012702392184309708
SI,1997,0.003720311646453935
SI,1998,0.01162859297318587
SI,1999,0.0012702392184309708
SI,2000,0.0012702392184309708
SI,2001,0.0012702392184309708
SI,2002,0.0012702392184309708
SI,2003,0.0012702392184309708
SI,2004,0.032479449596498296
SI,2005,0.0012702392184309708
SI,2006,0.016313262580007357
SI,2007,0.0012702392184309708
SI,2008,0.0012702392184309708
SI,2009,0.010317508370014682
SI,2010,0.02702261397037869
SI,2011,0.0012702392184309708
SI,2012,0.0012702392184309708
SI,2013,0.018865402430253756
SI,2014,0.0012702392184309708
SI,2015,0.02597243685313109
SI,2016,0.0012702392184309708
SI,2017,0.011755721206934492
SI,2018,0.02447054931086846
SI,2019,0.0012702392184309708
SI,2020,0.0012702392184309708
SI,2022,0.04494278278717162
SK,2003,0.04166700797352707
SK,2004,0.03811366353366019
SK,2006,0.02224111182380717
SK,2007,0.02651210084908162
SK,2010,0.029422101359629083
SK,2011,0.07826248659400525
SK,2016,0.09865829477716165
SK,2017,0.012046281100331124
SK,2018,0.05895638300426531
