carrier,node,time_operation,none
heat,LT,7,0.0
heat,LT,8,0.0
heat,LT,9,0.0
heat,LT,10,0.0
heat,LT,11,0.0
heat,LT,12,0.0
heat,LT,13,0.0
heat,LT,14,0.0
heat,LU,0,0.0
heat,LU,1,0.0
heat,LU,2,0.0
heat,LU,3,0.0
heat,LU,4,0.0
heat,LU,5,0.0
heat,LU,6,0.0
heat,LU,7,0.0
heat,LU,8,0.0
heat,LU,9,0.0
heat,LU,10,0.0
heat,LU,11,0.0
heat,LU,12,0.0
heat,LU,13,0.0
heat,LU,14,0.0
heat,LV,0,0.0
heat,LV,1,0.0
heat,LV,2,0.0
heat,LV,3,0.0
heat,LV,4,0.0
heat,LV,5,0.0
heat,LV,6,0.0
heat,LV,7,0.0
heat,LV,8,0.0
heat,LV,9,0.0
heat,LV,10,0.0
heat,LV,11,0.0
heat,LV,12,0.0
heat,LV,13,0.0
heat,LV,14,0.0
heat,NL,0,0.0
heat,NL,1,0.0
heat,NL,2,0.0
heat,NL,3,0.0
heat,NL,4,0.0
heat,NL,5,0.0
heat,NL,6,0.0
heat,NL,7,0.0
heat,NL,8,0.0
heat,NL,9,0.0
heat,NL,10,0.0
heat,NL,11,0.0
heat,NL,12,0.0
heat,NL,13,0.0
heat,NL,14,0.0
heat,NO,0,0.0
heat,NO,1,0.0
heat,NO,2,0.0
heat,NO,3,0.0
heat,NO,4,0.0
heat,NO,5,0.0
heat,NO,6,0.0
heat,NO,7,0.0
heat,NO,8,0.0
heat,NO,9,0.0
heat,NO,10,0.0
heat,NO,11,0.0
heat,NO,12,0.0
heat,NO,13,0.0
heat,NO,14,0.0
heat,PL,0,0.0
heat,PL,1,0.0
heat,PL,2,0.0
heat,PL,3,0.0
heat,PL,4,0.0
heat,PL,5,0.0
heat,PL,6,0.0
heat,PL,7,0.0
heat,PL,8,0.0
heat,PL,9,0.0
heat,PL,10,0.0
heat,PL,11,0.0
heat,PL,12,0.0
heat,PL,13,0.0
heat,PL,14,0.0
heat,PT,0,0.0
heat,PT,1,0.0
heat,PT,2,0.0
heat,PT,3,0.0
heat,PT,4,0.0
heat,PT,5,0.0
heat,PT,6,0.0
heat,PT,7,0.0
heat,PT,8,0.0
heat,PT,9,0.0
heat,PT,10,0.0
heat,PT,11,0.0
heat,PT,12,0.0
heat,PT,13,0.0
heat,PT,14,0.0
heat,RO,0,0.0
heat,RO,1,0.0
heat,RO,2,0.0
heat,RO,3,0.0
heat,RO,4,0.0
heat,RO,5,0.0
heat,RO,6,0.0
heat,RO,7,0.0
heat,RO,8,0.0
heat,RO,9,0.0
heat,RO,10,0.0
heat,RO,11,0.0
heat,RO,12,0.0
heat,RO,13,0.0
heat,RO,14,0.0
heat,SE,0,0.0
heat,SE,1,0.0
heat,SE,2,0.0
heat,SE,3,0.0
heat,SE,4,0.0
heat,SE,5,0.0
heat,SE,6,0.0
heat,SE,7,0.0
heat,SE,8,0.0
heat,SE,9,0.0
heat,SE,10,0.0
heat,SE,11,0.0
heat,SE,12,0.0
heat,SE,13,0.0
heat,SE,14,0.0
heat,SI,0,0.0
heat,SI,1,0.0
heat,SI,2,0.0
heat,SI,3,0.0
heat,SI,4,0.0
heat,SI,5,0.0
heat,SI,6,0.0
heat,SI,7,0.0
heat,SI,8,0.0
heat,SI,9,0.0
heat,SI,10,0.0
heat,SI,11,0.0
heat,SI,12,0.0
heat,SI,13,0.0
heat,SI,14,0.0
heat,SK,0,0.0
heat,SK,1,0.0
heat,SK,2,0.0
heat,SK,3,0.0
heat,SK,4,0.0
heat,SK,5,0.0
heat,SK,6,0.0
heat,SK,7,0.0
heat,SK,8,0.0
heat,SK,9,0.0
heat,SK,10,0.0
heat,SK,11,0.0
heat,SK,12,0.0
heat,SK,13,0.0
heat,SK,14,0.0
heat,UK,0,0.0
heat,UK,1,0.0
heat,UK,2,0.0
heat,UK,3,0.0
heat,UK,4,0.0
heat,UK,5,0.0
heat,UK,6,0.0
heat,UK,7,0.0
heat,UK,8,0.0
heat,UK,9,0.0
heat,UK,10,0.0
heat,UK,11,0.0
heat,UK,12,0.0
heat,UK,13,0.0
heat,UK,14,0.0
biomass,AT,0,3.905730228765765
biomass,AT,1,1.930441677335485
biomass,AT,2,8.40443924689387e-08
biomass,AT,3,4.4708556206580236e-08
biomass,AT,4,5.83850737230322e-08
biomass,AT,5,1.097679925647588e-07
biomass,AT,6,2.8128784449577205e-07
biomass,AT,7,0.02879750464594806
biomass,AT,8,0.7260186598452149
biomass,AT,9,0.6568718219499375
biomass,AT,10,0.3706451534591695
biomass,AT,11,2.9788933866040333e-07
biomass,AT,12,3.0815901906849433e-07
biomass,AT,13,0.11912699690770849
biomass,AT,14,1.609329787942354
biomass,BE,0,0.7264140243782365
biomass,BE,1,0.7024452029249827
biomass,BE,2,1.4597466237706675e-07
biomass,BE,3,4.726418747924171e-08
biomass,BE,4,1.987027143340527e-07
biomass,BE,5,3.2693814323302086e-07
biomass,BE,6,0.06594765929880239
biomass,BE,7,1.87145917344646e-07
biomass,BE,8,0.01671250248538174
biomass,BE,9,0.014730955939890508
biomass,BE,10,0.013979138434879142
biomass,BE,11,2.4607128278306753e-07
biomass,BE,12,2.703534092249834e-07
biomass,BE,13,1.8691416857668208
biomass,BE,14,1.869142912661995
biomass,BG,0,1.9020908575795026
biomass,BG,1,1.9928269411743357e-07
biomass,BG,2,5.675843827490643e-08
biomass,BG,3,4.7546726076110543e-08
biomass,BG,4,6.296274771709697e-08
biomass,BG,5,1.3429170554133808e-07
biomass,BG,6,0.25972586308806256
biomass,BG,7,0.43626057537418034
biomass,BG,8,0.8402775666705056
biomass,BG,9,0.40434759941209586
biomass,BG,10,0.25400939490050306
biomass,BG,11,0.15352249857937697
biomass,BG,12,0.1535225198898353
biomass,BG,13,0.15352307768117762
biomass,BG,14,0.6890089077888103
biomass,CH,0,4.765593597842139
biomass,CH,1,2.647181503983089
biomass,CH,2,8.311436998708868e-08
biomass,CH,3,4.454908873200873e-08
biomass,CH,4,5.7351470141686026e-08
biomass,CH,5,1.0501921057270178e-07
biomass,CH,6,2.54237502817671e-07
biomass,CH,7,0.03948949334491788
biomass,CH,8,0.9841638256826541
biomass,CH,9,0.8900044507272777
biomass,CH,10,0.5021920286789194
biomass,CH,11,2.8701630768733773e-07
biomass,CH,12,3.182511073689731e-07
biomass,CH,13,0.16140594230249075
biomass,CH,14,1.6347927572108858
biomass,CZ,0,3.0299922959879195
biomass,CZ,1,2.260219690957093
biomass,CZ,2,1.0220454884609827e-07
biomass,CZ,3,4.5127129744790534e-08
biomass,CZ,4,7.581335313817921e-08
biomass,CZ,5,2.2774117313169437e-07
biomass,CZ,6,0.37006643125986954
biomass,CZ,7,0.650269561488563
biomass,CZ,8,0.45452263889670297
biomass,CZ,9,0.2675559225599527
biomass,CZ,10,0.2316214497612785
biomass,CZ,11,0.10827747402023594
biomass,CZ,12,0.10827748170851065
biomass,CZ,13,0.1082778747681944
biomass,CZ,14,0.10827834459316708
biomass,DE,0,10.856109302793266
biomass,DE,1,8.079598990648732
biomass,DE,2,1.6701238998969216e-07
biomass,DE,3,1.6673435755560752e-07
biomass,DE,4,4.12651954289682
biomass,DE,5,3.149868989498825
biomass,DE,6,3.1498689867740852
biomass,DE,7,1.671849657430325
biomass,DE,8,1.2416419699001808
biomass,DE,9,0.18942868368157423
biomass,DE,10,0.18942805318853967
biomass,DE,11,0.1894281180849361
biomass,DE,12,0.18942813498066238
biomass,DE,13,0.18942960987170204
biomass,DE,14,4.366204696562923
biomass,DK,0,1.3597697377309896
biomass,DK,1,3.7329000375280875e-08
biomass,DK,2,5.802121309736719e-08
biomass,DK,3,6.715912198853458e-08
biomass,DK,4,6.706070750019562e-08
biomass,DK,5,6.680025565689627e-08
biomass,DK,6,6.677212868901006e-08
biomass,DK,7,7.720060840792213e-08
biomass,DK,8,8.153344975509817e-08
biomass,DK,9,7.974678185182593e-08
biomass,DK,10,8.116885932861884e-08
biomass,DK,11,8.197298698599125e-08
biomass,DK,12,9.064544503815885e-08
biomass,DK,13,1.2512777090432617e-07
biomass,DK,14,3.1818825780454286e-07
biomass,EE,0,0.39143568546850477
biomass,EE,1,4.2096351980049385e-08
biomass,EE,2,1.0804328513676608e-07
biomass,EE,3,7.004828554282075e-08
biomass,EE,4,8.066605815349734e-08
biomass,EE,5,7.63057258188683e-08
biomass,EE,6,7.610265485678699e-08
biomass,EE,7,8.388951092058712e-08
biomass,EE,8,8.698030315692753e-08
biomass,EE,9,5.6419526160361296e-08
biomass,EE,10,7.836003006972563e-08
biomass,EE,11,5.732388393835098e-08
biomass,EE,12,7.89255883812852e-08
biomass,EE,13,1.0248066551014417e-07
biomass,EE,14,2.6061932799115704e-07
biomass,EL,0,0.9886589852612452
biomass,EL,1,2.580251310563492e-08
biomass,EL,2,4.097839246984915e-08
biomass,EL,3,4.907853974103384e-08
biomass,EL,4,5.197199741341567e-08
biomass,EL,5,5.358554091711829e-08
biomass,EL,6,5.724532885274582e-08
biomass,EL,7,5.985417086742014e-08
biomass,EL,8,4.9471445555382205e-08
biomass,EL,9,5.61650633241653e-08
biomass,EL,10,6.638304691195182e-08
biomass,EL,11,6.26072401911791e-08
biomass,EL,12,6.618449640468175e-08
biomass,EL,13,9.699264589975614e-08
biomass,EL,14,2.0403391854746337e-07
biomass,ES,0,2.2247964613815205
biomass,ES,1,5.270379949416414e-08
biomass,ES,2,3.670657038422486e-08
biomass,ES,3,4.512970952392428e-08
biomass,ES,4,0.6141349874022927
biomass,ES,5,0.30030714114905593
biomass,ES,6,0.1311556744783847
biomass,ES,7,0.13115562039253909
biomass,ES,8,0.017491757863310767
biomass,ES,9,9.139995460332026e-08
biomass,ES,10,1.0818491948130752e-07
biomass,ES,11,1.021773438211484e-07
biomass,ES,12,1.119921074601464e-07
biomass,ES,13,1.8659808924546474e-07
biomass,ES,14,3.72149763008007e-07
biomass,FI,0,1.516629980436835
biomass,FI,1,4.0797066364999427e-08
biomass,FI,2,8.221915667297687e-08
biomass,FI,3,7.873482888535709e-08
biomass,FI,4,8.396930715203584e-08
biomass,FI,5,7.574447668100098e-08
biomass,FI,6,7.576905585809968e-08
biomass,FI,7,8.400279760530926e-08
biomass,FI,8,8.80437252367828e-08
biomass,FI,9,8.971782352825692e-08
biomass,FI,10,9.575096796637619e-08
biomass,FI,11,8.620268780121333e-08
biomass,FI,12,8.622495892129594e-08
biomass,FI,13,1.2590970438993858e-07
biomass,FI,14,3.4102479230165086e-07
biomass,FR,0,9.685383329541533
biomass,FR,1,0.000585548096669622
biomass,FR,2,5.727650137742742e-08
biomass,FR,3,3.7029332477602036e-08
biomass,FR,4,5.8271987529624813e-08
biomass,FR,5,1.0793999279349293e-07
biomass,FR,6,0.7725318360283763
biomass,FR,7,0.31405114939899026
biomass,FR,8,0.9687024414291633
biomass,FR,9,0.45695321479672174
biomass,FR,10,0.10740788423287623
biomass,FR,11,2.4051473998987035e-07
biomass,FR,12,2.728368203883059e-07
biomass,FR,13,1.7273724758666436
biomass,FR,14,11.381322816688755
biomass,HR,0,1.7750365165899755
biomass,HR,1,4.5468055682690505e-08
biomass,HR,2,8.481599558905395e-08
biomass,HR,3,1.5579554462410887e-07
biomass,HR,4,3.3316411108030474e-07
biomass,HR,5,2.2067206138800408e-07
biomass,HR,6,1.7183948774415487e-07
biomass,HR,7,1.5465916814620623e-07
biomass,HR,8,1.427048731046158e-07
biomass,HR,9,9.514219473799859e-08
biomass,HR,10,1.4440622206511459e-07
biomass,HR,11,7.541670585997527e-08
biomass,HR,12,9.80352517035884e-08
biomass,HR,13,1.5256603162852685e-07
biomass,HR,14,3.3501797650190123e-07
biomass,HU,0,2.487569736646045
biomass,HU,1,1.081460667989487e-07
biomass,HU,2,5.181416880503243e-08
biomass,HU,3,3.9654709533847614e-08
biomass,HU,4,4.936754364030274e-08
biomass,HU,5,4.6770115694194304e-08
biomass,HU,6,7.18635137493004e-08
biomass,HU,7,1.6940402124788117e-07
biomass,HU,8,0.10961057975277946
biomass,HU,9,2.0966689833987676e-07
biomass,HU,10,2.572691243345092e-07
biomass,HU,11,2.130935926747361e-07
biomass,HU,12,2.3511953174926803e-07
biomass,HU,13,5.598606921034135e-07
biomass,HU,14,2.4745556748836836e-06
biomass,IE,0,0.03661806477952151
biomass,IE,1,0.036617966453400236
biomass,IE,2,0.03661772022141034
biomass,IE,3,1.51330618718647e-07
biomass,IE,4,0.02632316755501241
biomass,IE,5,0.011904154261597301
biomass,IE,6,0.006150112826152298
biomass,IE,7,9.661567272340489e-08
biomass,IE,8,1.1646325874907405e-07
biomass,IE,9,1.3439183291958212e-07
biomass,IE,10,1.6171915682648428e-07
biomass,IE,11,1.5015880527477518e-07
biomass,IE,12,1.6632580696901754e-07
biomass,IE,13,3.6849574173207396e-07
biomass,IE,14,2.061107172867587e-06
biomass,IT,0,11.559899173287619
biomass,IT,1,0.8685786340471348
biomass,IT,2,9.499979898509924e-07
biomass,IT,3,2.0883263750448963e-07
biomass,IT,4,1.777561911823898e-07
biomass,IT,5,1.493696239824573e-07
biomass,IT,6,1.3348814429632212e-07
biomass,IT,7,1.192952606626865e-07
biomass,IT,8,1.1954081861695532e-07
biomass,IT,9,7.910337894943579e-08
biomass,IT,10,8.970976676105558e-08
biomass,IT,11,7.686390447382539e-08
biomass,IT,12,8.40184579519396e-08
biomass,IT,13,1.2882288562042463e-07
biomass,IT,14,2.9011335419964173e-07
biomass,LT,0,1.094548369149644
biomass,LT,1,4.287129621986801e-08
biomass,LT,2,5.301079601947425e-08
biomass,LT,3,7.067274907483652e-08
biomass,LT,4,6.876498539853176e-08
biomass,LT,5,6.789591744995337e-08
biomass,LT,6,7.092003923615003e-08
biomass,LT,7,7.75229803446354e-08
biomass,LT,8,8.123017950155592e-08
biomass,LT,9,6.635160780357485e-08
biomass,LT,10,7.597753611399089e-08
biomass,LT,11,6.45086126533201e-08
biomass,LT,12,6.852108005604284e-08
biomass,LT,13,1.0466147649402067e-07
biomass,LT,14,2.5386884060294485e-07
biomass,LU,0,0.1616808274166447
biomass,LU,1,0.018167626673337735
biomass,LU,2,1.265893004770523e-07
biomass,LU,3,4.479420147523891e-08
biomass,LU,4,6.920718170251972e-08
biomass,LU,5,3.6388399343510625e-07
biomass,LU,6,0.00661474263247398
biomass,LU,7,0.003024453936620023
biomass,LU,8,0.14351302619089631
biomass,LU,9,0.14351301264433794
biomass,LU,10,0.12112915467595059
biomass,LU,11,2.2128342817076166e-07
biomass,LU,12,2.563306716444442e-07
biomass,LU,13,2.194839349660994e-06
biomass,LU,14,0.22256475902527464
biomass,LV,0,0.38112827463247423
biomass,LV,1,3.957902907170267e-08
biomass,LV,2,4.561959962043015e-08
biomass,LV,3,5.5453562993429246e-08
biomass,LV,4,5.641679314780072e-08
biomass,LV,5,5.773249010845855e-08
biomass,LV,6,6.26928994913332e-08
biomass,LV,7,6.702230228915487e-08
biomass,LV,8,7.461329888216643e-08
biomass,LV,9,5.6664142633169327e-08
biomass,LV,10,6.710546277841e-08
biomass,LV,11,5.748500341653181e-08
biomass,LV,12,6.70037966682541e-08
biomass,LV,13,1.0078216450405232e-07
biomass,LV,14,2.4961558599144455e-07
biomass,NL,0,0.9835645677453252
biomass,NL,1,0.5784492652787295
biomass,NL,2,0.49924266361562175
biomass,NL,3,0.47543097678245944
biomass,NL,4,0.3798139424711343
biomass,NL,5,0.3651653982580903
biomass,NL,6,0.23140284450685486
biomass,NL,7,0.13881725263199204
biomass,NL,8,0.06356947688732588
biomass,NL,9,0.008545193875557506
biomass,NL,10,0.008545139821106334
biomass,NL,11,0.008545078186106357
biomass,NL,12,0.008545119432579065
biomass,NL,13,5.989783483761417e-06
biomass,NL,14,1.3550087291730395e-06
biomass,NO,0,1.090347028196034e-07
biomass,NO,1,1.324572399864673e-07
biomass,NO,2,1.1524512822029666e-07
biomass,NO,3,1.0798860908206506e-07
biomass,NO,4,9.75177168066566e-08
biomass,NO,5,8.717359783055833e-08
biomass,NO,6,8.23324603272495e-08
biomass,NO,7,8.763160142386136e-08
biomass,NO,8,8.966975482820723e-08
biomass,NO,9,9.606614803605996e-08
biomass,NO,10,1.0009563385564818e-07
biomass,NO,11,9.277020647329311e-08
biomass,NO,12,8.925951864375428e-08
biomass,NO,13,1.285846663097283e-07
biomass,NO,14,3.5359325684779473e-07
biomass,PL,0,7.655743467099198
biomass,PL,1,6.3691966258295745
biomass,PL,2,6.18538021116744
biomass,PL,3,2.344381148390597
biomass,PL,4,5.695749536234487
biomass,PL,5,4.062091425283157
biomass,PL,6,2.4924675418576896e-05
biomass,PL,7,4.123339165200309e-07
biomass,PL,8,2.5286852503174733e-07
biomass,PL,9,1.0639644880236217e-07
biomass,PL,10,1.506555690920632e-07
biomass,PL,11,6.405816826618788e-08
biomass,PL,12,7.676448096952256e-08
biomass,PL,13,1.239654425054571e-07
biomass,PL,14,2.866019222240203e-07
biomass,PT,0,0.3205987523193655
biomass,PT,1,6.91676031907e-08
biomass,PT,2,4.1606152403718797e-08
biomass,PT,3,6.301854045101327e-08
biomass,PT,4,0.07342175766235147
biomass,PT,5,0.02899954128920453
biomass,PT,6,0.028999684712101834
biomass,PT,7,0.007949602990337413
biomass,PT,8,0.004619315515930231
biomass,PT,9,1.246269513661608e-07
biomass,PT,10,1.4042683131699984e-07
biomass,PT,11,1.3942011274114162e-07
biomass,PT,12,1.156256517137877e-07
biomass,PT,13,1.808299914147456e-07
biomass,PT,14,3.6960009728097555e-07
biomass,RO,0,2.154901827681755
biomass,RO,1,1.4180132618333393e-07
biomass,RO,2,5.963104480431783e-08
biomass,RO,3,4.096840038651088e-08
biomass,RO,4,5.626828480700974e-08
biomass,RO,5,8.146124827779317e-08
biomass,RO,6,1.326007750167892e-07
biomass,RO,7,0.2921079949454375
biomass,RO,8,0.20240740005504185
biomass,RO,9,0.1934416208074283
biomass,RO,10,0.19344181802060142
biomass,RO,11,0.15808285230949246
biomass,RO,12,0.15808290960976915
biomass,RO,13,0.15808357116428207
biomass,RO,14,0.25551604910158726
biomass,SE,0,9.018364909814933e-08
biomass,SE,1,8.830901932223194e-08
biomass,SE,2,8.44354759350086e-08
biomass,SE,3,9.344152641669386e-08
biomass,SE,4,8.518447764080288e-08
biomass,SE,5,7.810096162340872e-08
biomass,SE,6,7.640537402646739e-08
biomass,SE,7,8.725430926397548e-08
biomass,SE,8,9.168687341001397e-08
biomass,SE,9,7.06025092285874e-08
biomass,SE,10,8.154930986223172e-08
biomass,SE,11,6.850330414700396e-08
biomass,SE,12,6.78445988101284e-08
biomass,SE,13,1.152432363918721e-07
biomass,SE,14,3.2702953003330123e-07
biomass,SI,0,0.662115166050101
biomass,SI,1,3.121478648856222e-07
biomass,SI,2,1.1920831664661172e-07
biomass,SI,3,1.545841991709818e-07
biomass,SI,4,4.1710043345170576e-07
biomass,SI,5,2.591505115840342e-07
biomass,SI,6,1.972957557087418e-07
biomass,SI,7,1.6099412114091932e-07
biomass,SI,8,1.45471648442441e-07
biomass,SI,9,9.502584199864108e-08
biomass,SI,10,1.3594769594951692e-07
biomass,SI,11,8.369232905365531e-08
biomass,SI,12,9.141914057163992e-08
biomass,SI,13,1.4172147388513005e-07
biomass,SI,14,3.2634573584030866e-07
biomass,SK,0,0.9778298766632746
biomass,SK,1,6.203864462724466e-07
biomass,SK,2,5.617171876892187e-08
biomass,SK,3,3.370786101331702e-08
biomass,SK,4,5.065422345363788e-08
biomass,SK,5,3.32712289499166e-07
biomass,SK,6,0.06465903664332637
biomass,SK,7,0.22355070965306803
biomass,SK,8,0.10130798041167671
biomass,SK,9,0.05512650291625852
biomass,SK,10,0.017676634107441826
biomass,SK,11,2.0778133950119362e-07
biomass,SK,12,2.37621612176967e-07
biomass,SK,13,6.238756444151454e-07
biomass,SK,14,1.3636364607341549e-06
biomass,UK,0,2.3821461983216143
biomass,UK,1,2.2421190973083978e-07
biomass,UK,2,4.271554795176862e-07
biomass,UK,3,4.069930918132814e-07
biomass,UK,4,2.342044003652336e-07
biomass,UK,5,1.5550609548668898e-07
biomass,UK,6,1.2653796680394486e-07
biomass,UK,7,1.2620315135294352e-07
biomass,UK,8,1.0662174266510136e-07
biomass,UK,9,1.0178181942203885e-07
biomass,UK,10,1.0734903624447522e-07
biomass,UK,11,9.548586816670572e-08
biomass,UK,12,1.0979560010836405e-07
biomass,UK,13,1.3923750560263924e-07
biomass,UK,14,3.650434060286216e-07
district_heat,AT,0,0.0
district_heat,AT,1,0.0
district_heat,AT,2,0.0
district_heat,AT,3,0.0
district_heat,AT,4,0.0
district_heat,AT,5,0.0
district_heat,AT,6,0.0
district_heat,AT,7,0.0
district_heat,AT,8,0.0
district_heat,AT,9,0.0
district_heat,AT,10,0.0
district_heat,AT,11,0.0
district_heat,AT,12,0.0
district_heat,AT,13,0.0
district_heat,AT,14,0.0
district_heat,BE,0,0.0
district_heat,BE,1,0.0
district_heat,BE,2,0.0
district_heat,BE,3,0.0
district_heat,BE,4,0.0
district_heat,BE,5,0.0
district_heat,BE,6,0.0
district_heat,BE,7,0.0
district_heat,BE,8,0.0
district_heat,BE,9,0.0
district_heat,BE,10,0.0
district_heat,BE,11,0.0
district_heat,BE,12,0.0
district_heat,BE,13,0.0
district_heat,BE,14,0.0
district_heat,BG,0,0.0
district_heat,BG,1,0.0
district_heat,BG,2,0.0
district_heat,BG,3,0.0
district_heat,BG,4,0.0
district_heat,BG,5,0.0
district_heat,BG,6,0.0
district_heat,BG,7,0.0
district_heat,BG,8,0.0
district_heat,BG,9,0.0
district_heat,BG,10,0.0
district_heat,BG,11,0.0
district_heat,BG,12,0.0
district_heat,BG,13,0.0
district_heat,BG,14,0.0
district_heat,CH,0,0.0
district_heat,CH,1,0.0
district_heat,CH,2,0.0
district_heat,CH,3,0.0
district_heat,CH,4,0.0
district_heat,CH,5,0.0
district_heat,CH,6,0.0
district_heat,CH,7,0.0
district_heat,CH,8,0.0
district_heat,CH,9,0.0
district_heat,CH,10,0.0
district_heat,CH,11,0.0
district_heat,CH,12,0.0
district_heat,CH,13,0.0
district_heat,CH,14,0.0
district_heat,CZ,0,0.0
district_heat,CZ,1,0.0
district_heat,CZ,2,0.0
district_heat,CZ,3,0.0
district_heat,CZ,4,0.0
district_heat,CZ,5,0.0
district_heat,CZ,6,0.0
district_heat,CZ,7,0.0
district_heat,CZ,8,0.0
district_heat,CZ,9,0.0
district_heat,CZ,10,0.0
district_heat,CZ,11,0.0
district_heat,CZ,12,0.0
district_heat,CZ,13,0.0
district_heat,CZ,14,0.0
district_heat,DE,0,0.0
district_heat,DE,1,0.0
district_heat,DE,2,0.0
district_heat,DE,3,0.0
district_heat,DE,4,0.0
district_heat,DE,5,0.0
district_heat,DE,6,0.0
district_heat,DE,7,0.0
district_heat,DE,8,0.0
district_heat,DE,9,0.0
district_heat,DE,10,0.0
district_heat,DE,11,0.0
district_heat,DE,12,0.0
district_heat,DE,13,0.0
district_heat,DE,14,0.0
district_heat,DK,0,0.0
district_heat,DK,1,0.0
district_heat,DK,2,0.0
district_heat,DK,3,0.0
district_heat,DK,4,0.0
district_heat,DK,5,0.0
district_heat,DK,6,0.0
district_heat,DK,7,0.0
district_heat,DK,8,0.0
district_heat,DK,9,0.0
district_heat,DK,10,0.0
district_heat,DK,11,0.0
district_heat,DK,12,0.0
district_heat,DK,13,0.0
district_heat,DK,14,0.0
district_heat,EE,0,0.0
district_heat,EE,1,0.0
district_heat,EE,2,0.0
district_heat,EE,3,0.0
district_heat,EE,4,0.0
district_heat,EE,5,0.0
district_heat,EE,6,0.0
district_heat,EE,7,0.0
district_heat,EE,8,0.0
district_heat,EE,9,0.0
district_heat,EE,10,0.0
district_heat,EE,11,0.0
district_heat,EE,12,0.0
district_heat,EE,13,0.0
district_heat,EE,14,0.0
district_heat,EL,0,0.0
district_heat,EL,1,0.0
district_heat,EL,2,0.0
district_heat,EL,3,0.0
district_heat,EL,4,0.0
district_heat,EL,5,0.0
district_heat,EL,6,0.0
district_heat,EL,7,0.0
district_heat,EL,8,0.0
district_heat,EL,9,0.0
district_heat,EL,10,0.0
district_heat,EL,11,0.0
district_heat,EL,12,0.0
district_heat,EL,13,0.0
district_heat,EL,14,0.0
district_heat,ES,0,0.0
district_heat,ES,1,0.0
district_heat,ES,2,0.0
district_heat,ES,3,0.0
district_heat,ES,4,0.0
district_heat,ES,5,0.0
district_heat,ES,6,0.0
district_heat,ES,7,0.0
district_heat,ES,8,0.0
district_heat,ES,9,0.0
district_heat,ES,10,0.0
district_heat,ES,11,0.0
district_heat,ES,12,0.0
district_heat,ES,13,0.0
district_heat,ES,14,0.0
district_heat,FI,0,0.0
district_heat,FI,1,0.0
district_heat,FI,2,0.0
district_heat,FI,3,0.0
district_heat,FI,4,0.0
district_heat,FI,5,0.0
district_heat,FI,6,0.0
district_heat,FI,7,0.0
district_heat,FI,8,0.0
district_heat,FI,9,0.0
district_heat,FI,10,0.0
district_heat,FI,11,0.0
district_heat,FI,12,0.0
district_heat,FI,13,0.0
district_heat,FI,14,0.0
district_heat,FR,0,0.0
district_heat,FR,1,0.0
district_heat,FR,2,0.0
district_heat,FR,3,0.0
district_heat,FR,4,0.0
district_heat,FR,5,0.0
district_heat,FR,6,0.0
district_heat,FR,7,0.0
district_heat,FR,8,0.0
district_heat,FR,9,0.0
district_heat,FR,10,0.0
district_heat,FR,11,0.0
district_heat,FR,12,0.0
district_heat,FR,13,0.0
district_heat,FR,14,0.0
district_heat,HR,0,0.0
district_heat,HR,1,0.0
district_heat,HR,2,0.0
district_heat,HR,3,0.0
district_heat,HR,4,0.0
district_heat,HR,5,0.0
district_heat,HR,6,0.0
district_heat,HR,7,0.0
district_heat,HR,8,0.0
district_heat,HR,9,0.0
district_heat,HR,10,0.0
district_heat,HR,11,0.0
district_heat,HR,12,0.0
district_heat,HR,13,0.0
district_heat,HR,14,0.0
district_heat,HU,0,0.0
district_heat,HU,1,0.0
district_heat,HU,2,0.0
district_heat,HU,3,0.0
district_heat,HU,4,0.0
district_heat,HU,5,0.0
district_heat,HU,6,0.0
district_heat,HU,7,0.0
district_heat,HU,8,0.0
district_heat,HU,9,0.0
district_heat,HU,10,0.0
district_heat,HU,11,0.0
district_heat,HU,12,0.0
district_heat,HU,13,0.0
district_heat,HU,14,0.0
district_heat,IE,0,0.0
district_heat,IE,1,0.0
district_heat,IE,2,0.0
district_heat,IE,3,0.0
district_heat,IE,4,0.0
district_heat,IE,5,0.0
district_heat,IE,6,0.0
district_heat,IE,7,0.0
district_heat,IE,8,0.0
district_heat,IE,9,0.0
district_heat,IE,10,0.0
district_heat,IE,11,0.0
district_heat,IE,12,0.0
district_heat,IE,13,0.0
district_heat,IE,14,0.0
district_heat,IT,0,0.0
district_heat,IT,1,0.0
district_heat,IT,2,0.0
district_heat,IT,3,0.0
district_heat,IT,4,0.0
district_heat,IT,5,0.0
district_heat,IT,6,0.0
district_heat,IT,7,0.0
district_heat,IT,8,0.0
district_heat,IT,9,0.0
district_heat,IT,10,0.0
district_heat,IT,11,0.0
district_heat,IT,12,0.0
district_heat,IT,13,0.0
district_heat,IT,14,0.0
district_heat,LT,0,0.0
district_heat,LT,1,0.0
district_heat,LT,2,0.0
district_heat,LT,3,0.0
district_heat,LT,4,0.0
district_heat,LT,5,0.0
district_heat,LT,6,0.0
district_heat,LT,7,0.0
district_heat,LT,8,0.0
district_heat,LT,9,0.0
district_heat,LT,10,0.0
district_heat,LT,11,0.0
district_heat,LT,12,0.0
district_heat,LT,13,0.0
district_heat,LT,14,0.0
district_heat,LU,0,0.0
district_heat,LU,1,0.0
district_heat,LU,2,0.0
district_heat,LU,3,0.0
district_heat,LU,4,0.0
district_heat,LU,5,0.0
district_heat,LU,6,0.0
district_heat,LU,7,0.0
