technology,capacity_type,location,year,none
industrial_gas_consumer,power,CH,5,1.3559107052257735
industrial_gas_consumer,power,CH,6,1.3559107052257735
industrial_gas_consumer,power,CH,7,1.3559107052257735
industrial_gas_consumer,power,CH,8,1.3559107052257735
industrial_gas_consumer,power,CH,9,1.3559107052257735
industrial_gas_consumer,power,CH,10,1.3559107052257735
industrial_gas_consumer,power,CH,11,1.3559107052257735
industrial_gas_consumer,power,CH,12,1.3559107052257735
industrial_gas_consumer,power,CH,13,1.3559107052257735
industrial_gas_consumer,power,CH,14,1.3559107052257735
industrial_gas_consumer,power,CZ,0,3.2803191780821925
industrial_gas_consumer,power,CZ,1,3.2803191780821925
industrial_gas_consumer,power,CZ,2,3.2803191780821925
industrial_gas_consumer,power,CZ,3,3.2803191780821925
industrial_gas_consumer,power,CZ,4,3.2803191780821925
industrial_gas_consumer,power,CZ,5,3.2803191780821925
industrial_gas_consumer,power,CZ,6,3.2803191780821925
industrial_gas_consumer,power,CZ,7,3.2803191780821925
industrial_gas_consumer,power,CZ,8,3.2803191780821925
industrial_gas_consumer,power,CZ,9,3.2803191780821925
industrial_gas_consumer,power,CZ,10,3.2803191780821925
industrial_gas_consumer,power,CZ,11,3.2803191780821925
industrial_gas_consumer,power,CZ,12,3.2803191780821925
industrial_gas_consumer,power,CZ,13,3.2803191780821925
industrial_gas_consumer,power,CZ,14,3.2803191780821925
industrial_gas_consumer,power,DE,0,30.09573162100457
industrial_gas_consumer,power,DE,1,30.09573162100457
industrial_gas_consumer,power,DE,2,30.09573162100457
industrial_gas_consumer,power,DE,3,30.09573162100457
industrial_gas_consumer,power,DE,4,30.09573162100457
industrial_gas_consumer,power,DE,5,30.09573162100457
industrial_gas_consumer,power,DE,6,30.09573162100457
industrial_gas_consumer,power,DE,7,30.09573162100457
industrial_gas_consumer,power,DE,8,30.09573162100457
industrial_gas_consumer,power,DE,9,30.09573162100457
industrial_gas_consumer,power,DE,10,30.09573162100457
industrial_gas_consumer,power,DE,11,30.09573162100457
industrial_gas_consumer,power,DE,12,30.09573162100457
industrial_gas_consumer,power,DE,13,30.09573162100457
industrial_gas_consumer,power,DE,14,30.09573162100457
industrial_gas_consumer,power,DK,0,1.7594220319634708
industrial_gas_consumer,power,DK,1,1.7594220319634708
industrial_gas_consumer,power,DK,2,1.7594220319634708
industrial_gas_consumer,power,DK,3,1.7594220319634708
industrial_gas_consumer,power,DK,4,1.7594220319634708
industrial_gas_consumer,power,DK,5,1.7594220319634708
industrial_gas_consumer,power,DK,6,1.7594220319634708
industrial_gas_consumer,power,DK,7,1.7594220319634708
industrial_gas_consumer,power,DK,8,1.7594220319634708
industrial_gas_consumer,power,DK,9,1.7594220319634708
industrial_gas_consumer,power,DK,10,1.7594220319634708
industrial_gas_consumer,power,DK,11,1.7594220319634708
industrial_gas_consumer,power,DK,12,1.7594220319634708
industrial_gas_consumer,power,DK,13,1.7594220319634708
industrial_gas_consumer,power,DK,14,1.7594220319634708
industrial_gas_consumer,power,EE,0,0.3952910958904109
industrial_gas_consumer,power,EE,1,0.3952910958904109
industrial_gas_consumer,power,EE,2,0.3952910958904109
industrial_gas_consumer,power,EE,3,0.3952910958904109
industrial_gas_consumer,power,EE,4,0.3952910958904109
industrial_gas_consumer,power,EE,5,0.3952910958904109
industrial_gas_consumer,power,EE,6,0.3952910958904109
industrial_gas_consumer,power,EE,7,0.3952910958904109
industrial_gas_consumer,power,EE,8,0.3952910958904109
industrial_gas_consumer,power,EE,9,0.3952910958904109
industrial_gas_consumer,power,EE,10,0.3952910958904109
industrial_gas_consumer,power,EE,11,0.3952910958904109
industrial_gas_consumer,power,EE,12,0.3952910958904109
industrial_gas_consumer,power,EE,13,0.3952910958904109
industrial_gas_consumer,power,EE,14,0.3952910958904109
industrial_gas_consumer,power,EL,0,1.4939581050228314
industrial_gas_consumer,power,EL,1,1.4939581050228314
industrial_gas_consumer,power,EL,2,1.4939581050228314
industrial_gas_consumer,power,EL,3,1.4939581050228314
industrial_gas_consumer,power,EL,4,1.4939581050228314
industrial_gas_consumer,power,EL,5,1.4939581050228314
industrial_gas_consumer,power,EL,6,1.4939581050228314
industrial_gas_consumer,power,EL,7,1.4939581050228314
industrial_gas_consumer,power,EL,8,1.4939581050228314
industrial_gas_consumer,power,EL,9,1.4939581050228314
industrial_gas_consumer,power,EL,10,1.4939581050228314
industrial_gas_consumer,power,EL,11,1.4939581050228314
industrial_gas_consumer,power,EL,12,1.4939581050228314
industrial_gas_consumer,power,EL,13,1.4939581050228314
industrial_gas_consumer,power,EL,14,1.4939581050228314
industrial_gas_consumer,power,ES,0,14.114923059360734
industrial_gas_consumer,power,ES,1,14.114923059360734
industrial_gas_consumer,power,ES,2,14.114923059360734
industrial_gas_consumer,power,ES,3,14.114923059360734
industrial_gas_consumer,power,ES,4,14.114923059360734
industrial_gas_consumer,power,ES,5,14.114923059360734
industrial_gas_consumer,power,ES,6,14.114923059360734
industrial_gas_consumer,power,ES,7,14.114923059360734
industrial_gas_consumer,power,ES,8,14.114923059360734
industrial_gas_consumer,power,ES,9,14.114923059360734
industrial_gas_consumer,power,ES,10,14.114923059360734
industrial_gas_consumer,power,ES,11,14.114923059360734
industrial_gas_consumer,power,ES,12,14.114923059360734
industrial_gas_consumer,power,ES,13,14.114923059360734
industrial_gas_consumer,power,ES,14,14.114923059360734
industrial_gas_consumer,power,FI,0,1.4095890410958904
industrial_gas_consumer,power,FI,1,1.4095890410958904
industrial_gas_consumer,power,FI,2,1.4095890410958904
industrial_gas_consumer,power,FI,3,1.4095890410958904
industrial_gas_consumer,power,FI,4,1.4095890410958904
industrial_gas_consumer,power,FI,5,1.4095890410958904
industrial_gas_consumer,power,FI,6,1.4095890410958904
industrial_gas_consumer,power,FI,7,1.4095890410958904
industrial_gas_consumer,power,FI,8,1.4095890410958904
industrial_gas_consumer,power,FI,9,1.4095890410958904
industrial_gas_consumer,power,FI,10,1.4095890410958904
industrial_gas_consumer,power,FI,11,1.4095890410958904
industrial_gas_consumer,power,FI,12,1.4095890410958904
industrial_gas_consumer,power,FI,13,1.4095890410958904
industrial_gas_consumer,power,FI,14,1.4095890410958904
industrial_gas_consumer,power,FR,0,18.170109246575343
industrial_gas_consumer,power,FR,1,18.170109246575343
industrial_gas_consumer,power,FR,2,18.170109246575343
industrial_gas_consumer,power,FR,3,18.170109246575343
industrial_gas_consumer,power,FR,4,18.170109246575343
industrial_gas_consumer,power,FR,5,18.170109246575343
industrial_gas_consumer,power,FR,6,18.170109246575343
industrial_gas_consumer,power,FR,7,18.170109246575343
industrial_gas_consumer,power,FR,8,18.170109246575343
industrial_gas_consumer,power,FR,9,18.170109246575343
industrial_gas_consumer,power,FR,10,18.170109246575343
industrial_gas_consumer,power,FR,11,18.170109246575343
industrial_gas_consumer,power,FR,12,18.170109246575343
industrial_gas_consumer,power,FR,13,18.170109246575343
industrial_gas_consumer,power,FR,14,18.170109246575343
industrial_gas_consumer,power,HR,0,1.3935046803652966
industrial_gas_consumer,power,HR,1,1.3935046803652966
industrial_gas_consumer,power,HR,2,1.3935046803652966
industrial_gas_consumer,power,HR,3,1.3935046803652966
industrial_gas_consumer,power,HR,4,1.3935046803652966
industrial_gas_consumer,power,HR,5,1.3935046803652966
industrial_gas_consumer,power,HR,6,1.3935046803652966
industrial_gas_consumer,power,HR,7,1.3935046803652966
industrial_gas_consumer,power,HR,8,1.3935046803652966
industrial_gas_consumer,power,HR,9,1.3935046803652966
industrial_gas_consumer,power,HR,10,1.3935046803652966
industrial_gas_consumer,power,HR,11,1.3935046803652966
industrial_gas_consumer,power,HR,12,1.3935046803652966
industrial_gas_consumer,power,HR,13,1.3935046803652966
industrial_gas_consumer,power,HR,14,1.3935046803652966
industrial_gas_consumer,power,HU,0,2.4890696347031964
industrial_gas_consumer,power,HU,1,2.4890696347031964
industrial_gas_consumer,power,HU,2,2.4890696347031964
industrial_gas_consumer,power,HU,3,2.4890696347031964
industrial_gas_consumer,power,HU,4,2.4890696347031964
industrial_gas_consumer,power,HU,5,2.4890696347031964
industrial_gas_consumer,power,HU,6,2.4890696347031964
industrial_gas_consumer,power,HU,7,2.4890696347031964
industrial_gas_consumer,power,HU,8,2.4890696347031964
industrial_gas_consumer,power,HU,9,2.4890696347031964
industrial_gas_consumer,power,HU,10,2.4890696347031964
industrial_gas_consumer,power,HU,11,2.4890696347031964
industrial_gas_consumer,power,HU,12,2.4890696347031964
industrial_gas_consumer,power,HU,13,2.4890696347031964
industrial_gas_consumer,power,HU,14,2.4890696347031964
industrial_gas_consumer,power,IE,0,0.7412793378995429
industrial_gas_consumer,power,IE,1,0.7412793378995429
industrial_gas_consumer,power,IE,2,0.7412793378995429
industrial_gas_consumer,power,IE,3,0.7412793378995429
industrial_gas_consumer,power,IE,4,0.7412793378995429
industrial_gas_consumer,power,IE,5,0.7412793378995429
industrial_gas_consumer,power,IE,6,0.7412793378995429
industrial_gas_consumer,power,IE,7,0.7412793378995429
industrial_gas_consumer,power,IE,8,0.7412793378995429
industrial_gas_consumer,power,IE,9,0.7412793378995429
industrial_gas_consumer,power,IE,10,0.7412793378995429
industrial_gas_consumer,power,IE,11,0.7412793378995429
industrial_gas_consumer,power,IE,12,0.7412793378995429
industrial_gas_consumer,power,IE,13,0.7412793378995429
industrial_gas_consumer,power,IE,14,0.7412793378995429
industrial_gas_consumer,power,IT,0,15.83638698630137
industrial_gas_consumer,power,IT,1,15.83638698630137
industrial_gas_consumer,power,IT,2,15.83638698630137
industrial_gas_consumer,power,IT,3,15.83638698630137
industrial_gas_consumer,power,IT,4,15.83638698630137
industrial_gas_consumer,power,IT,5,15.83638698630137
industrial_gas_consumer,power,IT,6,15.83638698630137
industrial_gas_consumer,power,IT,7,15.83638698630137
industrial_gas_consumer,power,IT,8,15.83638698630137
industrial_gas_consumer,power,IT,9,15.83638698630137
industrial_gas_consumer,power,IT,10,15.83638698630137
industrial_gas_consumer,power,IT,11,15.83638698630137
industrial_gas_consumer,power,IT,12,15.83638698630137
industrial_gas_consumer,power,IT,13,15.83638698630137
industrial_gas_consumer,power,IT,14,15.83638698630137
industrial_gas_consumer,power,LT,0,2.2218892694063928
industrial_gas_consumer,power,LT,1,2.2218892694063928
industrial_gas_consumer,power,LT,2,2.2218892694063928
industrial_gas_consumer,power,LT,3,2.2218892694063928
industrial_gas_consumer,power,LT,4,2.2218892694063928
industrial_gas_consumer,power,LT,5,2.2218892694063928
industrial_gas_consumer,power,LT,6,2.2218892694063928
industrial_gas_consumer,power,LT,7,2.2218892694063928
industrial_gas_consumer,power,LT,8,2.2218892694063928
industrial_gas_consumer,power,LT,9,2.2218892694063928
industrial_gas_consumer,power,LT,10,2.2218892694063928
industrial_gas_consumer,power,LT,11,2.2218892694063928
industrial_gas_consumer,power,LT,12,2.2218892694063928
industrial_gas_consumer,power,LT,13,2.2218892694063928
industrial_gas_consumer,power,LT,14,2.2218892694063928
industrial_gas_consumer,power,LU,0,0.3215455479452054
industrial_gas_consumer,power,LU,1,0.3215455479452054
industrial_gas_consumer,power,LU,2,0.3215455479452054
industrial_gas_consumer,power,LU,3,0.3215455479452054
industrial_gas_consumer,power,LU,4,0.3215455479452054
industrial_gas_consumer,power,LU,5,0.3215455479452054
industrial_gas_consumer,power,LU,6,0.3215455479452054
industrial_gas_consumer,power,LU,7,0.3215455479452054
industrial_gas_consumer,power,LU,8,0.3215455479452054
industrial_gas_consumer,power,LU,9,0.3215455479452054
industrial_gas_consumer,power,LU,10,0.3215455479452054
industrial_gas_consumer,power,LU,11,0.3215455479452054
industrial_gas_consumer,power,LU,12,0.3215455479452054
industrial_gas_consumer,power,LU,13,0.3215455479452054
industrial_gas_consumer,power,LU,14,0.3215455479452054
industrial_gas_consumer,power,LV,0,0.6139840182648402
industrial_gas_consumer,power,LV,1,0.6139840182648402
industrial_gas_consumer,power,LV,2,0.6139840182648402
industrial_gas_consumer,power,LV,3,0.6139840182648402
industrial_gas_consumer,power,LV,4,0.6139840182648402
industrial_gas_consumer,power,LV,5,0.6139840182648402
industrial_gas_consumer,power,LV,6,0.6139840182648402
industrial_gas_consumer,power,LV,7,0.6139840182648402
industrial_gas_consumer,power,LV,8,0.6139840182648402
industrial_gas_consumer,power,LV,9,0.6139840182648402
industrial_gas_consumer,power,LV,10,0.6139840182648402
industrial_gas_consumer,power,LV,11,0.6139840182648402
industrial_gas_consumer,power,LV,12,0.6139840182648402
industrial_gas_consumer,power,LV,13,0.6139840182648402
industrial_gas_consumer,power,LV,14,0.6139840182648402
industrial_gas_consumer,power,NL,0,14.46236621004566
industrial_gas_consumer,power,NL,1,14.46236621004566
industrial_gas_consumer,power,NL,2,14.46236621004566
industrial_gas_consumer,power,NL,3,14.46236621004566
industrial_gas_consumer,power,NL,4,14.46236621004566
industrial_gas_consumer,power,NL,5,14.46236621004566
industrial_gas_consumer,power,NL,6,14.46236621004566
industrial_gas_consumer,power,NL,7,14.46236621004566
industrial_gas_consumer,power,NL,8,14.46236621004566
industrial_gas_consumer,power,NL,9,14.46236621004566
industrial_gas_consumer,power,NL,10,14.46236621004566
industrial_gas_consumer,power,NL,11,14.46236621004566
industrial_gas_consumer,power,NL,12,14.46236621004566
industrial_gas_consumer,power,NL,13,14.46236621004566
industrial_gas_consumer,power,NL,14,14.46236621004566
industrial_gas_consumer,power,NO,0,7.488128424657535
industrial_gas_consumer,power,NO,1,7.488128424657535
industrial_gas_consumer,power,NO,2,7.488128424657535
industrial_gas_consumer,power,NO,3,7.488128424657535
industrial_gas_consumer,power,NO,4,7.488128424657535
industrial_gas_consumer,power,NO,5,7.488128424657535
industrial_gas_consumer,power,NO,6,7.488128424657535
industrial_gas_consumer,power,NO,7,7.488128424657535
industrial_gas_consumer,power,NO,8,7.488128424657535
industrial_gas_consumer,power,NO,9,7.488128424657535
industrial_gas_consumer,power,NO,10,7.488128424657535
industrial_gas_consumer,power,NO,11,7.488128424657535
industrial_gas_consumer,power,NO,12,7.488128424657535
industrial_gas_consumer,power,NO,13,7.488128424657535
industrial_gas_consumer,power,NO,14,7.488128424657535
industrial_gas_consumer,power,PL,0,11.246768378995435
industrial_gas_consumer,power,PL,1,11.246768378995435
industrial_gas_consumer,power,PL,2,11.246768378995435
industrial_gas_consumer,power,PL,3,11.246768378995435
industrial_gas_consumer,power,PL,4,11.246768378995435
industrial_gas_consumer,power,PL,5,11.246768378995435
industrial_gas_consumer,power,PL,6,11.246768378995435
industrial_gas_consumer,power,PL,7,11.246768378995435
industrial_gas_consumer,power,PL,8,11.246768378995435
industrial_gas_consumer,power,PL,9,11.246768378995435
industrial_gas_consumer,power,PL,10,11.246768378995435
industrial_gas_consumer,power,PL,11,11.246768378995435
industrial_gas_consumer,power,PL,12,11.246768378995435
industrial_gas_consumer,power,PL,13,11.246768378995435
industrial_gas_consumer,power,PL,14,11.246768378995435
industrial_gas_consumer,power,PT,0,2.003818721461188
industrial_gas_consumer,power,PT,1,2.003818721461188
industrial_gas_consumer,power,PT,2,2.003818721461188
industrial_gas_consumer,power,PT,3,2.003818721461188
industrial_gas_consumer,power,PT,4,2.003818721461188
industrial_gas_consumer,power,PT,5,2.003818721461188
industrial_gas_consumer,power,PT,6,2.003818721461188
industrial_gas_consumer,power,PT,7,2.003818721461188
industrial_gas_consumer,power,PT,8,2.003818721461188
industrial_gas_consumer,power,PT,9,2.003818721461188
industrial_gas_consumer,power,PT,10,2.003818721461188
industrial_gas_consumer,power,PT,11,2.003818721461188
industrial_gas_consumer,power,PT,12,2.003818721461188
industrial_gas_consumer,power,PT,13,2.003818721461188
industrial_gas_consumer,power,PT,14,2.003818721461188
industrial_gas_consumer,power,RO,0,15.322501940639269
industrial_gas_consumer,power,RO,1,15.322501940639269
industrial_gas_consumer,power,RO,2,15.322501940639269
industrial_gas_consumer,power,RO,3,15.322501940639269
industrial_gas_consumer,power,RO,4,15.322501940639269
industrial_gas_consumer,power,RO,5,15.322501940639269
industrial_gas_consumer,power,RO,6,15.322501940639269
industrial_gas_consumer,power,RO,7,15.322501940639269
industrial_gas_consumer,power,RO,8,15.322501940639269
industrial_gas_consumer,power,RO,9,15.322501940639269
industrial_gas_consumer,power,RO,10,15.322501940639269
industrial_gas_consumer,power,RO,11,15.322501940639269
industrial_gas_consumer,power,RO,12,15.322501940639269
industrial_gas_consumer,power,RO,13,15.322501940639269
industrial_gas_consumer,power,RO,14,15.322501940639269
industrial_gas_consumer,power,SE,0,0.6997431506849315
industrial_gas_consumer,power,SE,1,0.6997431506849315
industrial_gas_consumer,power,SE,2,0.6997431506849315
industrial_gas_consumer,power,SE,3,0.6997431506849315
industrial_gas_consumer,power,SE,4,0.6997431506849315
industrial_gas_consumer,power,SE,5,0.6997431506849315
industrial_gas_consumer,power,SE,6,0.6997431506849315
industrial_gas_consumer,power,SE,7,0.6997431506849315
industrial_gas_consumer,power,SE,8,0.6997431506849315
industrial_gas_consumer,power,SE,9,0.6997431506849315
industrial_gas_consumer,power,SE,10,0.6997431506849315
industrial_gas_consumer,power,SE,11,0.6997431506849315
industrial_gas_consumer,power,SE,12,0.6997431506849315
industrial_gas_consumer,power,SE,13,0.6997431506849315
industrial_gas_consumer,power,SE,14,0.6997431506849315
industrial_gas_consumer,power,SI,0,0.6908567351598173
industrial_gas_consumer,power,SI,1,0.6908567351598173
industrial_gas_consumer,power,SI,2,0.6908567351598173
industrial_gas_consumer,power,SI,3,0.6908567351598173
industrial_gas_consumer,power,SI,4,0.6908567351598173
industrial_gas_consumer,power,SI,5,0.6908567351598173
industrial_gas_consumer,power,SI,6,0.6908567351598173
industrial_gas_consumer,power,SI,7,0.6908567351598173
industrial_gas_consumer,power,SI,8,0.6908567351598173
industrial_gas_consumer,power,SI,9,0.6908567351598173
industrial_gas_consumer,power,SI,10,0.6908567351598173
industrial_gas_consumer,power,SI,11,0.6908567351598173
industrial_gas_consumer,power,SI,12,0.6908567351598173
industrial_gas_consumer,power,SI,13,0.6908567351598173
industrial_gas_consumer,power,SI,14,0.6908567351598173
industrial_gas_consumer,power,SK,0,2.082420091324201
industrial_gas_consumer,power,SK,1,2.082420091324201
industrial_gas_consumer,power,SK,2,2.082420091324201
industrial_gas_consumer,power,SK,3,2.082420091324201
industrial_gas_consumer,power,SK,4,2.082420091324201
industrial_gas_consumer,power,SK,5,2.082420091324201
industrial_gas_consumer,power,SK,6,2.082420091324201
industrial_gas_consumer,power,SK,7,2.082420091324201
industrial_gas_consumer,power,SK,8,2.082420091324201
industrial_gas_consumer,power,SK,9,2.082420091324201
industrial_gas_consumer,power,SK,10,2.082420091324201
industrial_gas_consumer,power,SK,11,2.082420091324201
industrial_gas_consumer,power,SK,12,2.082420091324201
industrial_gas_consumer,power,SK,13,2.082420091324201
industrial_gas_consumer,power,SK,14,2.082420091324201
industrial_gas_consumer,power,UK,0,24.92462899543379
industrial_gas_consumer,power,UK,1,24.92462899543379
industrial_gas_consumer,power,UK,2,24.92462899543379
industrial_gas_consumer,power,UK,3,24.92462899543379
industrial_gas_consumer,power,UK,4,24.92462899543379
industrial_gas_consumer,power,UK,5,24.92462899543379
industrial_gas_consumer,power,UK,6,24.92462899543379
industrial_gas_consumer,power,UK,7,24.92462899543379
industrial_gas_consumer,power,UK,8,24.92462899543379
industrial_gas_consumer,power,UK,9,24.92462899543379
industrial_gas_consumer,power,UK,10,24.92462899543379
industrial_gas_consumer,power,UK,11,24.92462899543379
industrial_gas_consumer,power,UK,12,24.92462899543379
industrial_gas_consumer,power,UK,13,24.92462899543379
industrial_gas_consumer,power,UK,14,24.92462899543379
lignite_coal_plant,power,AT,0,1.990121137170308e-08
lignite_coal_plant,power,AT,1,2.3750268147455046e-08
lignite_coal_plant,power,AT,2,2.679788368542006e-08
lignite_coal_plant,power,AT,3,2.9666008757218555e-08
lignite_coal_plant,power,AT,4,3.267066813279807e-08
lignite_coal_plant,power,AT,5,3.58906367464588e-08
lignite_coal_plant,power,AT,6,3.934715460043859e-08
lignite_coal_plant,power,AT,7,4.27317928834161e-08
lignite_coal_plant,power,AT,8,4.6779740446119147e-08
lignite_coal_plant,power,AT,9,5.192911555587742e-08
lignite_coal_plant,power,AT,10,5.882452146066629e-08
lignite_coal_plant,power,AT,11,6.892467225799584e-08
lignite_coal_plant,power,AT,12,8.299754313992854e-08
lignite_coal_plant,power,AT,13,1.0255409432986723e-07
lignite_coal_plant,power,AT,14,1.69979058939167e-07
lignite_coal_plant,power,BE,0,6.747017348566991e-08
lignite_coal_plant,power,BE,1,7.28952010863712e-08
lignite_coal_plant,power,BE,2,7.774492265025579e-08
lignite_coal_plant,power,BE,3,8.323971681461204e-08
lignite_coal_plant,power,BE,4,9.129041412810423e-08
lignite_coal_plant,power,BE,5,9.420315973739281e-08
lignite_coal_plant,power,BE,6,9.715911622218459e-08
lignite_coal_plant,power,BE,7,9.98964292988993e-08
lignite_coal_plant,power,BE,8,1.0311754738601465e-07
lignite_coal_plant,power,BE,9,1.0727994510360514e-07
lignite_coal_plant,power,BE,10,1.1294723508934709e-07
lignite_coal_plant,power,BE,11,1.213469495838286e-07
lignite_coal_plant,power,BE,12,1.3368210243717956e-07
lignite_coal_plant,power,BE,13,1.5134312449841426e-07
lignite_coal_plant,power,BE,14,2.134022839731473e-07
lignite_coal_plant,power,BG,0,1.499100018977165
lignite_coal_plant,power,BG,1,0.6365000244287521
lignite_coal_plant,power,BG,2,0.6365000293939643
lignite_coal_plant,power,BG,3,0.6365000362520455
lignite_coal_plant,power,BG,4,0.6365000399534604
lignite_coal_plant,power,BG,5,0.6365000428476442
lignite_coal_plant,power,BG,6,0.6365000456940876
lignite_coal_plant,power,BG,7,0.6365000480037267
lignite_coal_plant,power,BG,8,0.63650005052615
lignite_coal_plant,power,BG,9,0.6365000537203542
lignite_coal_plant,power,BG,10,0.636500057920252
lignite_coal_plant,power,BG,11,0.6365000637723479
lignite_coal_plant,power,BG,12,0.6365000727889625
lignite_coal_plant,power,BG,13,0.6365000871690376
lignite_coal_plant,power,BG,14,0.6365001341601311
lignite_coal_plant,power,CH,0,2.0165572776160982e-08
lignite_coal_plant,power,CH,1,2.3908595686875596e-08
lignite_coal_plant,power,CH,2,2.692668061636113e-08
lignite_coal_plant,power,CH,3,2.981163508022857e-08
lignite_coal_plant,power,CH,4,3.287251065746494e-08
lignite_coal_plant,power,CH,5,3.6202215548055405e-08
lignite_coal_plant,power,CH,6,3.9842483108545895e-08
lignite_coal_plant,power,CH,7,4.33604096343555e-08
lignite_coal_plant,power,CH,8,4.757626018635904e-08
lignite_coal_plant,power,CH,9,5.287396687346681e-08
lignite_coal_plant,power,CH,10,5.996613410316719e-08
lignite_coal_plant,power,CH,11,7.051571325122788e-08
lignite_coal_plant,power,CH,12,8.50408303044688e-08
lignite_coal_plant,power,CH,13,1.0451896485534975e-07
lignite_coal_plant,power,CH,14,1.7167497142461752e-07
lignite_coal_plant,power,CZ,0,0.47660000252714996
lignite_coal_plant,power,CZ,1,0.47660000414605536
lignite_coal_plant,power,CZ,2,0.4766000057412959
lignite_coal_plant,power,CZ,3,0.34645000743342114
lignite_coal_plant,power,CZ,4,0.20745000934954116
lignite_coal_plant,power,CZ,5,0.20745001153633483
lignite_coal_plant,power,CZ,6,0.16365001405557922
lignite_coal_plant,power,CZ,7,0.16365001678492203
lignite_coal_plant,power,CZ,8,0.16365002042778046
lignite_coal_plant,power,CZ,9,0.14425002563991465
lignite_coal_plant,power,CZ,10,3.413304438576684e-08
lignite_coal_plant,power,CZ,11,4.524886907137371e-08
lignite_coal_plant,power,CZ,12,5.959312755730866e-08
lignite_coal_plant,power,CZ,13,8.067072168388003e-08
lignite_coal_plant,power,CZ,14,1.5174462768387885e-07
lignite_coal_plant,power,DE,0,10.917850001246467
lignite_coal_plant,power,DE,1,8.29785000230646
lignite_coal_plant,power,DE,2,5.227850003362297
lignite_coal_plant,power,DE,3,5.218550004494868
lignite_coal_plant,power,DE,4,4.833800005749791
lignite_coal_plant,power,DE,5,4.66680000717176
lignite_coal_plant,power,DE,6,4.633300008820627
lignite_coal_plant,power,DE,7,4.633300010807886
lignite_coal_plant,power,DE,8,4.566400013246975
lignite_coal_plant,power,DE,9,4.556400016314515
lignite_coal_plant,power,DE,10,1.9824000203085224
lignite_coal_plant,power,DE,11,0.04240002580343382
lignite_coal_plant,power,DE,12,0.0424000339362057
lignite_coal_plant,power,DE,13,0.04240004826704271
lignite_coal_plant,power,DE,14,0.001700095255605246
lignite_coal_plant,power,DK,0,6.309646870982133e-09
lignite_coal_plant,power,DK,1,9.522845550919095e-09
lignite_coal_plant,power,DK,2,1.2204411434863661e-08
lignite_coal_plant,power,DK,3,1.4738419946271933e-08
lignite_coal_plant,power,DK,4,1.7198428270328726e-08
lignite_coal_plant,power,DK,5,1.9857330120618573e-08
lignite_coal_plant,power,DK,6,2.2806188713886845e-08
lignite_coal_plant,power,DK,7,2.6182837044485576e-08
lignite_coal_plant,power,DK,8,3.019814306409992e-08
lignite_coal_plant,power,DK,9,3.510538006440862e-08
lignite_coal_plant,power,DK,10,4.130963887278202e-08
lignite_coal_plant,power,DK,11,4.957912200004479e-08
lignite_coal_plant,power,DK,12,6.147723192675865e-08
lignite_coal_plant,power,DK,13,8.187241834233378e-08
lignite_coal_plant,power,DK,14,1.5146721445595643e-07
lignite_coal_plant,power,EE,0,6.231996469239639e-09
lignite_coal_plant,power,EE,1,9.398488908729189e-09
lignite_coal_plant,power,EE,2,1.2104870686163202e-08
lignite_coal_plant,power,EE,3,1.4613532935614252e-08
lignite_coal_plant,power,EE,4,1.7073265661720368e-08
lignite_coal_plant,power,EE,5,1.9733006670284604e-08
lignite_coal_plant,power,EE,6,2.268358685167643e-08
lignite_coal_plant,power,EE,7,2.6064518723258015e-08
lignite_coal_plant,power,EE,8,3.008373923665463e-08
lignite_coal_plant,power,EE,9,3.4992736815487657e-08
lignite_coal_plant,power,EE,10,4.1195433087173946e-08
lignite_coal_plant,power,EE,11,4.945707014736719e-08
lignite_coal_plant,power,EE,12,6.135968783470353e-08
lignite_coal_plant,power,EE,13,8.175825571494513e-08
lignite_coal_plant,power,EE,14,1.5137239298256545e-07
lignite_coal_plant,power,EL,0,2.0225000007154095
lignite_coal_plant,power,EL,1,2.0225000015155716
lignite_coal_plant,power,EL,2,2.022500002429649
lignite_coal_plant,power,EL,3,2.0225000034809617
lignite_coal_plant,power,EL,4,0.4275000046980527
lignite_coal_plant,power,EL,5,0.42750000613952804
lignite_coal_plant,power,EL,6,0.4275000078673353
lignite_coal_plant,power,EL,7,0.4275000099720804
lignite_coal_plant,power,EL,8,0.42750001259093945
lignite_coal_plant,power,EL,9,0.4275000159432172
lignite_coal_plant,power,EL,10,0.42750002042105284
lignite_coal_plant,power,EL,11,0.4275000268227511
lignite_coal_plant,power,EL,12,0.42750003719398677
lignite_coal_plant,power,EL,13,6.036276788953123e-08
lignite_coal_plant,power,EL,14,1.3495362036695905e-07
lignite_coal_plant,power,ES,0,0.06500009608752431
lignite_coal_plant,power,ES,1,0.06500009858699879
lignite_coal_plant,power,ES,2,0.06500010096122162
lignite_coal_plant,power,ES,3,0.06500010317439346
lignite_coal_plant,power,ES,4,0.0650001052150619
lignite_coal_plant,power,ES,5,0.06500010724579634
lignite_coal_plant,power,ES,6,0.06500010930917494
lignite_coal_plant,power,ES,7,1.1161935342166741e-07
lignite_coal_plant,power,ES,8,1.1446956098870515e-07
lignite_coal_plant,power,ES,9,1.1807603532442724e-07
lignite_coal_plant,power,ES,10,1.2279992995688245e-07
lignite_coal_plant,power,ES,11,1.2932055617748686e-07
lignite_coal_plant,power,ES,12,1.3910061234175298e-07
lignite_coal_plant,power,ES,13,1.5659673363325667e-07
lignite_coal_plant,power,ES,14,2.1781542100269572e-07
