technology,capacity_type,location,year,none,Capacity in kW
biomass_boiler,power,FR,13,1.29E-07,0.13
biomass_boiler,power,FR,14,2.07E-07,0.21
biomass_boiler,power,HR,0,3.165105057,3165105.06
biomass_boiler,power,HR,1,2.905301255,2905301.26
biomass_boiler,power,HR,2,2.641824251,2641824.25
biomass_boiler,power,HR,3,2.377550141,2377550.14
biomass_boiler,power,HR,4,0.656933467,656933.47
biomass_boiler,power,HR,5,0.333952271,333952.27
biomass_boiler,power,HR,6,0.157778335,157778.34
biomass_boiler,power,HR,7,0.092590314,92590.31
biomass_boiler,power,HR,8,0.092590319,92590.32
biomass_boiler,power,HR,9,2.73E-08,0.03
biomass_boiler,power,HR,10,3.50E-08,0.04
biomass_boiler,power,HR,11,4.35E-08,0.04
biomass_boiler,power,HR,12,5.53E-08,0.06
biomass_boiler,power,HR,13,7.48E-08,0.07
biomass_boiler,power,HR,14,1.41E-07,0.14
biomass_boiler,power,HU,0,4.300547305,4300547.31
biomass_boiler,power,HU,1,4.300547306,4300547.31
biomass_boiler,power,HU,2,3.608741174,3608741.17
biomass_boiler,power,HU,3,2.334826092,2334826.09
biomass_boiler,power,HU,4,1.245368607,1245368.61
biomass_boiler,power,HU,5,1.99E-08,0.02
biomass_boiler,power,HU,6,2.90E-08,0.03
biomass_boiler,power,HU,7,4.02E-08,0.04
biomass_boiler,power,HU,8,5.05E-08,0.05
biomass_boiler,power,HU,9,6.12E-08,0.06
biomass_boiler,power,HU,10,7.12E-08,0.07
biomass_boiler,power,HU,11,8.30E-08,0.08
biomass_boiler,power,HU,12,9.82E-08,0.10
biomass_boiler,power,HU,13,1.22E-07,0.12
biomass_boiler,power,HU,14,2.12E-07,0.21
biomass_boiler,power,IE,0,0.119218131,119218.13
biomass_boiler,power,IE,1,0.119218132,119218.13
biomass_boiler,power,IE,2,0.119218134,119218.13
biomass_boiler,power,IE,3,0.096605893,96605.89
biomass_boiler,power,IE,4,0.085701972,85701.97
biomass_boiler,power,IE,5,0.038756628,38756.63
biomass_boiler,power,IE,6,0.020022939,20022.94
biomass_boiler,power,IE,7,4.47E-08,0.04
biomass_boiler,power,IE,8,5.80E-08,0.06
biomass_boiler,power,IE,9,7.10E-08,0.07
biomass_boiler,power,IE,10,8.29E-08,0.08
biomass_boiler,power,IE,11,9.69E-08,0.10
biomass_boiler,power,IE,12,1.15E-07,0.12
biomass_boiler,power,IE,13,1.43E-07,0.14
biomass_boiler,power,IE,14,2.10E-07,0.21
biomass_boiler,power,IT,0,20.9592529,20959252.90
biomass_boiler,power,IT,1,19.68662511,19686625.11
biomass_boiler,power,IT,2,10.36846399,10368463.99
biomass_boiler,power,IT,3,7.883206763,7883206.76
biomass_boiler,power,IT,4,7.883206765,7883206.77
biomass_boiler,power,IT,5,1.840847486,1840847.49
biomass_boiler,power,IT,6,1.187671579,1187671.58
biomass_boiler,power,IT,7,0.673263314,673263.31
biomass_boiler,power,IT,8,0.010478375,10478.38
biomass_boiler,power,IT,9,2.74E-08,0.03
biomass_boiler,power,IT,10,3.48E-08,0.03
biomass_boiler,power,IT,11,4.38E-08,0.04
biomass_boiler,power,IT,12,5.58E-08,0.06
biomass_boiler,power,IT,13,7.52E-08,0.08
biomass_boiler,power,IT,14,1.42E-07,0.14
biomass_boiler,power,LT,0,1.687230691,1687230.69
biomass_boiler,power,LT,1,1.680990884,1680990.88
biomass_boiler,power,LT,2,1.680990885,1680990.89
biomass_boiler,power,LT,3,1.571724723,1571724.72
biomass_boiler,power,LT,4,1.513022588,1513022.59
biomass_boiler,power,LT,5,1.134040993,1134040.99
biomass_boiler,power,LT,6,0.978275436,978275.44
biomass_boiler,power,LT,7,0.702171803,702171.80
biomass_boiler,power,LT,8,0.265571389,265571.39
biomass_boiler,power,LT,9,2.67E-08,0.03
biomass_boiler,power,LT,10,3.40E-08,0.03
biomass_boiler,power,LT,11,4.29E-08,0.04
biomass_boiler,power,LT,12,5.47E-08,0.05
biomass_boiler,power,LT,13,7.43E-08,0.07
biomass_boiler,power,LT,14,1.41E-07,0.14
biomass_boiler,power,LU,0,0.04761205,47612.05
biomass_boiler,power,LU,1,0.047612052,47612.05
biomass_boiler,power,LU,2,0.047612054,47612.05
biomass_boiler,power,LU,3,0.04252298,42522.98
biomass_boiler,power,LU,4,0.042522982,42522.98
biomass_boiler,power,LU,5,0.031920669,31920.67
biomass_boiler,power,LU,6,0.017335349,17335.35
biomass_boiler,power,LU,7,0.007925945,7925.95
biomass_boiler,power,LU,8,5.20E-08,0.05
biomass_boiler,power,LU,9,6.90E-08,0.07
biomass_boiler,power,LU,10,8.47E-08,0.08
biomass_boiler,power,LU,11,1.03E-07,0.10
biomass_boiler,power,LU,12,1.24E-07,0.12
biomass_boiler,power,LU,13,1.57E-07,0.16
biomass_boiler,power,LU,14,2.36E-07,0.24
biomass_boiler,power,LV,0,1.471897275,1471897.28
biomass_boiler,power,LV,1,1.419527608,1419527.61
biomass_boiler,power,LV,2,1.40821648,1408216.48
biomass_boiler,power,LV,3,1.256238425,1256238.43
biomass_boiler,power,LV,4,1.123908727,1123908.73
biomass_boiler,power,LV,5,0.792596716,792596.72
biomass_boiler,power,LV,6,0.460225986,460225.99
biomass_boiler,power,LV,7,0.289941081,289941.08
biomass_boiler,power,LV,8,0.049485111,49485.11
biomass_boiler,power,LV,9,2.66E-08,0.03
biomass_boiler,power,LV,10,3.38E-08,0.03
biomass_boiler,power,LV,11,4.24E-08,0.04
biomass_boiler,power,LV,12,5.43E-08,0.05
biomass_boiler,power,LV,13,7.39E-08,0.07
biomass_boiler,power,LV,14,1.41E-07,0.14
biomass_boiler,power,NL,0,1.929924423,1929924.42
biomass_boiler,power,NL,1,1.775863156,1775863.16
biomass_boiler,power,NL,2,1.532695576,1532695.58
biomass_boiler,power,NL,3,1.4595929,1459592.90
biomass_boiler,power,NL,4,1.166044397,1166044.40
biomass_boiler,power,NL,5,1.121072763,1121072.76
biomass_boiler,power,NL,6,0.710416213,710416.21
biomass_boiler,power,NL,7,0.426174567,426174.57
biomass_boiler,power,NL,8,0.195160789,195160.79
biomass_boiler,power,NL,9,0.026233945,26233.95
biomass_boiler,power,NL,10,0.026233948,26233.95
biomass_boiler,power,NL,11,0.026233952,26233.95
biomass_boiler,power,NL,12,0.026233959,26233.96
biomass_boiler,power,NL,13,0.02623397,26233.97
biomass_boiler,power,NL,14,0.02623401,26234.01
biomass_boiler,power,NO,0,1.250001776,1250001.78
biomass_boiler,power,NO,1,1.1458093,1145809.30
biomass_boiler,power,NO,2,1.145809301,1145809.30
biomass_boiler,power,NO,3,1.072167712,1072167.71
biomass_boiler,power,NO,4,0.931385698,931385.70
biomass_boiler,power,NO,5,0.804835289,804835.29
biomass_boiler,power,NO,6,0.636009391,636009.39
biomass_boiler,power,NO,7,0.444725443,444725.44
biomass_boiler,power,NO,8,0.339172319,339172.32
biomass_boiler,power,NO,9,0.202933185,202933.19
biomass_boiler,power,NO,10,0.202933188,202933.19
biomass_boiler,power,NO,11,0.202933192,202933.19
biomass_boiler,power,NO,12,0.202933199,202933.20
biomass_boiler,power,NO,13,0.202933211,202933.21
biomass_boiler,power,NO,14,0.202933251,202933.25
biomass_boiler,power,PL,0,15.46086708,15460867.08
biomass_boiler,power,PL,1,15.46086708,15460867.08
biomass_boiler,power,PL,2,15.0146625,15014662.50
biomass_boiler,power,PL,3,14.99352314,14993523.14
biomass_boiler,power,PL,4,13.82611172,13826111.72
biomass_boiler,power,PL,5,9.860498642,9860498.64
biomass_boiler,power,PL,6,9.346118257,9346118.26
biomass_boiler,power,PL,7,9.167138679,9167138.68
biomass_boiler,power,PL,8,0.96052689,960526.89
biomass_boiler,power,PL,9,2.91E-08,0.03
biomass_boiler,power,PL,10,3.73E-08,0.04
biomass_boiler,power,PL,11,4.67E-08,0.05
biomass_boiler,power,PL,12,5.94E-08,0.06
biomass_boiler,power,PL,13,7.99E-08,0.08
biomass_boiler,power,PL,14,1.50E-07,0.15
biomass_boiler,power,PT,0,0.657015615,657015.62
biomass_boiler,power,PT,1,0.616700987,616700.99
biomass_boiler,power,PT,2,0.431200106,431200.11
biomass_boiler,power,PT,3,0.295244651,295244.65
biomass_boiler,power,PT,4,0.181676369,181676.37
biomass_boiler,power,PT,5,0.059430206,59430.21
biomass_boiler,power,PT,6,0.05943021,59430.21
biomass_boiler,power,PT,7,0.016291439,16291.44
biomass_boiler,power,PT,8,0.009466618,9466.62
biomass_boiler,power,PT,9,3.21E-08,0.03
biomass_boiler,power,PT,10,4.06E-08,0.04
biomass_boiler,power,PT,11,5.06E-08,0.05
biomass_boiler,power,PT,12,6.36E-08,0.06
biomass_boiler,power,PT,13,8.44E-08,0.08
biomass_boiler,power,PT,14,1.54E-07,0.15
biomass_boiler,power,RO,0,4.041978207,4041978.21
biomass_boiler,power,RO,1,3.58949077,3589490.77
biomass_boiler,power,RO,2,3.132539452,3132539.45
biomass_boiler,power,RO,3,2.211260732,2211260.73
biomass_boiler,power,RO,4,2.083791833,2083791.83
biomass_boiler,power,RO,5,2.004644652,2004644.65
biomass_boiler,power,RO,6,1.801883183,1801883.18
biomass_boiler,power,RO,7,0.574944327,574944.33
biomass_boiler,power,RO,8,0.311147943,311147.94
biomass_boiler,power,RO,9,0.311147951,311147.95
biomass_boiler,power,RO,10,0.311147959,311147.96
biomass_boiler,power,RO,11,0.311147968,311147.97
biomass_boiler,power,RO,12,0.311147984,311147.98
biomass_boiler,power,RO,13,0.311148015,311148.02
biomass_boiler,power,RO,14,0.311148119,311148.12
biomass_boiler,power,SE,0,1.975819872,1975819.87
biomass_boiler,power,SE,1,1.823345822,1823345.82
biomass_boiler,power,SE,2,1.765519523,1765519.52
biomass_boiler,power,SE,3,1.569488471,1569488.47
biomass_boiler,power,SE,4,0.623946092,623946.09
biomass_boiler,power,SE,5,0.623946094,623946.09
biomass_boiler,power,SE,6,0.614414501,614414.50
biomass_boiler,power,SE,7,0.489957125,489957.13
biomass_boiler,power,SE,8,0.482972166,482972.17
biomass_boiler,power,SE,9,2.71E-08,0.03
biomass_boiler,power,SE,10,3.46E-08,0.03
biomass_boiler,power,SE,11,4.36E-08,0.04
biomass_boiler,power,SE,12,5.57E-08,0.06
biomass_boiler,power,SE,13,7.54E-08,0.08
biomass_boiler,power,SE,14,1.43E-07,0.14
biomass_boiler,power,SI,0,1.282297064,1282297.06
biomass_boiler,power,SI,1,1.017061393,1017061.39
biomass_boiler,power,SI,2,0.68985087,689850.87
biomass_boiler,power,SI,3,0.689850871,689850.87
biomass_boiler,power,SI,4,0.588412969,588412.97
biomass_boiler,power,SI,5,0.455574487,455574.49
biomass_boiler,power,SI,6,0.432746709,432746.71
biomass_boiler,power,SI,7,0.432746712,432746.71
biomass_boiler,power,SI,8,0.432746717,432746.72
biomass_boiler,power,SI,9,2.80E-08,0.03
biomass_boiler,power,SI,10,3.60E-08,0.04
biomass_boiler,power,SI,11,4.52E-08,0.05
biomass_boiler,power,SI,12,5.74E-08,0.06
biomass_boiler,power,SI,13,7.74E-08,0.08
biomass_boiler,power,SI,14,1.45E-07,0.15
biomass_boiler,power,SK,0,1.391621506,1391621.51
biomass_boiler,power,SK,1,1.391621507,1391621.51
biomass_boiler,power,SK,2,1.386304367,1386304.37
biomass_boiler,power,SK,3,1.367756982,1367756.98
biomass_boiler,power,SK,4,1.297158207,1297158.21
biomass_boiler,power,SK,5,1.29715821,1297158.21
biomass_boiler,power,SK,6,1.205040485,1205040.49
biomass_boiler,power,SK,7,1.205040491,1205040.49
biomass_boiler,power,SK,8,0.021181406,21181.41
biomass_boiler,power,SK,9,5.13E-08,0.05
biomass_boiler,power,SK,10,6.66E-08,0.07
biomass_boiler,power,SK,11,8.40E-08,0.08
biomass_boiler,power,SK,12,1.04E-07,0.10
biomass_boiler,power,SK,13,1.34E-07,0.13
biomass_boiler,power,SK,14,2.23E-07,0.22
biomass_boiler,power,UK,0,6.536714057,6536714.06
biomass_boiler,power,UK,1,6.367950429,6367950.43
biomass_boiler,power,UK,2,6.120533885,6120533.89
biomass_boiler,power,UK,3,4.455774363,4455774.36
biomass_boiler,power,UK,4,3.717387381,3717387.38
biomass_boiler,power,UK,5,2.015813646,2015813.65
biomass_boiler,power,UK,6,0.986165646,986165.65
biomass_boiler,power,UK,7,0.519942492,519942.49
biomass_boiler,power,UK,8,0.029533984,29533.98
biomass_boiler,power,UK,9,0.029533987,29533.99
biomass_boiler,power,UK,10,0.02953399,29533.99
biomass_boiler,power,UK,11,0.029533995,29534.00
biomass_boiler,power,UK,12,0.029534001,29534.00
biomass_boiler,power,UK,13,0.029534013,29534.01
biomass_boiler,power,UK,14,0.029534053,29534.05
biomass_boiler_DH,power,AT,0,2.865062959,2865062.96
biomass_boiler_DH,power,AT,1,2.755580929,2755580.93
biomass_boiler_DH,power,AT,2,2.575737881,2575737.88
biomass_boiler_DH,power,AT,3,2.479761716,2479761.72
biomass_boiler_DH,power,AT,4,2.282376721,2282376.72
biomass_boiler_DH,power,AT,5,1.681737178,1681737.18
biomass_boiler_DH,power,AT,6,1.226625787,1226625.79
biomass_boiler_DH,power,AT,7,0.809067784,809067.78
biomass_boiler_DH,power,AT,8,0.684690473,684690.47
biomass_boiler_DH,power,AT,9,0.64506624,645066.24
biomass_boiler_DH,power,AT,10,0.36398359,363983.59
biomass_boiler_DH,power,AT,11,0.116984054,116984.05
biomass_boiler_DH,power,AT,12,0.116984069,116984.07
biomass_boiler_DH,power,AT,13,0.116984156,116984.16
biomass_boiler_DH,power,AT,14,0.11698426,116984.26
biomass_boiler_DH,power,BE,0,0.02353803,23538.03
biomass_boiler_DH,power,BE,1,0.023538031,23538.03
biomass_boiler_DH,power,BE,2,0.023538032,23538.03
biomass_boiler_DH,power,BE,3,0.023538034,23538.03
biomass_boiler_DH,power,BE,4,0.023538036,23538.04
biomass_boiler_DH,power,BE,5,0.021801988,21801.99
biomass_boiler_DH,power,BE,6,0.021259931,21259.93
biomass_boiler_DH,power,BE,7,0.020819649,20819.65
biomass_boiler_DH,power,BE,8,0.016412065,16412.07
biomass_boiler_DH,power,BE,9,0.014466097,14466.10
biomass_boiler_DH,power,BE,10,0.013727666,13727.67
biomass_boiler_DH,power,BE,11,5.80E-08,0.06
biomass_boiler_DH,power,BE,12,7.50E-08,0.08
biomass_boiler_DH,power,BE,13,1.19E-07,0.12
biomass_boiler_DH,power,BE,14,1.84E-07,0.18
biomass_boiler_DH,power,BG,0,0.375377855,375377.86
biomass_boiler_DH,power,BG,1,0.375377856,375377.86
biomass_boiler_DH,power,BG,2,0.375377857,375377.86
biomass_boiler_DH,power,BG,3,0.375377859,375377.86
biomass_boiler_DH,power,BG,4,0.37537786,375377.86
biomass_boiler_DH,power,BG,5,0.375377862,375377.86
biomass_boiler_DH,power,BG,6,0.375377865,375377.87
biomass_boiler_DH,power,BG,7,0.375377868,375377.87
biomass_boiler_DH,power,BG,8,0.375377873,375377.87
biomass_boiler_DH,power,BG,9,0.372035138,372035.14
biomass_boiler_DH,power,BG,10,0.09868089,98680.89
biomass_boiler_DH,power,BG,11,5.06E-08,0.05
biomass_boiler_DH,power,BG,12,6.93E-08,0.07
biomass_boiler_DH,power,BG,13,1.21E-07,0.12
biomass_boiler_DH,power,BG,14,4.20E-07,0.42
biomass_boiler_DH,power,CH,0,3.881912343,3881912.34
biomass_boiler_DH,power,CH,1,3.733573667,3733573.67
biomass_boiler_DH,power,CH,2,3.489901901,3489901.90
biomass_boiler_DH,power,CH,3,3.359862504,3359862.50
biomass_boiler_DH,power,CH,4,3.092422918,3092422.92
biomass_boiler_DH,power,CH,5,2.278608322,2278608.32
biomass_boiler_DH,power,CH,6,1.661971775,1661971.78
biomass_boiler_DH,power,CH,7,1.09621682,1096216.82
biomass_boiler_DH,power,CH,8,0.927696327,927696.33
biomass_boiler_DH,power,CH,9,0.874008918,874008.92
biomass_boiler_DH,power,CH,10,0.493166252,493166.25
biomass_boiler_DH,power,CH,11,0.158503254,158503.25
biomass_boiler_DH,power,CH,12,0.15850327,158503.27
biomass_boiler_DH,power,CH,13,0.158503358,158503.36
biomass_boiler_DH,power,CH,14,0.158503461,158503.46
biomass_boiler_DH,power,CZ,0,0.51355684,513556.84
biomass_boiler_DH,power,CZ,1,0.513556841,513556.84
biomass_boiler_DH,power,CZ,2,0.513556842,513556.84
biomass_boiler_DH,power,CZ,3,0.443434788,443434.79
biomass_boiler_DH,power,CZ,4,0.443434789,443434.79
biomass_boiler_DH,power,CZ,5,0.420425026,420425.03
biomass_boiler_DH,power,CZ,6,0.40209321,402093.21
biomass_boiler_DH,power,CZ,7,0.361553339,361553.34
biomass_boiler_DH,power,CZ,8,0.180867455,180867.46
biomass_boiler_DH,power,CZ,9,0.156415926,156415.93
biomass_boiler_DH,power,CZ,10,0.121127193,121127.19
biomass_boiler_DH,power,CZ,11,4.99E-08,0.05
biomass_boiler_DH,power,CZ,12,6.80E-08,0.07
biomass_boiler_DH,power,CZ,13,1.18E-07,0.12
biomass_boiler_DH,power,CZ,14,1.86E-07,0.19
biomass_boiler_DH,power,DE,0,2.38037521,2380375.21
biomass_boiler_DH,power,DE,1,2.380375211,2380375.21
biomass_boiler_DH,power,DE,2,2.380375212,2380375.21
biomass_boiler_DH,power,DE,3,2.006040965,2006040.97
biomass_boiler_DH,power,DE,4,1.931981473,1931981.47
biomass_boiler_DH,power,DE,5,1.768633146,1768633.15
biomass_boiler_DH,power,DE,6,1.401557131,1401557.13
biomass_boiler_DH,power,DE,7,1.047155406,1047155.41
biomass_boiler_DH,power,DE,8,0.798547965,798547.97
biomass_boiler_DH,power,DE,9,0.519729963,519729.96
biomass_boiler_DH,power,DE,10,0.408826559,408826.56
biomass_boiler_DH,power,DE,11,3.72E-08,0.04
biomass_boiler_DH,power,DE,12,5.04E-08,0.05
biomass_boiler_DH,power,DE,13,7.27E-08,0.07
biomass_boiler_DH,power,DE,14,1.45E-07,0.15
biomass_boiler_DH,power,DK,0,7.278494211,7278494.21
biomass_boiler_DH,power,DK,1,7.109966425,7109966.43
biomass_boiler_DH,power,DK,2,6.87295803,6872958.03
biomass_boiler_DH,power,DK,3,6.325878924,6325878.92
biomass_boiler_DH,power,DK,4,6.089199424,6089199.42
biomass_boiler_DH,power,DK,5,5.741064815,5741064.82
biomass_boiler_DH,power,DK,6,4.815810907,4815810.91
biomass_boiler_DH,power,DK,7,3.897282561,3897282.56
biomass_boiler_DH,power,DK,8,2.967375065,2967375.07
biomass_boiler_DH,power,DK,9,2.735254979,2735254.98
biomass_boiler_DH,power,DK,10,1.301692171,1301692.17
biomass_boiler_DH,power,DK,11,0.069669748,69669.75
biomass_boiler_DH,power,DK,12,0.069669756,69669.76
biomass_boiler_DH,power,DK,13,0.06966977,69669.77
biomass_boiler_DH,power,DK,14,0.069669815,69669.82
biomass_boiler_DH,power,EE,0,1.252285858,1252285.86
biomass_boiler_DH,power,EE,1,1.234945557,1234945.56
biomass_boiler_DH,power,EE,2,1.182118881,1182118.88
biomass_boiler_DH,power,EE,3,1.168745282,1168745.28
biomass_boiler_DH,power,EE,4,1.121092393,1121092.39
biomass_boiler_DH,power,EE,5,1.113154434,1113154.43
biomass_boiler_DH,power,EE,6,0.878671397,878671.40
biomass_boiler_DH,power,EE,7,0.739982458,739982.46
biomass_boiler_DH,power,EE,8,0.642887332,642887.33
biomass_boiler_DH,power,EE,9,0.286836951,286836.95
biomass_boiler_DH,power,EE,10,0.234811984,234811.98
biomass_boiler_DH,power,EE,11,0.013643695,13643.70
biomass_boiler_DH,power,EE,12,0.013643703,13643.70
biomass_boiler_DH,power,EE,13,0.013643717,13643.72
biomass_boiler_DH,power,EE,14,0.013643763,13643.76
biomass_boiler_DH,power,EL,0,5.94E-09,0.01
biomass_boiler_DH,power,EL,1,8.77E-09,0.01
biomass_boiler_DH,power,EL,2,1.13E-08,0.01
biomass_boiler_DH,power,EL,3,1.37E-08,0.01
biomass_boiler_DH,power,EL,4,1.64E-08,0.02
biomass_boiler_DH,power,EL,5,1.94E-08,0.02
biomass_boiler_DH,power,EL,6,2.28E-08,0.02
biomass_boiler_DH,power,EL,7,2.66E-08,0.03
biomass_boiler_DH,power,EL,8,3.12E-08,0.03
biomass_boiler_DH,power,EL,9,3.66E-08,0.04
biomass_boiler_DH,power,EL,10,4.33E-08,0.04
biomass_boiler_DH,power,EL,11,5.22E-08,0.05
biomass_boiler_DH,power,EL,12,5.90E-08,0.06
biomass_boiler_DH,power,EL,13,7.77E-08,0.08
biomass_boiler_DH,power,EL,14,1.46E-07,0.15
biomass_boiler_DH,power,ES,0,5.56E-09,0.01
biomass_boiler_DH,power,ES,1,8.43E-09,0.01
biomass_boiler_DH,power,ES,2,1.10E-08,0.01
biomass_boiler_DH,power,ES,3,1.35E-08,0.01
biomass_boiler_DH,power,ES,4,1.62E-08,0.02
biomass_boiler_DH,power,ES,5,1.92E-08,0.02
biomass_boiler_DH,power,ES,6,2.26E-08,0.02
biomass_boiler_DH,power,ES,7,2.67E-08,0.03
biomass_boiler_DH,power,ES,8,3.13E-08,0.03
biomass_boiler_DH,power,ES,9,3.69E-08,0.04
biomass_boiler_DH,power,ES,10,4.38E-08,0.04
biomass_boiler_DH,power,ES,11,5.28E-08,0.05
biomass_boiler_DH,power,ES,12,6.02E-08,0.06
biomass_boiler_DH,power,ES,13,7.93E-08,0.08
biomass_boiler_DH,power,ES,14,1.49E-07,0.15
biomass_boiler_DH,power,FI,0,3.277929724,3277929.72
biomass_boiler_DH,power,FI,1,2.81226336,2812263.36
biomass_boiler_DH,power,FI,2,2.578948286,2578948.29
biomass_boiler_DH,power,FI,3,2.376454941,2376454.94
biomass_boiler_DH,power,FI,4,2.193903651,2193903.65
biomass_boiler_DH,power,FI,5,1.922901175,1922901.18
biomass_boiler_DH,power,FI,6,1.673561712,1673561.71
biomass_boiler_DH,power,FI,7,1.285342224,1285342.22
biomass_boiler_DH,power,FI,8,0.873499815,873499.82
biomass_boiler_DH,power,FI,9,0.82326158,823261.58
biomass_boiler_DH,power,FI,10,0.823261585,823261.59
biomass_boiler_DH,power,FI,11,0.382080418,382080.42
biomass_boiler_DH,power,FI,12,4.52E-08,0.05
biomass_boiler_DH,power,FI,13,6.73E-08,0.07
biomass_boiler_DH,power,FI,14,1.39E-07,0.14
biomass_boiler_DH,power,FR,0,2.718771549,2718771.55
biomass_boiler_DH,power,FR,1,2.71877155,2718771.55
biomass_boiler_DH,power,FR,2,2.718771551,2718771.55
biomass_boiler_DH,power,FR,3,2.718771553,2718771.55
biomass_boiler_DH,power,FR,4,2.711496801,2711496.80
biomass_boiler_DH,power,FR,5,2.349913292,2349913.29
biomass_boiler_DH,power,FR,6,2.090399853,2090399.85
biomass_boiler_DH,power,FR,7,1.755966221,1755966.22
biomass_boiler_DH,power,FR,8,0.951292386,951292.39
biomass_boiler_DH,power,FR,9,0.448740512,448740.51
biomass_boiler_DH,power,FR,10,0.105477309,105477.31
biomass_boiler_DH,power,FR,11,5.25E-08,0.05
biomass_boiler_DH,power,FR,12,6.99E-08,0.07
biomass_boiler_DH,power,FR,13,1.12E-07,0.11
biomass_boiler_DH,power,FR,14,1.93E-07,0.19
biomass_boiler_DH,power,HR,0,0.239330719,239330.72
biomass_boiler_DH,power,HR,1,0.23933072,239330.72
biomass_boiler_DH,power,HR,2,0.239330721,239330.72
biomass_boiler_DH,power,HR,3,0.239330722,239330.72
biomass_boiler_DH,power,HR,4,0.239330723,239330.72
biomass_boiler_DH,power,HR,5,0.239330725,239330.73
biomass_boiler_DH,power,HR,6,0.234748189,234748.19
biomass_boiler_DH,power,HR,7,0.222658523,222658.52
biomass_boiler_DH,power,HR,8,0.206617536,206617.54
biomass_boiler_DH,power,HR,9,0.149474381,149474.38
biomass_boiler_DH,power,HR,10,0.059309418,59309.42
biomass_boiler_DH,power,HR,11,3.70E-08,0.04
biomass_boiler_DH,power,HR,12,5.04E-08,0.05
biomass_boiler_DH,power,HR,13,7.24E-08,0.07
biomass_boiler_DH,power,HR,14,1.45E-07,0.15
biomass_boiler_DH,power,HU,0,0.255338984,255338.98
biomass_boiler_DH,power,HU,1,0.255338985,255338.99
biomass_boiler_DH,power,HU,2,0.255338987,255338.99
biomass_boiler_DH,power,HU,3,0.255338988,255338.99
biomass_boiler_DH,power,HU,4,0.25533899,255338.99
biomass_boiler_DH,power,HU,5,0.255338993,255338.99
biomass_boiler_DH,power,HU,6,0.219881367,219881.37
biomass_boiler_DH,power,HU,7,0.194857184,194857.18
biomass_boiler_DH,power,HU,8,0.107640548,107640.55
biomass_boiler_DH,power,HU,9,3.61E-08,0.04
biomass_boiler_DH,power,HU,10,4.66E-08,0.05
biomass_boiler_DH,power,HU,11,5.69E-08,0.06
biomass_boiler_DH,power,HU,12,7.08E-08,0.07
biomass_boiler_DH,power,HU,13,9.82E-08,0.10
biomass_boiler_DH,power,HU,14,1.93E-07,0.19
biomass_boiler_DH,power,IE,0,5.91E-09,0.01
biomass_boiler_DH,power,IE,1,8.71E-09,0.01
biomass_boiler_DH,power,IE,2,1.12E-08,0.01
biomass_boiler_DH,power,IE,3,1.38E-08,0.01
biomass_boiler_DH,power,IE,4,1.66E-08,0.02
biomass_boiler_DH,power,IE,5,1.97E-08,0.02
biomass_boiler_DH,power,IE,6,2.33E-08,0.02
biomass_boiler_DH,power,IE,7,2.75E-08,0.03
biomass_boiler_DH,power,IE,8,3.23E-08,0.03
biomass_boiler_DH,power,IE,9,3.80E-08,0.04
biomass_boiler_DH,power,IE,10,4.50E-08,0.05
biomass_boiler_DH,power,IE,11,5.40E-08,0.05
biomass_boiler_DH,power,IE,12,6.11E-08,0.06
biomass_boiler_DH,power,IE,13,8.04E-08,0.08
biomass_boiler_DH,power,IE,14,1.49E-07,0.15
biomass_boiler_DH,power,IT,0,0.847513557,847513.56
biomass_boiler_DH,power,IT,1,0.847513558,847513.56
biomass_boiler_DH,power,IT,2,0.847513559,847513.56
biomass_boiler_DH,power,IT,3,0.84751356,847513.56
biomass_boiler_DH,power,IT,4,0.847513562,847513.56
biomass_boiler_DH,power,IT,5,0.847513564,847513.56
biomass_boiler_DH,power,IT,6,0.847513566,847513.57
biomass_boiler_DH,power,IT,7,0.838985307,838985.31
biomass_boiler_DH,power,IT,8,0.217538051,217538.05
biomass_boiler_DH,power,IT,9,0.182517436,182517.44
biomass_boiler_DH,power,IT,10,0.014580726,14580.73
biomass_boiler_DH,power,IT,11,3.69E-08,0.04
biomass_boiler_DH,power,IT,12,4.99E-08,0.05
biomass_boiler_DH,power,IT,13,7.16E-08,0.07
biomass_boiler_DH,power,IT,14,1.43E-07,0.14
biomass_boiler_DH,power,LT,0,1.974606275,1974606.28
biomass_boiler_DH,power,LT,1,1.974606276,1974606.28
biomass_boiler_DH,power,LT,2,1.901437959,1901437.96
biomass_boiler_DH,power,LT,3,1.766348227,1766348.23
biomass_boiler_DH,power,LT,4,1.733279236,1733279.24
biomass_boiler_DH,power,LT,5,1.585567331,1585567.33
biomass_boiler_DH,power,LT,6,1.523820794,1523820.79
biomass_boiler_DH,power,LT,7,1.302486259,1302486.26
biomass_boiler_DH,power,LT,8,0.792996902,792996.90
biomass_boiler_DH,power,LT,9,0.319999564,319999.56
biomass_boiler_DH,power,LT,10,0.132959151,132959.15
biomass_boiler_DH,power,LT,11,3.65E-08,0.04
biomass_boiler_DH,power,LT,12,4.95E-08,0.05
biomass_boiler_DH,power,LT,13,7.10E-08,0.07
biomass_boiler_DH,power,LT,14,1.42E-07,0.14
biomass_boiler_DH,power,LU,0,0.326165272,326165.27
biomass_boiler_DH,power,LU,1,0.326165273,326165.27
biomass_boiler_DH,power,LU,2,0.326165275,326165.28
biomass_boiler_DH,power,LU,3,0.325791421,325791.42
