technology,capacity_type,location,year,none,Capacity in kW
hard_coal_plant_CCS,power,ES,10,1.13E-08,0.01
hard_coal_plant_CCS,power,ES,11,1.35E-08,0.01
hard_coal_plant_CCS,power,ES,12,1.64E-08,0.02
hard_coal_plant_CCS,power,ES,13,2.11E-08,0.02
hard_coal_plant_CCS,power,ES,14,3.58E-08,0.04
hard_coal_plant_CCS,power,FI,0,1.03E-09,0.00
hard_coal_plant_CCS,power,FI,1,1.71E-09,0.00
hard_coal_plant_CCS,power,FI,2,2.33E-09,0.00
hard_coal_plant_CCS,power,FI,3,2.94E-09,0.00
hard_coal_plant_CCS,power,FI,4,3.57E-09,0.00
hard_coal_plant_CCS,power,FI,5,4.25E-09,0.00
hard_coal_plant_CCS,power,FI,6,4.98E-09,0.00
hard_coal_plant_CCS,power,FI,7,5.81E-09,0.01
hard_coal_plant_CCS,power,FI,8,6.76E-09,0.01
hard_coal_plant_CCS,power,FI,9,7.89E-09,0.01
hard_coal_plant_CCS,power,FI,10,9.30E-09,0.01
hard_coal_plant_CCS,power,FI,11,1.11E-08,0.01
hard_coal_plant_CCS,power,FI,12,1.37E-08,0.01
hard_coal_plant_CCS,power,FI,13,1.81E-08,0.02
hard_coal_plant_CCS,power,FI,14,3.29E-08,0.03
hard_coal_plant_CCS,power,FR,0,1.33E-09,0.00
hard_coal_plant_CCS,power,FR,1,2.30E-09,0.00
hard_coal_plant_CCS,power,FR,2,3.31E-09,0.00
hard_coal_plant_CCS,power,FR,3,4.50E-09,0.00
hard_coal_plant_CCS,power,FR,4,6.16E-09,0.01
hard_coal_plant_CCS,power,FR,5,8.76E-09,0.01
hard_coal_plant_CCS,power,FR,6,1.49E-08,0.01
hard_coal_plant_CCS,power,FR,7,2.95E-08,0.03
hard_coal_plant_CCS,power,FR,8,8.45E-08,0.08
hard_coal_plant_CCS,power,FR,9,1.06E-07,0.11
hard_coal_plant_CCS,power,FR,10,1.29E-07,0.13
hard_coal_plant_CCS,power,FR,11,1.59E-07,0.16
hard_coal_plant_CCS,power,FR,12,1.86E-07,0.19
hard_coal_plant_CCS,power,FR,13,2.08E-07,0.21
hard_coal_plant_CCS,power,FR,14,2.26E-07,0.23
hard_coal_plant_CCS,power,HR,0,1.18E-09,0.00
hard_coal_plant_CCS,power,HR,1,1.96E-09,0.00
hard_coal_plant_CCS,power,HR,2,2.68E-09,0.00
hard_coal_plant_CCS,power,HR,3,3.39E-09,0.00
hard_coal_plant_CCS,power,HR,4,4.12E-09,0.00
hard_coal_plant_CCS,power,HR,5,4.88E-09,0.00
hard_coal_plant_CCS,power,HR,6,5.69E-09,0.01
hard_coal_plant_CCS,power,HR,7,6.59E-09,0.01
hard_coal_plant_CCS,power,HR,8,7.61E-09,0.01
hard_coal_plant_CCS,power,HR,9,8.82E-09,0.01
hard_coal_plant_CCS,power,HR,10,1.03E-08,0.01
hard_coal_plant_CCS,power,HR,11,1.22E-08,0.01
hard_coal_plant_CCS,power,HR,12,1.49E-08,0.01
hard_coal_plant_CCS,power,HR,13,1.94E-08,0.02
hard_coal_plant_CCS,power,HR,14,3.40E-08,0.03
hard_coal_plant_CCS,power,HU,0,1.34E-09,0.00
hard_coal_plant_CCS,power,HU,1,2.32E-09,0.00
hard_coal_plant_CCS,power,HU,2,3.34E-09,0.00
hard_coal_plant_CCS,power,HU,3,4.52E-09,0.00
hard_coal_plant_CCS,power,HU,4,6.03E-09,0.01
hard_coal_plant_CCS,power,HU,5,8.08E-09,0.01
hard_coal_plant_CCS,power,HU,6,1.08E-08,0.01
hard_coal_plant_CCS,power,HU,7,1.40E-08,0.01
hard_coal_plant_CCS,power,HU,8,1.73E-08,0.02
hard_coal_plant_CCS,power,HU,9,2.09E-08,0.02
hard_coal_plant_CCS,power,HU,10,2.52E-08,0.03
hard_coal_plant_CCS,power,HU,11,3.14E-08,0.03
hard_coal_plant_CCS,power,HU,12,3.91E-08,0.04
hard_coal_plant_CCS,power,HU,13,4.85E-08,0.05
hard_coal_plant_CCS,power,HU,14,6.85E-08,0.07
hard_coal_plant_CCS,power,IE,0,1.50E-09,0.00
hard_coal_plant_CCS,power,IE,1,2.50E-09,0.00
hard_coal_plant_CCS,power,IE,2,3.56E-09,0.00
hard_coal_plant_CCS,power,IE,3,4.75E-09,0.00
hard_coal_plant_CCS,power,IE,4,6.19E-09,0.01
hard_coal_plant_CCS,power,IE,5,7.75E-09,0.01
hard_coal_plant_CCS,power,IE,6,9.49E-09,0.01
hard_coal_plant_CCS,power,IE,7,1.14E-08,0.01
hard_coal_plant_CCS,power,IE,8,1.33E-08,0.01
hard_coal_plant_CCS,power,IE,9,1.55E-08,0.02
hard_coal_plant_CCS,power,IE,10,1.81E-08,0.02
hard_coal_plant_CCS,power,IE,11,2.16E-08,0.02
hard_coal_plant_CCS,power,IE,12,2.62E-08,0.03
hard_coal_plant_CCS,power,IE,13,3.30E-08,0.03
hard_coal_plant_CCS,power,IE,14,4.91E-08,0.05
hard_coal_plant_CCS,power,IT,0,1.09E-09,0.00
hard_coal_plant_CCS,power,IT,1,1.82E-09,0.00
hard_coal_plant_CCS,power,IT,2,2.47E-09,0.00
hard_coal_plant_CCS,power,IT,3,3.11E-09,0.00
hard_coal_plant_CCS,power,IT,4,3.78E-09,0.00
hard_coal_plant_CCS,power,IT,5,4.48E-09,0.00
hard_coal_plant_CCS,power,IT,6,5.24E-09,0.01
hard_coal_plant_CCS,power,IT,7,6.09E-09,0.01
hard_coal_plant_CCS,power,IT,8,7.07E-09,0.01
hard_coal_plant_CCS,power,IT,9,8.23E-09,0.01
hard_coal_plant_CCS,power,IT,10,9.67E-09,0.01
hard_coal_plant_CCS,power,IT,11,1.15E-08,0.01
hard_coal_plant_CCS,power,IT,12,1.42E-08,0.01
hard_coal_plant_CCS,power,IT,13,1.86E-08,0.02
hard_coal_plant_CCS,power,IT,14,3.31E-08,0.03
hard_coal_plant_CCS,power,LT,0,1.02E-09,0.00
hard_coal_plant_CCS,power,LT,1,1.68E-09,0.00
hard_coal_plant_CCS,power,LT,2,2.29E-09,0.00
hard_coal_plant_CCS,power,LT,3,2.89E-09,0.00
hard_coal_plant_CCS,power,LT,4,3.51E-09,0.00
hard_coal_plant_CCS,power,LT,5,4.17E-09,0.00
hard_coal_plant_CCS,power,LT,6,4.89E-09,0.00
hard_coal_plant_CCS,power,LT,7,5.71E-09,0.01
hard_coal_plant_CCS,power,LT,8,6.64E-09,0.01
hard_coal_plant_CCS,power,LT,9,7.76E-09,0.01
hard_coal_plant_CCS,power,LT,10,9.15E-09,0.01
hard_coal_plant_CCS,power,LT,11,1.10E-08,0.01
hard_coal_plant_CCS,power,LT,12,1.35E-08,0.01
hard_coal_plant_CCS,power,LT,13,1.79E-08,0.02
hard_coal_plant_CCS,power,LT,14,3.24E-08,0.03
hard_coal_plant_CCS,power,LU,0,1.32E-09,0.00
hard_coal_plant_CCS,power,LU,1,2.28E-09,0.00
hard_coal_plant_CCS,power,LU,2,3.26E-09,0.00
hard_coal_plant_CCS,power,LU,3,4.39E-09,0.00
hard_coal_plant_CCS,power,LU,4,5.92E-09,0.01
hard_coal_plant_CCS,power,LU,5,8.20E-09,0.01
hard_coal_plant_CCS,power,LU,6,1.28E-08,0.01
hard_coal_plant_CCS,power,LU,7,2.09E-08,0.02
hard_coal_plant_CCS,power,LU,8,3.66E-08,0.04
hard_coal_plant_CCS,power,LU,9,4.82E-08,0.05
hard_coal_plant_CCS,power,LU,10,6.11E-08,0.06
hard_coal_plant_CCS,power,LU,11,7.91E-08,0.08
hard_coal_plant_CCS,power,LU,12,9.87E-08,0.10
hard_coal_plant_CCS,power,LU,13,1.20E-07,0.12
hard_coal_plant_CCS,power,LU,14,1.40E-07,0.14
hard_coal_plant_CCS,power,LV,0,1.00E-09,0.00
hard_coal_plant_CCS,power,LV,1,1.65E-09,0.00
hard_coal_plant_CCS,power,LV,2,2.24E-09,0.00
hard_coal_plant_CCS,power,LV,3,2.83E-09,0.00
hard_coal_plant_CCS,power,LV,4,3.44E-09,0.00
hard_coal_plant_CCS,power,LV,5,4.10E-09,0.00
hard_coal_plant_CCS,power,LV,6,4.81E-09,0.00
hard_coal_plant_CCS,power,LV,7,5.62E-09,0.01
hard_coal_plant_CCS,power,LV,8,6.55E-09,0.01
hard_coal_plant_CCS,power,LV,9,7.66E-09,0.01
hard_coal_plant_CCS,power,LV,10,9.03E-09,0.01
hard_coal_plant_CCS,power,LV,11,1.08E-08,0.01
hard_coal_plant_CCS,power,LV,12,1.34E-08,0.01
hard_coal_plant_CCS,power,LV,13,1.77E-08,0.02
hard_coal_plant_CCS,power,LV,14,3.22E-08,0.03
hard_coal_plant_CCS,power,NL,0,1.18E-09,0.00
hard_coal_plant_CCS,power,NL,1,1.94E-09,0.00
hard_coal_plant_CCS,power,NL,2,2.63E-09,0.00
hard_coal_plant_CCS,power,NL,3,3.32E-09,0.00
hard_coal_plant_CCS,power,NL,4,4.05E-09,0.00
hard_coal_plant_CCS,power,NL,5,4.82E-09,0.00
hard_coal_plant_CCS,power,NL,6,5.63E-09,0.01
hard_coal_plant_CCS,power,NL,7,6.53E-09,0.01
hard_coal_plant_CCS,power,NL,8,7.57E-09,0.01
hard_coal_plant_CCS,power,NL,9,8.80E-09,0.01
hard_coal_plant_CCS,power,NL,10,1.03E-08,0.01
hard_coal_plant_CCS,power,NL,11,1.24E-08,0.01
hard_coal_plant_CCS,power,NL,12,1.53E-08,0.02
hard_coal_plant_CCS,power,NL,13,1.98E-08,0.02
hard_coal_plant_CCS,power,NL,14,3.49E-08,0.03
hard_coal_plant_CCS,power,NO,0,1.04E-09,0.00
hard_coal_plant_CCS,power,NO,1,1.72E-09,0.00
hard_coal_plant_CCS,power,NO,2,2.34E-09,0.00
hard_coal_plant_CCS,power,NO,3,2.96E-09,0.00
hard_coal_plant_CCS,power,NO,4,3.59E-09,0.00
hard_coal_plant_CCS,power,NO,5,4.27E-09,0.00
hard_coal_plant_CCS,power,NO,6,5.01E-09,0.01
hard_coal_plant_CCS,power,NO,7,5.83E-09,0.01
hard_coal_plant_CCS,power,NO,8,6.79E-09,0.01
hard_coal_plant_CCS,power,NO,9,7.93E-09,0.01
hard_coal_plant_CCS,power,NO,10,9.33E-09,0.01
hard_coal_plant_CCS,power,NO,11,1.12E-08,0.01
hard_coal_plant_CCS,power,NO,12,1.38E-08,0.01
hard_coal_plant_CCS,power,NO,13,1.81E-08,0.02
hard_coal_plant_CCS,power,NO,14,3.30E-08,0.03
hard_coal_plant_CCS,power,PL,0,1.09E-09,0.00
hard_coal_plant_CCS,power,PL,1,1.80E-09,0.00
hard_coal_plant_CCS,power,PL,2,2.45E-09,0.00
hard_coal_plant_CCS,power,PL,3,3.09E-09,0.00
hard_coal_plant_CCS,power,PL,4,3.75E-09,0.00
hard_coal_plant_CCS,power,PL,5,4.45E-09,0.00
hard_coal_plant_CCS,power,PL,6,5.20E-09,0.01
hard_coal_plant_CCS,power,PL,7,6.04E-09,0.01
hard_coal_plant_CCS,power,PL,8,7.00E-09,0.01
hard_coal_plant_CCS,power,PL,9,8.15E-09,0.01
hard_coal_plant_CCS,power,PL,10,9.58E-09,0.01
hard_coal_plant_CCS,power,PL,11,1.14E-08,0.01
hard_coal_plant_CCS,power,PL,12,1.40E-08,0.01
hard_coal_plant_CCS,power,PL,13,1.84E-08,0.02
hard_coal_plant_CCS,power,PL,14,3.30E-08,0.03
hard_coal_plant_CCS,power,PT,0,1.21E-09,0.00
hard_coal_plant_CCS,power,PT,1,1.99E-09,0.00
hard_coal_plant_CCS,power,PT,2,2.75E-09,0.00
hard_coal_plant_CCS,power,PT,3,3.54E-09,0.00
hard_coal_plant_CCS,power,PT,4,4.37E-09,0.00
hard_coal_plant_CCS,power,PT,5,5.25E-09,0.01
hard_coal_plant_CCS,power,PT,6,6.17E-09,0.01
hard_coal_plant_CCS,power,PT,7,7.17E-09,0.01
hard_coal_plant_CCS,power,PT,8,8.28E-09,0.01
hard_coal_plant_CCS,power,PT,9,9.61E-09,0.01
hard_coal_plant_CCS,power,PT,10,1.12E-08,0.01
hard_coal_plant_CCS,power,PT,11,1.34E-08,0.01
hard_coal_plant_CCS,power,PT,12,1.64E-08,0.02
hard_coal_plant_CCS,power,PT,13,2.11E-08,0.02
hard_coal_plant_CCS,power,PT,14,3.57E-08,0.04
hard_coal_plant_CCS,power,RO,0,1.39E-09,0.00
hard_coal_plant_CCS,power,RO,1,2.41E-09,0.00
hard_coal_plant_CCS,power,RO,2,3.49E-09,0.00
hard_coal_plant_CCS,power,RO,3,4.79E-09,0.00
hard_coal_plant_CCS,power,RO,4,6.47E-09,0.01
hard_coal_plant_CCS,power,RO,5,8.95E-09,0.01
hard_coal_plant_CCS,power,RO,6,1.20E-08,0.01
hard_coal_plant_CCS,power,RO,7,1.70E-08,0.02
hard_coal_plant_CCS,power,RO,8,2.22E-08,0.02
hard_coal_plant_CCS,power,RO,9,2.93E-08,0.03
hard_coal_plant_CCS,power,RO,10,3.96E-08,0.04
hard_coal_plant_CCS,power,RO,11,5.15E-08,0.05
hard_coal_plant_CCS,power,RO,12,6.96E-08,0.07
hard_coal_plant_CCS,power,RO,13,8.93E-08,0.09
hard_coal_plant_CCS,power,RO,14,1.16E-07,0.12
hard_coal_plant_CCS,power,SE,0,1.04E-09,0.00
hard_coal_plant_CCS,power,SE,1,1.72E-09,0.00
hard_coal_plant_CCS,power,SE,2,2.34E-09,0.00
hard_coal_plant_CCS,power,SE,3,2.96E-09,0.00
hard_coal_plant_CCS,power,SE,4,3.60E-09,0.00
hard_coal_plant_CCS,power,SE,5,4.27E-09,0.00
hard_coal_plant_CCS,power,SE,6,5.01E-09,0.01
hard_coal_plant_CCS,power,SE,7,5.84E-09,0.01
hard_coal_plant_CCS,power,SE,8,6.79E-09,0.01
hard_coal_plant_CCS,power,SE,9,7.93E-09,0.01
hard_coal_plant_CCS,power,SE,10,9.34E-09,0.01
hard_coal_plant_CCS,power,SE,11,1.12E-08,0.01
hard_coal_plant_CCS,power,SE,12,1.38E-08,0.01
hard_coal_plant_CCS,power,SE,13,1.81E-08,0.02
hard_coal_plant_CCS,power,SE,14,3.30E-08,0.03
hard_coal_plant_CCS,power,SI,0,1.11E-09,0.00
hard_coal_plant_CCS,power,SI,1,1.85E-09,0.00
hard_coal_plant_CCS,power,SI,2,2.50E-09,0.00
hard_coal_plant_CCS,power,SI,3,3.15E-09,0.00
hard_coal_plant_CCS,power,SI,4,3.84E-09,0.00
hard_coal_plant_CCS,power,SI,5,4.56E-09,0.00
hard_coal_plant_CCS,power,SI,6,5.34E-09,0.01
hard_coal_plant_CCS,power,SI,7,6.21E-09,0.01
hard_coal_plant_CCS,power,SI,8,7.21E-09,0.01
hard_coal_plant_CCS,power,SI,9,8.43E-09,0.01
hard_coal_plant_CCS,power,SI,10,9.94E-09,0.01
hard_coal_plant_CCS,power,SI,11,1.18E-08,0.01
hard_coal_plant_CCS,power,SI,12,1.46E-08,0.01
hard_coal_plant_CCS,power,SI,13,1.91E-08,0.02
hard_coal_plant_CCS,power,SI,14,3.38E-08,0.03
hard_coal_plant_CCS,power,SK,0,1.31E-09,0.00
hard_coal_plant_CCS,power,SK,1,2.25E-09,0.00
hard_coal_plant_CCS,power,SK,2,3.22E-09,0.00
hard_coal_plant_CCS,power,SK,3,4.32E-09,0.00
hard_coal_plant_CCS,power,SK,4,5.77E-09,0.01
hard_coal_plant_CCS,power,SK,5,7.67E-09,0.01
hard_coal_plant_CCS,power,SK,6,1.04E-08,0.01
hard_coal_plant_CCS,power,SK,7,1.38E-08,0.01
hard_coal_plant_CCS,power,SK,8,1.72E-08,0.02
hard_coal_plant_CCS,power,SK,9,2.08E-08,0.02
hard_coal_plant_CCS,power,SK,10,2.52E-08,0.03
hard_coal_plant_CCS,power,SK,11,3.11E-08,0.03
hard_coal_plant_CCS,power,SK,12,3.82E-08,0.04
hard_coal_plant_CCS,power,SK,13,4.65E-08,0.05
hard_coal_plant_CCS,power,SK,14,6.24E-08,0.06
hard_coal_plant_CCS,power,UK,0,1.05E-09,0.00
hard_coal_plant_CCS,power,UK,1,1.74E-09,0.00
hard_coal_plant_CCS,power,UK,2,2.37E-09,0.00
hard_coal_plant_CCS,power,UK,3,2.99E-09,0.00
hard_coal_plant_CCS,power,UK,4,3.63E-09,0.00
hard_coal_plant_CCS,power,UK,5,4.31E-09,0.00
hard_coal_plant_CCS,power,UK,6,5.05E-09,0.01
hard_coal_plant_CCS,power,UK,7,5.88E-09,0.01
hard_coal_plant_CCS,power,UK,8,6.83E-09,0.01
hard_coal_plant_CCS,power,UK,9,7.97E-09,0.01
hard_coal_plant_CCS,power,UK,10,9.38E-09,0.01
hard_coal_plant_CCS,power,UK,11,1.12E-08,0.01
hard_coal_plant_CCS,power,UK,12,1.38E-08,0.01
hard_coal_plant_CCS,power,UK,13,1.82E-08,0.02
hard_coal_plant_CCS,power,UK,14,3.30E-08,0.03
heat_pump,power,AT,0,2.647330166,2647330.17
heat_pump,power,AT,1,2.185651357,2185651.36
heat_pump,power,AT,2,1.75521183,1755211.83
heat_pump,power,AT,3,1.632424423,1632424.42
heat_pump,power,AT,4,1.2762365,1276236.50
heat_pump,power,AT,5,0.850172818,850172.82
heat_pump,power,AT,6,0.615688127,615688.13
heat_pump,power,AT,7,0.273313803,273313.80
heat_pump,power,AT,8,0.131373227,131373.23
heat_pump,power,AT,9,0.96082783,960827.83
heat_pump,power,AT,10,2.274217801,2274217.80
heat_pump,power,AT,11,2.274218076,2274218.08
heat_pump,power,AT,12,10.73900488,10739004.88
heat_pump,power,AT,13,14.07977818,14079778.18
heat_pump,power,AT,14,16.24824339,16248243.39
heat_pump,power,BE,0,2.44569582,2445695.82
heat_pump,power,BE,1,2.213313984,2213313.98
heat_pump,power,BE,2,1.953263795,1953263.80
heat_pump,power,BE,3,1.789688759,1789688.76
heat_pump,power,BE,4,1.262634868,1262634.87
heat_pump,power,BE,5,0.766198163,766198.16
heat_pump,power,BE,6,0.607728287,607728.29
heat_pump,power,BE,7,0.962778877,962778.88
heat_pump,power,BE,8,1.580571447,1580571.45
heat_pump,power,BE,9,4.550747802,4550747.80
heat_pump,power,BE,10,8.412664765,8412664.77
heat_pump,power,BE,11,11.00029277,11000292.77
heat_pump,power,BE,12,25.08198383,25081983.83
heat_pump,power,BE,13,27.19955208,27199552.08
heat_pump,power,BE,14,32.31936879,32319368.79
heat_pump,power,BG,0,0.731727462,731727.46
heat_pump,power,BG,1,0.695642297,695642.30
heat_pump,power,BG,2,0.547797481,547797.48
heat_pump,power,BG,3,0.436264978,436264.98
heat_pump,power,BG,4,0.412980262,412980.26
heat_pump,power,BG,5,0.218319808,218319.81
heat_pump,power,BG,6,0.147833073,147833.07
heat_pump,power,BG,7,0.099443428,99443.43
heat_pump,power,BG,8,5.52E-08,0.06
heat_pump,power,BG,9,0.826109741,826109.74
heat_pump,power,BG,10,2.065987548,2065987.55
heat_pump,power,BG,11,5.527736782,5527736.78
heat_pump,power,BG,12,5.546425214,5546425.21
heat_pump,power,BG,13,6.579943959,6579943.96
heat_pump,power,BG,14,7.438619735,7438619.74
heat_pump,power,CH,0,3.586903252,3586903.25
heat_pump,power,CH,1,2.961368422,2961368.42
heat_pump,power,CH,2,2.378160117,2378160.12
heat_pump,power,CH,3,2.211793806,2211793.81
heat_pump,power,CH,4,1.729189997,1729190.00
heat_pump,power,CH,5,1.151910581,1151910.58
heat_pump,power,CH,6,0.834204114,834204.11
heat_pump,power,CH,7,0.370316521,370316.52
heat_pump,power,CH,8,0.177999175,177999.18
heat_pump,power,CH,9,3.26E-07,0.33
heat_pump,power,CH,10,1.779529719,1779529.72
heat_pump,power,CH,11,1.779529843,1779529.84
heat_pump,power,CH,12,10.41540851,10415408.51
heat_pump,power,CH,13,13.41259347,13412593.47
heat_pump,power,CH,14,17.88438062,17884380.62
heat_pump,power,CZ,0,2.000195701,2000195.70
heat_pump,power,CZ,1,1.773531711,1773531.71
heat_pump,power,CZ,2,1.638178311,1638178.31
heat_pump,power,CZ,3,1.539854693,1539854.69
heat_pump,power,CZ,4,1.054240992,1054240.99
heat_pump,power,CZ,5,0.711959114,711959.11
heat_pump,power,CZ,6,0.454752549,454752.55
heat_pump,power,CZ,7,0.990936156,990936.16
heat_pump,power,CZ,8,5.737481005,5737481.01
heat_pump,power,CZ,9,7.892670953,7892670.95
heat_pump,power,CZ,10,8.782934412,8782934.41
heat_pump,power,CZ,11,10.52331688,10523316.88
heat_pump,power,CZ,12,19.82828123,19828281.23
heat_pump,power,CZ,13,22.83990004,22839900.04
heat_pump,power,CZ,14,24.44556373,24445563.73
heat_pump,power,DE,0,7.793358185,7793358.19
heat_pump,power,DE,1,7.407438442,7407438.44
heat_pump,power,DE,2,5.467170152,5467170.15
heat_pump,power,DE,3,4.6029143,4602914.30
heat_pump,power,DE,4,10.65466759,10654667.59
heat_pump,power,DE,5,33.52180113,33521801.13
heat_pump,power,DE,6,49.02318627,49023186.27
heat_pump,power,DE,7,93.20620182,93206201.82
heat_pump,power,DE,8,117.0927496,117092749.60
heat_pump,power,DE,9,130.8640389,130864038.90
heat_pump,power,DE,10,148.97327,148973270.00
heat_pump,power,DE,11,163.1018987,163101898.70
heat_pump,power,DE,12,211.0016982,211001698.20
heat_pump,power,DE,13,236.0477463,236047746.30
heat_pump,power,DE,14,238.1871212,238187121.20
heat_pump,power,DK,0,1.573324949,1573324.95
heat_pump,power,DK,1,1.422936207,1422936.21
heat_pump,power,DK,2,1.281811026,1281811.03
heat_pump,power,DK,3,1.23920812,1239208.12
heat_pump,power,DK,4,0.959436808,959436.81
heat_pump,power,DK,5,0.684675859,684675.86
heat_pump,power,DK,6,0.576994294,576994.29
heat_pump,power,DK,7,0.408495438,408495.44
heat_pump,power,DK,8,0.033152663,33152.66
heat_pump,power,DK,9,5.36E-08,0.05
heat_pump,power,DK,10,7.06E-08,0.07
heat_pump,power,DK,11,9.22E-08,0.09
heat_pump,power,DK,12,1.23E-07,0.12
heat_pump,power,DK,13,1.77E-07,0.18
heat_pump,power,DK,14,3.56E-07,0.36
heat_pump,power,EE,0,0.052839138,52839.14
heat_pump,power,EE,1,0.044765755,44765.76
heat_pump,power,EE,2,0.039812168,39812.17
heat_pump,power,EE,3,0.038785793,38785.79
heat_pump,power,EE,4,0.02133015,21330.15
heat_pump,power,EE,5,0.019482483,19482.48
heat_pump,power,EE,6,0.01808098,18080.98
heat_pump,power,EE,7,0.008363559,8363.56
heat_pump,power,EE,8,0.001982771,1982.77
heat_pump,power,EE,9,4.37E-08,0.04
heat_pump,power,EE,10,5.68E-08,0.06
heat_pump,power,EE,11,7.27E-08,0.07
heat_pump,power,EE,12,9.75E-08,0.10
heat_pump,power,EE,13,1.40E-07,0.14
heat_pump,power,EE,14,2.88E-07,0.29
heat_pump,power,EL,0,5.748965669,5748965.67
heat_pump,power,EL,1,5.666228804,5666228.80
heat_pump,power,EL,2,5.340354385,5340354.39
heat_pump,power,EL,3,4.966514113,4966514.11
heat_pump,power,EL,4,4.48449604,4484496.04
heat_pump,power,EL,5,1.143329025,1143329.03
heat_pump,power,EL,6,0.429698419,429698.42
heat_pump,power,EL,7,4.37E-08,0.04
heat_pump,power,EL,8,5.75E-08,0.06
heat_pump,power,EL,9,7.15E-08,0.07
heat_pump,power,EL,10,8.99E-08,0.09
heat_pump,power,EL,11,1.14E-07,0.11
heat_pump,power,EL,12,1.49E-07,0.15
heat_pump,power,EL,13,2.10E-07,0.21
heat_pump,power,EL,14,4.25E-07,0.43
heat_pump,power,ES,0,3.365002234,3365002.23
heat_pump,power,ES,1,2.882136831,2882136.83
heat_pump,power,ES,2,2.178802572,2178802.57
heat_pump,power,ES,3,2.067275091,2067275.09
heat_pump,power,ES,4,1.804571023,1804571.02
heat_pump,power,ES,5,1.141229282,1141229.28
heat_pump,power,ES,6,3.408799076,3408799.08
heat_pump,power,ES,7,5.619949482,5619949.48
heat_pump,power,ES,8,7.166681168,7166681.17
heat_pump,power,ES,9,9.282453293,9282453.29
heat_pump,power,ES,10,26.84618506,26846185.06
heat_pump,power,ES,11,32.69472235,32694722.35
heat_pump,power,ES,12,37.99192381,37991923.81
heat_pump,power,ES,13,38.79964297,38799642.97
heat_pump,power,ES,14,38.79964303,38799643.03
heat_pump,power,FI,0,4.176062777,4176062.78
heat_pump,power,FI,1,3.578824555,3578824.56
heat_pump,power,FI,2,3.099735404,3099735.40
heat_pump,power,FI,3,2.820479121,2820479.12
heat_pump,power,FI,4,2.146752304,2146752.30
heat_pump,power,FI,5,2.015505586,2015505.59
heat_pump,power,FI,6,1.680814197,1680814.20
heat_pump,power,FI,7,0.343819793,343819.79
heat_pump,power,FI,8,0.093794093,93794.09
heat_pump,power,FI,9,5.36E-08,0.05
heat_pump,power,FI,10,7.04E-08,0.07
heat_pump,power,FI,11,9.19E-08,0.09
heat_pump,power,FI,12,1.23E-07,0.12
heat_pump,power,FI,13,1.76E-07,0.18
heat_pump,power,FI,14,3.63E-07,0.36
heat_pump,power,FR,0,17.38828943,17388289.43
heat_pump,power,FR,1,14.22797104,14227971.04
heat_pump,power,FR,2,10.56864142,10568641.42
heat_pump,power,FR,3,8.672878663,8672878.66
heat_pump,power,FR,4,6.659198558,6659198.56
heat_pump,power,FR,5,4.503774351,4503774.35
heat_pump,power,FR,6,2.585650549,2585650.55
heat_pump,power,FR,7,11.59268576,11592685.76
heat_pump,power,FR,8,17.13571381,17135713.81
heat_pump,power,FR,9,23.63309889,23633098.89
heat_pump,power,FR,10,51.39555906,51395559.06
heat_pump,power,FR,11,116.3515264,116351526.40
heat_pump,power,FR,12,119.6237046,119623704.60
heat_pump,power,FR,13,134.4741619,134474161.90
heat_pump,power,FR,14,154.6664686,154666468.60
heat_pump,power,HR,0,0.553235986,553235.99
heat_pump,power,HR,1,0.470634875,470634.88
heat_pump,power,HR,2,0.396822349,396822.35
heat_pump,power,HR,3,0.389924397,389924.40
heat_pump,power,HR,4,1.191747767,1191747.77
heat_pump,power,HR,5,1.570844297,1570844.30
heat_pump,power,HR,6,2.00954674,2009546.74
heat_pump,power,HR,7,2.727290171,2727290.17
heat_pump,power,HR,8,3.302812501,3302812.50
heat_pump,power,HR,9,9.264956685,9264956.69
heat_pump,power,HR,10,9.349875866,9349875.87
heat_pump,power,HR,11,9.349875922,9349875.92
heat_pump,power,HR,12,9.430949091,9430949.09
heat_pump,power,HR,13,9.487265261,9487265.26
heat_pump,power,HR,14,9.474275112,9474275.11
heat_pump,power,HU,0,0.63588318,635883.18
heat_pump,power,HU,1,0.557473274,557473.27
heat_pump,power,HU,2,0.420545692,420545.69
heat_pump,power,HU,3,0.402615448,402615.45
heat_pump,power,HU,4,0.292594096,292594.10
heat_pump,power,HU,5,0.197990873,197990.87
heat_pump,power,HU,6,0.163304777,163304.78
heat_pump,power,HU,7,3.199442999,3199443.00
heat_pump,power,HU,8,6.230376156,6230376.16
heat_pump,power,HU,9,7.880220184,7880220.18
heat_pump,power,HU,10,13.63071737,13630717.37
heat_pump,power,HU,11,18.90956973,18909569.73
heat_pump,power,HU,12,19.70669825,19706698.25
heat_pump,power,HU,13,24.03740912,24037409.12
heat_pump,power,HU,14,27.82402055,27824020.55
heat_pump,power,IE,0,0.494925649,494925.65
heat_pump,power,IE,1,0.4230168,423016.80
heat_pump,power,IE,2,0.381033045,381033.05
heat_pump,power,IE,3,0.341290371,341290.37
heat_pump,power,IE,4,0.23519588,235195.88
heat_pump,power,IE,5,0.17182683,171826.83
heat_pump,power,IE,6,1.302988441,1302988.44
heat_pump,power,IE,7,2.262631667,2262631.67
heat_pump,power,IE,8,3.340930916,3340930.92
heat_pump,power,IE,9,4.263672929,4263672.93
