technology,capacity_type,location,year,none,
reservoir_hydro,power,LT,1,5.92E-09,5.92E-03
reservoir_hydro,power,LT,2,1.18E-08,1.18E-02
reservoir_hydro,power,LT,3,1.72E-08,1.72E-02
reservoir_hydro,power,LT,4,2.31E-08,2.31E-02
reservoir_hydro,power,LT,5,2.87E-08,2.87E-02
reservoir_hydro,power,LT,6,3.45E-08,3.45E-02
reservoir_hydro,power,LT,7,4.06E-08,4.06E-02
reservoir_hydro,power,LT,8,4.75E-08,4.75E-02
reservoir_hydro,power,LT,9,5.54E-08,5.54E-02
reservoir_hydro,power,LT,10,6.49E-08,6.49E-02
reservoir_hydro,power,LT,11,7.69E-08,7.69E-02
reservoir_hydro,power,LT,12,9.37E-08,9.37E-02
reservoir_hydro,power,LT,13,1.22E-07,1.22E-01
reservoir_hydro,power,LT,14,2.31E-07,2.31E-01
reservoir_hydro,power,LU,0,0,0.00E+00
reservoir_hydro,power,LU,1,0,0.00E+00
reservoir_hydro,power,LU,2,0,0.00E+00
reservoir_hydro,power,LU,3,0,0.00E+00
reservoir_hydro,power,LU,4,0,0.00E+00
reservoir_hydro,power,LU,5,0,0.00E+00
reservoir_hydro,power,LU,6,0,0.00E+00
reservoir_hydro,power,LU,7,0,0.00E+00
reservoir_hydro,power,LU,8,0,0.00E+00
reservoir_hydro,power,LU,9,0,0.00E+00
reservoir_hydro,power,LU,10,0,0.00E+00
reservoir_hydro,power,LU,11,0,0.00E+00
reservoir_hydro,power,LU,12,0,0.00E+00
reservoir_hydro,power,LU,13,0,0.00E+00
reservoir_hydro,power,LU,14,0,0.00E+00
reservoir_hydro,power,LV,0,0.884,8.84E+05
reservoir_hydro,power,LV,1,5.44E-09,5.44E-03
reservoir_hydro,power,LV,2,1.09E-08,1.09E-02
reservoir_hydro,power,LV,3,1.58E-08,1.58E-02
reservoir_hydro,power,LV,4,2.12E-08,2.12E-02
reservoir_hydro,power,LV,5,2.64E-08,2.64E-02
reservoir_hydro,power,LV,6,3.17E-08,3.17E-02
reservoir_hydro,power,LV,7,3.74E-08,3.74E-02
reservoir_hydro,power,LV,8,4.39E-08,4.39E-02
reservoir_hydro,power,LV,9,5.12E-08,5.12E-02
reservoir_hydro,power,LV,10,6.01E-08,6.01E-02
reservoir_hydro,power,LV,11,7.12E-08,7.12E-02
reservoir_hydro,power,LV,12,8.69E-08,8.69E-02
reservoir_hydro,power,LV,13,1.13E-07,1.13E-01
reservoir_hydro,power,LV,14,2.13E-07,2.13E-01
reservoir_hydro,power,NL,0,0,0.00E+00
reservoir_hydro,power,NL,1,0,0.00E+00
reservoir_hydro,power,NL,2,0,0.00E+00
reservoir_hydro,power,NL,3,0,0.00E+00
reservoir_hydro,power,NL,4,0,0.00E+00
reservoir_hydro,power,NL,5,0,0.00E+00
reservoir_hydro,power,NL,6,0,0.00E+00
reservoir_hydro,power,NL,7,0,0.00E+00
reservoir_hydro,power,NL,8,0,0.00E+00
reservoir_hydro,power,NL,9,0,0.00E+00
reservoir_hydro,power,NL,10,0,0.00E+00
reservoir_hydro,power,NL,11,0,0.00E+00
reservoir_hydro,power,NL,12,0,0.00E+00
reservoir_hydro,power,NL,13,0,0.00E+00
reservoir_hydro,power,NL,14,0,0.00E+00
reservoir_hydro,power,NO,0,23.540683,2.35E+07
reservoir_hydro,power,NO,1,21.788083,2.18E+07
reservoir_hydro,power,NO,2,20.510083,2.05E+07
reservoir_hydro,power,NO,3,17.90978301,1.79E+07
reservoir_hydro,power,NO,4,16.78026541,1.68E+07
reservoir_hydro,power,NO,5,14.92133541,1.49E+07
reservoir_hydro,power,NO,6,13.84298541,1.38E+07
reservoir_hydro,power,NO,7,13.50226542,1.35E+07
reservoir_hydro,power,NO,8,12.62560042,1.26E+07
reservoir_hydro,power,NO,9,9.199130529,9.20E+06
reservoir_hydro,power,NO,10,8.110020535,8.11E+06
reservoir_hydro,power,NO,11,7.756170545,7.76E+06
reservoir_hydro,power,NO,12,6.640610559,6.64E+06
reservoir_hydro,power,NO,13,5.927130683,5.93E+06
reservoir_hydro,power,NO,14,5.720685763,5.72E+06
reservoir_hydro,power,PL,0,0.418353911,4.18E+05
reservoir_hydro,power,PL,1,0.418353911,4.18E+05
reservoir_hydro,power,PL,2,2.00E-09,2.00E-03
reservoir_hydro,power,PL,3,5.02E-09,5.02E-03
reservoir_hydro,power,PL,4,7.64E-09,7.64E-03
reservoir_hydro,power,PL,5,1.03E-08,1.03E-02
reservoir_hydro,power,PL,6,1.32E-08,1.32E-02
reservoir_hydro,power,PL,7,1.64E-08,1.64E-02
reservoir_hydro,power,PL,8,2.01E-08,2.01E-02
reservoir_hydro,power,PL,9,2.45E-08,2.45E-02
reservoir_hydro,power,PL,10,2.99E-08,2.99E-02
reservoir_hydro,power,PL,11,3.70E-08,3.70E-02
reservoir_hydro,power,PL,12,4.71E-08,4.71E-02
reservoir_hydro,power,PL,13,6.44E-08,6.44E-02
reservoir_hydro,power,PL,14,1.23E-07,1.23E-01
reservoir_hydro,power,PT,0,0.93439465,9.34E+05
reservoir_hydro,power,PT,1,0.93439465,9.34E+05
reservoir_hydro,power,PT,2,0.934394651,9.34E+05
reservoir_hydro,power,PT,3,0.934394653,9.34E+05
reservoir_hydro,power,PT,4,0.934394654,9.34E+05
reservoir_hydro,power,PT,5,0.934394655,9.34E+05
reservoir_hydro,power,PT,6,0.934394657,9.34E+05
reservoir_hydro,power,PT,7,0.93439466,9.34E+05
reservoir_hydro,power,PT,8,0.934394662,9.34E+05
reservoir_hydro,power,PT,9,0.934394666,9.34E+05
reservoir_hydro,power,PT,10,0.93439467,9.34E+05
reservoir_hydro,power,PT,11,0.934394676,9.34E+05
reservoir_hydro,power,PT,12,0.934394684,9.34E+05
reservoir_hydro,power,PT,13,0.9343947,9.34E+05
reservoir_hydro,power,PT,14,0.934394749,9.34E+05
reservoir_hydro,power,RO,0,3.768122212,3.77E+06
reservoir_hydro,power,RO,1,3.768122213,3.77E+06
reservoir_hydro,power,RO,2,3.153867059,3.15E+06
reservoir_hydro,power,RO,3,3.153867061,3.15E+06
reservoir_hydro,power,RO,4,3.153867064,3.15E+06
reservoir_hydro,power,RO,5,2.677917311,2.68E+06
reservoir_hydro,power,RO,6,2.677917315,2.68E+06
reservoir_hydro,power,RO,7,2.064222106,2.06E+06
reservoir_hydro,power,RO,8,2.064222112,2.06E+06
reservoir_hydro,power,RO,9,1.64790607,1.65E+06
reservoir_hydro,power,RO,10,1.354497057,1.35E+06
reservoir_hydro,power,RO,11,0.937341116,9.37E+05
reservoir_hydro,power,RO,12,1.20E-07,1.20E-01
reservoir_hydro,power,RO,13,1.97E-07,1.97E-01
reservoir_hydro,power,RO,14,4.81E-07,4.81E-01
reservoir_hydro,power,SE,0,4.070996747,4.07E+06
reservoir_hydro,power,SE,1,3.505531601,3.51E+06
reservoir_hydro,power,SE,2,2.342892982,2.34E+06
reservoir_hydro,power,SE,3,2.342892984,2.34E+06
reservoir_hydro,power,SE,4,1.761573676,1.76E+06
reservoir_hydro,power,SE,5,1.585416312,1.59E+06
reservoir_hydro,power,SE,6,1.585416315,1.59E+06
reservoir_hydro,power,SE,7,1.585416319,1.59E+06
reservoir_hydro,power,SE,8,0.220196731,2.20E+05
reservoir_hydro,power,SE,9,0.220196737,2.20E+05
reservoir_hydro,power,SE,10,0.220196744,2.20E+05
reservoir_hydro,power,SE,11,0.220196755,2.20E+05
reservoir_hydro,power,SE,12,0.220196774,2.20E+05
reservoir_hydro,power,SE,13,1.22E-07,1.22E-01
reservoir_hydro,power,SE,14,2.93E-07,2.93E-01
reservoir_hydro,power,SI,0,0.47022393,4.70E+05
reservoir_hydro,power,SI,1,0.470223931,4.70E+05
reservoir_hydro,power,SI,2,0.470223932,4.70E+05
reservoir_hydro,power,SI,3,0.470223934,4.70E+05
reservoir_hydro,power,SI,4,0.470223935,4.70E+05
reservoir_hydro,power,SI,5,0.470223937,4.70E+05
reservoir_hydro,power,SI,6,0.470223939,4.70E+05
reservoir_hydro,power,SI,7,0.364044345,3.64E+05
reservoir_hydro,power,SI,8,0.364044348,3.64E+05
reservoir_hydro,power,SI,9,0.364044352,3.64E+05
reservoir_hydro,power,SI,10,0.364044358,3.64E+05
reservoir_hydro,power,SI,11,0.364044367,3.64E+05
reservoir_hydro,power,SI,12,0.171909873,1.72E+05
reservoir_hydro,power,SI,13,9.69E-08,9.69E-02
reservoir_hydro,power,SI,14,2.33E-07,2.33E-01
reservoir_hydro,power,SK,0,0.8044,8.04E+05
reservoir_hydro,power,SK,1,0.8044,8.04E+05
reservoir_hydro,power,SK,2,0.8044,8.04E+05
reservoir_hydro,power,SK,3,0.8044,8.04E+05
reservoir_hydro,power,SK,4,0.8044,8.04E+05
reservoir_hydro,power,SK,5,0.8044,8.04E+05
reservoir_hydro,power,SK,6,0.8044,8.04E+05
reservoir_hydro,power,SK,7,0.8044,8.04E+05
reservoir_hydro,power,SK,8,0.8044,8.04E+05
reservoir_hydro,power,SK,9,0.8044,8.04E+05
reservoir_hydro,power,SK,10,0.8044,8.04E+05
reservoir_hydro,power,SK,11,0.8044,8.04E+05
reservoir_hydro,power,SK,12,0.8044,8.04E+05
reservoir_hydro,power,SK,13,0.8044,8.04E+05
reservoir_hydro,power,SK,14,0.8044,8.04E+05
reservoir_hydro,power,UK,0,0.524,5.24E+05
reservoir_hydro,power,UK,1,1.79E-09,1.79E-03
reservoir_hydro,power,UK,2,4.46E-09,4.46E-03
reservoir_hydro,power,UK,3,6.77E-09,6.77E-03
reservoir_hydro,power,UK,4,9.09E-09,9.09E-03
reservoir_hydro,power,UK,5,1.16E-08,1.16E-02
reservoir_hydro,power,UK,6,1.43E-08,1.43E-02
reservoir_hydro,power,UK,7,1.74E-08,1.74E-02
reservoir_hydro,power,UK,8,2.10E-08,2.10E-02
reservoir_hydro,power,UK,9,2.54E-08,2.54E-02
reservoir_hydro,power,UK,10,3.07E-08,3.07E-02
reservoir_hydro,power,UK,11,3.77E-08,3.77E-02
reservoir_hydro,power,UK,12,4.78E-08,4.78E-02
reservoir_hydro,power,UK,13,6.51E-08,6.51E-02
reservoir_hydro,power,UK,14,1.24E-07,1.24E-01
run-of-river_hydro,power,AT,0,3.530000001,3.53E+06
run-of-river_hydro,power,AT,1,2.982000002,2.98E+06
run-of-river_hydro,power,AT,2,2.326000003,2.33E+06
run-of-river_hydro,power,AT,3,1.936000004,1.94E+06
run-of-river_hydro,power,AT,4,1.846000006,1.85E+06
run-of-river_hydro,power,AT,5,1.434000008,1.43E+06
run-of-river_hydro,power,AT,6,0.768000011,7.68E+05
run-of-river_hydro,power,AT,7,0.719000014,7.19E+05
run-of-river_hydro,power,AT,8,0.613000018,6.13E+05
run-of-river_hydro,power,AT,9,0.583000023,5.83E+05
run-of-river_hydro,power,AT,10,0.57800003,5.78E+05
run-of-river_hydro,power,AT,11,0.54600004,5.46E+05
run-of-river_hydro,power,AT,12,0.356000054,3.56E+05
run-of-river_hydro,power,AT,13,0.17200008,1.72E+05
run-of-river_hydro,power,AT,14,0.172000157,1.72E+05
run-of-river_hydro,power,BE,0,7.85E-09,7.85E-03
run-of-river_hydro,power,BE,1,1.33E-08,1.33E-02
run-of-river_hydro,power,BE,2,1.77E-08,1.77E-02
run-of-river_hydro,power,BE,3,2.23E-08,2.23E-02
run-of-river_hydro,power,BE,4,2.76E-08,2.76E-02
run-of-river_hydro,power,BE,5,3.27E-08,3.27E-02
run-of-river_hydro,power,BE,6,3.87E-08,3.87E-02
run-of-river_hydro,power,BE,7,4.56E-08,4.56E-02
run-of-river_hydro,power,BE,8,5.34E-08,5.34E-02
run-of-river_hydro,power,BE,9,6.25E-08,6.25E-02
run-of-river_hydro,power,BE,10,7.36E-08,7.36E-02
run-of-river_hydro,power,BE,11,8.78E-08,8.78E-02
run-of-river_hydro,power,BE,12,1.08E-07,1.08E-01
run-of-river_hydro,power,BE,13,1.43E-07,1.43E-01
run-of-river_hydro,power,BE,14,2.61E-07,2.61E-01
run-of-river_hydro,power,BG,0,7.93E-09,7.93E-03
run-of-river_hydro,power,BG,1,1.35E-08,1.35E-02
run-of-river_hydro,power,BG,2,1.81E-08,1.81E-02
run-of-river_hydro,power,BG,3,2.30E-08,2.30E-02
run-of-river_hydro,power,BG,4,2.81E-08,2.81E-02
run-of-river_hydro,power,BG,5,3.36E-08,3.36E-02
run-of-river_hydro,power,BG,6,4.00E-08,4.00E-02
run-of-river_hydro,power,BG,7,4.71E-08,4.71E-02
run-of-river_hydro,power,BG,8,5.50E-08,5.50E-02
run-of-river_hydro,power,BG,9,6.42E-08,6.42E-02
run-of-river_hydro,power,BG,10,7.53E-08,7.53E-02
run-of-river_hydro,power,BG,11,8.96E-08,8.96E-02
run-of-river_hydro,power,BG,12,1.10E-07,1.10E-01
run-of-river_hydro,power,BG,13,1.46E-07,1.46E-01
run-of-river_hydro,power,BG,14,2.91E-07,2.91E-01
run-of-river_hydro,power,CH,0,3.297800001,3.30E+06
run-of-river_hydro,power,CH,1,3.135610001,3.14E+06
run-of-river_hydro,power,CH,2,3.107760002,3.11E+06
run-of-river_hydro,power,CH,3,3.079840003,3.08E+06
run-of-river_hydro,power,CH,4,3.053230005,3.05E+06
run-of-river_hydro,power,CH,5,2.882830006,2.88E+06
run-of-river_hydro,power,CH,6,2.760430008,2.76E+06
run-of-river_hydro,power,CH,7,2.70500001,2.71E+06
run-of-river_hydro,power,CH,8,2.578620013,2.58E+06
run-of-river_hydro,power,CH,9,2.396480016,2.40E+06
run-of-river_hydro,power,CH,10,2.159290021,2.16E+06
run-of-river_hydro,power,CH,11,2.026650027,2.03E+06
run-of-river_hydro,power,CH,12,1.864660036,1.86E+06
run-of-river_hydro,power,CH,13,1.360060052,1.36E+06
run-of-river_hydro,power,CH,14,1.211720104,1.21E+06
run-of-river_hydro,power,CZ,0,7.01E-09,7.01E-03
run-of-river_hydro,power,CZ,1,1.18E-08,1.18E-02
run-of-river_hydro,power,CZ,2,1.56E-08,1.56E-02
run-of-river_hydro,power,CZ,3,1.93E-08,1.93E-02
run-of-river_hydro,power,CZ,4,2.31E-08,2.31E-02
run-of-river_hydro,power,CZ,5,2.73E-08,2.73E-02
run-of-river_hydro,power,CZ,6,3.20E-08,3.20E-02
run-of-river_hydro,power,CZ,7,3.72E-08,3.72E-02
run-of-river_hydro,power,CZ,8,4.32E-08,4.32E-02
run-of-river_hydro,power,CZ,9,5.02E-08,5.02E-02
run-of-river_hydro,power,CZ,10,5.86E-08,5.86E-02
run-of-river_hydro,power,CZ,11,6.94E-08,6.94E-02
run-of-river_hydro,power,CZ,12,8.45E-08,8.45E-02
run-of-river_hydro,power,CZ,13,1.10E-07,1.10E-01
run-of-river_hydro,power,CZ,14,2.05E-07,2.05E-01
run-of-river_hydro,power,DE,0,0.759919893,7.60E+05
run-of-river_hydro,power,DE,1,0.740778624,7.41E+05
run-of-river_hydro,power,DE,2,0.718542659,7.19E+05
run-of-river_hydro,power,DE,3,0.535153245,5.35E+05
run-of-river_hydro,power,DE,4,0.507415599,5.07E+05
run-of-river_hydro,power,DE,5,0.426838877,4.27E+05
run-of-river_hydro,power,DE,6,0.356004719,3.56E+05
run-of-river_hydro,power,DE,7,0.356004724,3.56E+05
run-of-river_hydro,power,DE,8,0.341562815,3.42E+05
run-of-river_hydro,power,DE,9,0.341562827,3.42E+05
run-of-river_hydro,power,DE,10,0.246085741,2.46E+05
run-of-river_hydro,power,DE,11,0.20700255,2.07E+05
run-of-river_hydro,power,DE,12,2.703904053,2.70E+06
run-of-river_hydro,power,DE,13,2.70390475,2.70E+06
run-of-river_hydro,power,DE,14,2.70390487,2.70E+06
run-of-river_hydro,power,DK,0,0,0.00E+00
run-of-river_hydro,power,DK,1,0,0.00E+00
run-of-river_hydro,power,DK,2,0,0.00E+00
run-of-river_hydro,power,DK,3,0,0.00E+00
run-of-river_hydro,power,DK,4,0,0.00E+00
run-of-river_hydro,power,DK,5,0,0.00E+00
run-of-river_hydro,power,DK,6,0,0.00E+00
run-of-river_hydro,power,DK,7,0,0.00E+00
run-of-river_hydro,power,DK,8,0,0.00E+00
run-of-river_hydro,power,DK,9,0,0.00E+00
run-of-river_hydro,power,DK,10,0,0.00E+00
run-of-river_hydro,power,DK,11,0,0.00E+00
run-of-river_hydro,power,DK,12,0,0.00E+00
run-of-river_hydro,power,DK,13,0,0.00E+00
run-of-river_hydro,power,DK,14,0,0.00E+00
run-of-river_hydro,power,EE,0,0,0.00E+00
run-of-river_hydro,power,EE,1,0,0.00E+00
run-of-river_hydro,power,EE,2,0,0.00E+00
run-of-river_hydro,power,EE,3,0,0.00E+00
run-of-river_hydro,power,EE,4,0,0.00E+00
run-of-river_hydro,power,EE,5,0,0.00E+00
run-of-river_hydro,power,EE,6,0,0.00E+00
run-of-river_hydro,power,EE,7,0,0.00E+00
run-of-river_hydro,power,EE,8,0,0.00E+00
run-of-river_hydro,power,EE,9,0,0.00E+00
run-of-river_hydro,power,EE,10,0,0.00E+00
run-of-river_hydro,power,EE,11,0,0.00E+00
run-of-river_hydro,power,EE,12,0,0.00E+00
run-of-river_hydro,power,EE,13,0,0.00E+00
run-of-river_hydro,power,EE,14,0,0.00E+00
run-of-river_hydro,power,EL,0,6.69E-09,6.69E-03
run-of-river_hydro,power,EL,1,1.13E-08,1.13E-02
run-of-river_hydro,power,EL,2,1.49E-08,1.49E-02
run-of-river_hydro,power,EL,3,1.84E-08,1.84E-02
run-of-river_hydro,power,EL,4,2.20E-08,2.20E-02
run-of-river_hydro,power,EL,5,2.57E-08,2.57E-02
run-of-river_hydro,power,EL,6,2.99E-08,2.99E-02
run-of-river_hydro,power,EL,7,3.45E-08,3.45E-02
run-of-river_hydro,power,EL,8,3.98E-08,3.98E-02
run-of-river_hydro,power,EL,9,4.60E-08,4.60E-02
run-of-river_hydro,power,EL,10,5.35E-08,5.35E-02
run-of-river_hydro,power,EL,11,6.31E-08,6.31E-02
run-of-river_hydro,power,EL,12,7.65E-08,7.65E-02
run-of-river_hydro,power,EL,13,9.93E-08,9.93E-02
run-of-river_hydro,power,EL,14,1.86E-07,1.86E-01
run-of-river_hydro,power,ES,0,0.419290001,4.19E+05
run-of-river_hydro,power,ES,1,0.415090001,4.15E+05
run-of-river_hydro,power,ES,2,0.415090002,4.15E+05
run-of-river_hydro,power,ES,3,0.400680003,4.01E+05
run-of-river_hydro,power,ES,4,0.381160005,3.81E+05
run-of-river_hydro,power,ES,5,0.365410006,3.65E+05
run-of-river_hydro,power,ES,6,0.353570008,3.54E+05
run-of-river_hydro,power,ES,7,0.33617001,3.36E+05
run-of-river_hydro,power,ES,8,0.292890012,2.93E+05
run-of-river_hydro,power,ES,9,0.282590016,2.83E+05
run-of-river_hydro,power,ES,10,0.28199002,2.82E+05
run-of-river_hydro,power,ES,11,0.281990025,2.82E+05
run-of-river_hydro,power,ES,12,0.245000033,2.45E+05
run-of-river_hydro,power,ES,13,0.245000047,2.45E+05
run-of-river_hydro,power,ES,14,0.245000094,2.45E+05
run-of-river_hydro,power,FI,0,9.89E-09,9.89E-03
run-of-river_hydro,power,FI,1,1.69E-08,1.69E-02
run-of-river_hydro,power,FI,2,2.23E-08,2.23E-02
run-of-river_hydro,power,FI,3,2.75E-08,2.75E-02
run-of-river_hydro,power,FI,4,3.28E-08,3.28E-02
run-of-river_hydro,power,FI,5,3.83E-08,3.83E-02
run-of-river_hydro,power,FI,6,4.43E-08,4.43E-02
run-of-river_hydro,power,FI,7,5.09E-08,5.09E-02
run-of-river_hydro,power,FI,8,5.85E-08,5.85E-02
run-of-river_hydro,power,FI,9,6.73E-08,6.73E-02
run-of-river_hydro,power,FI,10,7.81E-08,7.81E-02
run-of-river_hydro,power,FI,11,9.19E-08,9.19E-02
run-of-river_hydro,power,FI,12,1.11E-07,1.11E-01
run-of-river_hydro,power,FI,13,1.44E-07,1.44E-01
run-of-river_hydro,power,FI,14,2.69E-07,2.69E-01
run-of-river_hydro,power,FR,0,1.598848461,1.60E+06
run-of-river_hydro,power,FR,1,1.374730967,1.37E+06
run-of-river_hydro,power,FR,2,1.374730968,1.37E+06
run-of-river_hydro,power,FR,3,1.37473097,1.37E+06
run-of-river_hydro,power,FR,4,1.374730971,1.37E+06
run-of-river_hydro,power,FR,5,1.054357888,1.05E+06
run-of-river_hydro,power,FR,6,1.054357891,1.05E+06
run-of-river_hydro,power,FR,7,1.054357895,1.05E+06
run-of-river_hydro,power,FR,8,1.054357899,1.05E+06
run-of-river_hydro,power,FR,9,1.054357905,1.05E+06
run-of-river_hydro,power,FR,10,1.054357912,1.05E+06
run-of-river_hydro,power,FR,11,1.054357922,1.05E+06
run-of-river_hydro,power,FR,12,1.054357937,1.05E+06
run-of-river_hydro,power,FR,13,1.054357964,1.05E+06
run-of-river_hydro,power,FR,14,1.054358044,1.05E+06
run-of-river_hydro,power,HR,0,7.91E-09,7.91E-03
run-of-river_hydro,power,HR,1,1.32E-08,1.32E-02
run-of-river_hydro,power,HR,2,1.73E-08,1.73E-02
run-of-river_hydro,power,HR,3,2.13E-08,2.13E-02
run-of-river_hydro,power,HR,4,2.55E-08,2.55E-02
run-of-river_hydro,power,HR,5,2.99E-08,2.99E-02
run-of-river_hydro,power,HR,6,3.47E-08,3.47E-02
run-of-river_hydro,power,HR,7,4.01E-08,4.01E-02
run-of-river_hydro,power,HR,8,4.62E-08,4.62E-02
run-of-river_hydro,power,HR,9,5.34E-08,5.34E-02
run-of-river_hydro,power,HR,10,6.22E-08,6.22E-02
run-of-river_hydro,power,HR,11,7.31E-08,7.31E-02
run-of-river_hydro,power,HR,12,8.88E-08,8.88E-02
run-of-river_hydro,power,HR,13,1.14E-07,1.14E-01
run-of-river_hydro,power,HR,14,2.12E-07,2.12E-01
run-of-river_hydro,power,HU,0,1.05E-08,1.05E-02
run-of-river_hydro,power,HU,1,1.73E-08,1.73E-02
run-of-river_hydro,power,HU,2,2.33E-08,2.33E-02
run-of-river_hydro,power,HU,3,3.00E-08,3.00E-02
run-of-river_hydro,power,HU,4,3.85E-08,3.85E-02
run-of-river_hydro,power,HU,5,4.99E-08,4.99E-02
run-of-river_hydro,power,HU,6,6.51E-08,6.51E-02
run-of-river_hydro,power,HU,7,8.39E-08,8.39E-02
run-of-river_hydro,power,HU,8,1.04E-07,1.04E-01
run-of-river_hydro,power,HU,9,1.27E-07,1.27E-01
run-of-river_hydro,power,HU,10,1.53E-07,1.53E-01
run-of-river_hydro,power,HU,11,1.89E-07,1.89E-01
run-of-river_hydro,power,HU,12,2.40E-07,2.40E-01
run-of-river_hydro,power,HU,13,3.33E-07,3.33E-01
run-of-river_hydro,power,HU,14,7.65E-07,7.65E-01
run-of-river_hydro,power,IE,0,0.215999973,2.16E+05
run-of-river_hydro,power,IE,1,0.215999976,2.16E+05
run-of-river_hydro,power,IE,2,0.215999978,2.16E+05
run-of-river_hydro,power,IE,3,0.21599998,2.16E+05
run-of-river_hydro,power,IE,4,0.215999982,2.16E+05
run-of-river_hydro,power,IE,5,0.215999984,2.16E+05
run-of-river_hydro,power,IE,6,0.215999985,2.16E+05
run-of-river_hydro,power,IE,7,0.215999987,2.16E+05
run-of-river_hydro,power,IE,8,0.215999988,2.16E+05
run-of-river_hydro,power,IE,9,0.21599999,2.16E+05
run-of-river_hydro,power,IE,10,0.215999991,2.16E+05
run-of-river_hydro,power,IE,11,0.215999992,2.16E+05
run-of-river_hydro,power,IE,12,0.215999994,2.16E+05
run-of-river_hydro,power,IE,13,0.215999995,2.16E+05
run-of-river_hydro,power,IE,14,0.215999998,2.16E+05
run-of-river_hydro,power,IT,0,7.42E-09,7.42E-03
run-of-river_hydro,power,IT,1,1.26E-08,1.26E-02
run-of-river_hydro,power,IT,2,1.65E-08,1.65E-02
run-of-river_hydro,power,IT,3,2.03E-08,2.03E-02
run-of-river_hydro,power,IT,4,2.42E-08,2.42E-02
run-of-river_hydro,power,IT,5,2.84E-08,2.84E-02
run-of-river_hydro,power,IT,6,3.30E-08,3.30E-02
run-of-river_hydro,power,IT,7,3.81E-08,3.81E-02
run-of-river_hydro,power,IT,8,4.39E-08,4.39E-02
run-of-river_hydro,power,IT,9,5.08E-08,5.08E-02
run-of-river_hydro,power,IT,10,5.91E-08,5.91E-02
run-of-river_hydro,power,IT,11,6.98E-08,6.98E-02
run-of-river_hydro,power,IT,12,8.48E-08,8.48E-02
run-of-river_hydro,power,IT,13,1.10E-07,1.10E-01
run-of-river_hydro,power,IT,14,2.02E-07,2.02E-01
run-of-river_hydro,power,LT,0,1.39E-09,1.39E-03
run-of-river_hydro,power,LT,1,3.46E-09,3.46E-03
run-of-river_hydro,power,LT,2,5.24E-09,5.24E-03
run-of-river_hydro,power,LT,3,7.02E-09,7.02E-03
run-of-river_hydro,power,LT,4,8.91E-09,8.91E-03
run-of-river_hydro,power,LT,5,1.10E-08,1.10E-02
run-of-river_hydro,power,LT,6,1.33E-08,1.33E-02
run-of-river_hydro,power,LT,7,1.60E-08,1.60E-02
run-of-river_hydro,power,LT,8,1.91E-08,1.91E-02
run-of-river_hydro,power,LT,9,2.28E-08,2.28E-02
run-of-river_hydro,power,LT,10,2.75E-08,2.75E-02
run-of-river_hydro,power,LT,11,3.36E-08,3.36E-02
run-of-river_hydro,power,LT,12,4.24E-08,4.24E-02
run-of-river_hydro,power,LT,13,5.75E-08,5.75E-02
run-of-river_hydro,power,LT,14,1.08E-07,1.08E-01
run-of-river_hydro,power,LU,0,0,0.00E+00
run-of-river_hydro,power,LU,1,0,0.00E+00
run-of-river_hydro,power,LU,2,0,0.00E+00
run-of-river_hydro,power,LU,3,0,0.00E+00
run-of-river_hydro,power,LU,4,0,0.00E+00
run-of-river_hydro,power,LU,5,0,0.00E+00
run-of-river_hydro,power,LU,6,0,0.00E+00
run-of-river_hydro,power,LU,7,0,0.00E+00
run-of-river_hydro,power,LU,8,0,0.00E+00
run-of-river_hydro,power,LU,9,0,0.00E+00
run-of-river_hydro,power,LU,10,0,0.00E+00
run-of-river_hydro,power,LU,11,0,0.00E+00
run-of-river_hydro,power,LU,12,0,0.00E+00
run-of-river_hydro,power,LU,13,0,0.00E+00
run-of-river_hydro,power,LU,14,0,0.00E+00
run-of-river_hydro,power,LV,0,0.402000003,4.02E+05
run-of-river_hydro,power,LV,1,9.79E-09,9.79E-03
run-of-river_hydro,power,LV,2,1.39E-08,1.39E-02
run-of-river_hydro,power,LV,3,1.77E-08,1.77E-02
run-of-river_hydro,power,LV,4,2.14E-08,2.14E-02
run-of-river_hydro,power,LV,5,2.53E-08,2.53E-02
run-of-river_hydro,power,LV,6,2.95E-08,2.95E-02
run-of-river_hydro,power,LV,7,3.42E-08,3.42E-02
run-of-river_hydro,power,LV,8,3.96E-08,3.96E-02
run-of-river_hydro,power,LV,9,4.58E-08,4.58E-02
run-of-river_hydro,power,LV,10,5.34E-08,5.34E-02
run-of-river_hydro,power,LV,11,6.31E-08,6.31E-02
run-of-river_hydro,power,LV,12,7.67E-08,7.67E-02
run-of-river_hydro,power,LV,13,9.97E-08,9.97E-02
run-of-river_hydro,power,LV,14,1.87E-07,1.87E-01
run-of-river_hydro,power,NL,0,0,0.00E+00
run-of-river_hydro,power,NL,1,0,0.00E+00
run-of-river_hydro,power,NL,2,0,0.00E+00
run-of-river_hydro,power,NL,3,0,0.00E+00
run-of-river_hydro,power,NL,4,0,0.00E+00
run-of-river_hydro,power,NL,5,0,0.00E+00
run-of-river_hydro,power,NL,6,0,0.00E+00
run-of-river_hydro,power,NL,7,0,0.00E+00
run-of-river_hydro,power,NL,8,0,0.00E+00
run-of-river_hydro,power,NL,9,0,0.00E+00
run-of-river_hydro,power,NL,10,0,0.00E+00
run-of-river_hydro,power,NL,11,0,0.00E+00
run-of-river_hydro,power,NL,12,0,0.00E+00
