carrier,node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
biomass,IT,11.559899183862143,0.8685781047842989,3.005472459326673e-07,7.43612690577877e-08,6.06615980332113e-08,5.1777655944071154e-08,4.643751347198395e-08,4.191341576921695e-08,4.21475106752951e-08,2.842619771948953e-08,3.215161669761385e-08,2.7532033529156158e-08,3.0094399812732344e-08,4.636291659768109e-08,1.0135172439787096e-07
biomass,LT,1.094549007607742,1.5260807144491206e-08,1.8844138631859408e-08,2.4751557966227622e-08,2.4212429441979085e-08,2.3989701608352006e-08,2.5134466951954695e-08,2.7537623010340165e-08,2.895980930563574e-08,2.3691126237566266e-08,2.7207738221865772e-08,2.3157937828061462e-08,2.4661111057866678e-08,3.7682880671854684e-08,8.946188362094032e-08
biomass,LU,0.16168086742227025,0.01816763703136551,4.447088340842265e-08,1.5867262007423033e-08,2.4636707548862927e-08,1.1692560014426274e-07,0.006614751260355721,0.003024382691693048,0.14351316878740436,0.14351316518123663,0.1211292350976621,7.905654419878176e-08,9.123513991625119e-08,7.202298544039429e-07,0.2225652032593142
biomass,LV,0.38112272077264325,1.41427983639504e-08,1.626565356362043e-08,1.9548265652350176e-08,2.0022463174129302e-08,2.0457582092763345e-08,2.2342472019477795e-08,2.3916832470745318e-08,2.642646311084298e-08,2.044424063464746e-08,2.4203204335629778e-08,2.0529294257790106e-08,2.4099177469093344e-08,3.614811377798363e-08,8.758556332496098e-08
biomass,NL,0.9835645691967609,0.5784492852591336,0.4992426723608069,0.4754310229057375,0.3798139321689712,0.3651653875109555,0.23140283251695945,0.13881722531199736,0.06356944719830003,0.008545157316729142,0.00854513807113412,0.008545116149239435,0.0085451310981413,1.562651376447074e-06,4.4129067173211334e-07
biomass,NO,3.8134394789824616e-08,4.57711711963417e-08,3.989879709806152e-08,3.7566976736535435e-08,3.420238133130014e-08,3.064380913695235e-08,2.9021972613124608e-08,3.091442457834884e-08,3.179678175635477e-08,3.399956239772808e-08,3.552458300968834e-08,3.279965899247068e-08,3.1624316398827846e-08,4.56485472411893e-08,1.2364095243892324e-07
biomass,PL,7.655743471307271,6.369196803144261,6.185380234135416,2.3443811502182568,5.695749593287986,4.06209149678796,7.50212866795708e-06,1.3952636428535351e-07,8.723051152556e-08,3.759141373435593e-08,5.2824597294874846e-08,2.298119345535527e-08,2.7440983861780567e-08,4.443580716281841e-08,1.0071108199254074e-07
biomass,PT,0.32059867849839685,2.4730745812896206e-08,1.4833148374659595e-08,2.2171785122624542e-08,0.07342196514354415,0.02899962762026947,0.02899967913398154,0.007949597088952338,0.00461933040602396,4.4999176858240214e-08,5.041750047979474e-08,4.843361918725958e-08,4.085267975792993e-08,6.461849054472052e-08,1.2940100282700092e-07
biomass,RO,2.1549018261003696,4.941993566931906e-08,2.1238628542147663e-08,1.4551934958032562e-08,2.0025925389134426e-08,2.857596047901306e-08,4.614726299961207e-08,0.29210795849268273,0.2024074055027297,0.19344166588595482,0.19344173597923955,0.15808278654117272,0.15808280713630335,0.1580830406926189,0.2555221286295115
biomass,SE,3.16713161164319e-08,3.0976772553340234e-08,2.9529777218601438e-08,3.244444787013168e-08,3.004403590706031e-08,2.76570977100473e-08,2.7015327376350717e-08,3.0799031952513136e-08,3.241534195260124e-08,2.527405344674851e-08,2.916602536966538e-08,2.446926183220483e-08,2.4356032024356254e-08,4.1094283374982596e-08,1.140557599444509e-07
biomass,SI,0.6621151767810654,1.1154740259023015e-07,4.1033699334728014e-08,5.3115030119090754e-08,1.417692839366859e-07,8.797325446939796e-08,6.763959366362912e-08,5.6392499307838134e-08,5.076014586021028e-08,3.3860506737468305e-08,4.807780297767523e-08,2.998969462782664e-08,3.2689098983126976e-08,5.128010705483113e-08,1.1397606728787906e-07
biomass,SK,0.9778298821579199,2.272443488679521e-07,1.9940159104330484e-08,1.2115782498348455e-08,1.7939066481877577e-08,1.1398122193505786e-07,0.06465875978812961,0.22355048336557057,0.10130795511189566,0.055126431326055304,0.017676508664155963,7.391018785256224e-08,8.411860441511997e-08,2.1900677378178012e-07,4.937255342831862e-07
biomass,UK,2.3821465070237045,7.653313273388966e-08,1.417746560987096e-07,1.406087607491737e-07,8.036838131922695e-08,5.415549499055373e-08,4.422484535825289e-08,4.447488557267131e-08,3.7846284404881376e-08,3.620218606777634e-08,3.8144613394168517e-08,3.3992329394537643e-08,3.900385520716279e-08,4.9368020036102485e-08,1.2559627285839186e-07
district_heat,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district_heat,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,AT,0.41047579749035024,1.881623079904465,6.840922001854826,7.780112709589866,8.05630540525927,8.527081705360393,9.039110863856187,9.492818306871165,8.190984951184952,8.190985002849335,7.796596074564721,9.019247505683765,5.645389347489439,3.652587171455197,3.3011040088826467
hard_coal,BE,1.0362128299416007,1.9113495808111458,6.740543216861325,7.418571164392696,9.136078657811879,10.213897010974488,10.623165261235291,10.623165332631968,10.524905992996743,10.524905797687289,9.576474539888274,8.76425872085868,4.018713119926983,3.219298595425911,1.5017908566764118
hard_coal,BG,1.3377564589178008,4.286495750338061,4.669629268931087,5.103331670100266,5.0622464553084185,5.136880194573052,4.909227535163174,4.739519357713305,3.943113903946634,3.943114038501062,3.42986018275994,2.0287667092433623,2.4053445757361427,1.4441231460752189,1.1234216229590976
hard_coal,CH,0.7799677323606861,3.7101023442972836,9.389096037415174,10.065704950464989,11.054927489019938,11.700329774097144,12.401252444729192,13.022718474285904,11.232157261555082,11.752533091837803,11.211714406596748,12.889707133013195,9.395347692521835,7.272880994400889,6.179610991854295
hard_coal,CZ,2.5045283257413833,3.6148169182309164,8.21668716168165,8.901186656607093,9.075853503155576,9.248885677570858,9.000761660644683,8.349350670981847,7.218173723062445,7.175011855085256,6.863958213001468,6.6126047233702305,3.2993017274527445,2.152033924060598,1.5898318912546585
hard_coal,DE,6.240285878505633,12.280977072648865,47.463955731547536,60.54919437447355,48.17174966739527,33.99107955598228,32.79393981233143,31.048257945610022,29.745747543050403,29.74574753533703,26.04446225134887,22.918929140136,8.040988213699173,2.1667416429365088e-07,2.091688377793694e-07
hard_coal,DK,0.004337696578296509,0.004338340893754704,0.9889421745742449,0.9746797337093019,0.7825675134904664,0.6484854135049343,3.946133018055741e-08,2.6369945589139512e-08,1.9529372848019987e-08,1.9485663512279754e-08,1.760119186178785e-08,2.8636546371270364e-08,3.8904152402422545e-08,2.5124712136847446e-08,4.0107268376162656e-08
hard_coal,EE,7.968419493877112e-09,0.04768601669709971,0.31973465743476254,0.3197346668292187,0.31973465110450433,0.29957288214023436,1.4803928505190009e-07,2.8410711950213653e-08,1.9440897588582898e-08,1.986210532791126e-08,2.012681347731344e-08,2.395562258839715e-08,3.9440987836473426e-08,2.3463706700634333e-08,3.928255215289325e-08
hard_coal,EL,0.010150597035479313,0.010150596091362193,0.1386298673029749,0.1386298804301393,0.1386298254270216,0.13857674132417802,0.0023412231760444415,6.932139718582181e-07,2.5717118993134122e-08,1.8431892091175974e-08,1.8178556401816003e-08,2.8749093769035743e-08,3.230411622401698e-08,2.238408605888999e-08,3.559823423711554e-08
hard_coal,ES,2.6715765689783084,11.216066621756507,14.844533384508745,14.913795669831455,14.913795688273392,14.814226880625217,14.814226866142567,13.740362726140148,13.731118091226826,13.731118086369415,5.7549721792304895,2.6515047204004647,0.1011760404248524,5.180296555474198e-08,5.544839258341803e-08
hard_coal,FI,0.030816305764046127,1.1586658533382488,2.0115272544655336,1.9808126808243016,1.707636369865714,1.542634223069033,1.1863098993725938,0.00971826355411916,3.8652882367984965e-08,3.2377167543349775e-08,2.5206498853566447e-08,2.7253500993540784e-07,0.002203497380385882,2.8510193825445043e-08,4.5205914952100205e-08
hard_coal,FR,10.576241265283986,37.570737632450644,46.38810665066659,48.660878635045584,50.417090664529375,54.99675945519308,55.63612314609863,55.63591966304177,53.430494012989236,52.86868481994272,42.10794167679049,16.38302191901859,15.099696886882095,8.866813888113613,5.688002396118959e-07
