technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
waste_boiler_DH,power,CH,0.584215985,0.557619644,0.530794307,0.520576266,0.503799126,0.492634394,0.410573207,0.363568848,0.323002684,0.263381825,0.182024006,0.094047751,0.071532934,0.054511268,0.040284217
waste_boiler_DH,power,CZ,0.080760615,0.080760615,0.080760616,0.075550386,0.070077406,0.060448708,0.055907124,0.045506154,0.045384834,0.026241627,0.02405764,0.013481722,0.006558238,0.006249596,6.08E-08
waste_boiler_DH,power,DE,2.15909714,2.159097141,2.159097142,2.159097142,2.159097143,2.073153185,1.838038693,1.574771663,1.17211996,0.795048334,0.795048336,0.467405594,0.296897512,2.82E-08,5.80E-08
waste_boiler_DH,power,DK,1.534718745,1.469256189,1.368660666,1.282827139,1.174490215,1.06463672,1.00740295,0.889029077,0.841838797,0.685942467,0.674268175,0.416544663,0.347791778,0.179949364,0.07506996
waste_boiler_DH,power,EE,0.05480246,0.054802461,0.054802461,0.054802462,0.054802462,0.054802463,0.054802464,0.054802464,0.054802465,0.054802467,0.051597225,0.029252739,0.02055371,0.005596456,5.23E-08
waste_boiler_DH,power,EL,4.41E-09,5.71E-09,6.91E-09,8.10E-09,9.35E-09,1.07E-08,1.21E-08,1.35E-08,1.52E-08,1.72E-08,1.98E-08,2.32E-08,2.80E-08,3.61E-08,6.32E-08
waste_boiler_DH,power,ES,3.73E-09,5.18E-09,6.48E-09,7.80E-09,9.18E-09,1.06E-08,1.22E-08,1.38E-08,1.56E-08,1.78E-08,2.06E-08,2.43E-08,2.94E-08,3.77E-08,6.49E-08
waste_boiler_DH,power,FI,0.29914826,0.29914826,0.29750469,0.295163921,0.293504864,0.284856447,0.274639561,0.263639451,0.206396433,0.178864125,0.145445836,0.066530982,0.045308051,0.027389908,5.21E-08
waste_boiler_DH,power,FR,0.861858232,0.657513345,0.649624027,0.641734709,0.633845391,0.530087921,0.522198604,0.514309287,0.424802513,0.383277718,0.310080631,0.191134175,0.15030317,0.072756399,0.015174558
waste_boiler_DH,power,HR,7.32E-09,8.81E-09,1.01E-08,1.13E-08,1.24E-08,1.37E-08,1.51E-08,1.66E-08,1.83E-08,2.04E-08,2.31E-08,2.67E-08,3.20E-08,4.00E-08,6.70E-08
waste_boiler_DH,power,HU,0.069625629,0.06962563,0.06962563,0.069625631,0.069625632,0.069625633,0.069625634,0.063346522,0.061333912,0.061333914,0.05987907,0.042435076,0.015777654,0.006247796,6.02E-08
waste_boiler_DH,power,IE,4.15E-09,5.54E-09,6.83E-09,8.15E-09,9.58E-09,1.11E-08,1.28E-08,1.45E-08,1.65E-08,1.88E-08,2.16E-08,2.55E-08,3.08E-08,3.91E-08,6.62E-08
waste_boiler_DH,power,IT,0.152028314,0.152028314,0.152028315,0.152028315,0.152028316,0.152028317,0.152028317,0.152028318,0.152028319,0.122312956,0.092070564,0.055659672,0.040295744,0.00424545,5.22E-08
waste_boiler_DH,power,LT,0.129531958,0.129531958,0.129531959,0.129531959,0.12953196,0.12953196,0.129531961,0.129531962,0.129531963,0.129531964,0.119044111,0.095672271,0.070925017,0.059043354,5.21E-08
waste_boiler_DH,power,LU,6.94E-09,8.81E-09,1.04E-08,1.19E-08,1.35E-08,1.53E-08,1.73E-08,1.96E-08,2.21E-08,2.51E-08,2.90E-08,3.47E-08,4.24E-08,5.38E-08,7.94E-08
waste_boiler_DH,power,LV,5.21E-09,6.90E-09,8.29E-09,9.48E-09,1.06E-08,1.18E-08,1.31E-08,1.44E-08,1.60E-08,1.80E-08,2.05E-08,2.39E-08,2.87E-08,3.68E-08,6.39E-08
waste_boiler_DH,power,NL,0.173418988,0.173418988,0.173418989,0.173418989,0.17341899,0.173418991,0.173418991,0.173418992,0.173418993,0.170190277,0.15377319,0.055125967,0.01872275,0.008901214,5.27E-08
waste_boiler_DH,power,NO,0.462347191,0.462347192,0.420925617,0.414636674,0.406492115,0.326360869,0.32636087,0.29784725,0.261518364,0.213830715,0.12918137,0.034626209,1.84E-08,2.74E-08,5.64E-08
waste_boiler_DH,power,PL,0.280681668,0.280681669,0.280681669,0.28068167,0.28068167,0.280681671,0.280681672,0.276092027,0.263839158,0.257688373,0.25535911,0.231059597,0.125568213,0.047683537,5.22E-08
waste_boiler_DH,power,PT,8.20E-09,9.71E-09,1.11E-08,1.24E-08,1.38E-08,1.54E-08,1.70E-08,1.89E-08,2.09E-08,2.33E-08,2.62E-08,3.03E-08,3.51E-08,4.29E-08,6.93E-08
waste_boiler_DH,power,RO,1.16E-08,1.30E-08,1.43E-08,1.56E-08,1.70E-08,1.85E-08,2.03E-08,2.25E-08,2.51E-08,2.82E-08,3.20E-08,3.74E-08,4.45E-08,5.51E-08,8.12E-08
waste_boiler_DH,power,SE,1.736083026,1.736083027,1.652352472,1.595755668,1.500207312,1.364721472,1.175209296,1.114172443,0.95618881,0.956188811,0.832901993,0.66839261,0.400041678,0.27769801,5.18E-08
waste_boiler_DH,power,SI,6.87E-09,8.30E-09,9.59E-09,1.10E-08,1.22E-08,1.36E-08,1.52E-08,1.67E-08,1.85E-08,2.06E-08,2.33E-08,2.69E-08,3.18E-08,3.96E-08,6.64E-08
waste_boiler_DH,power,SK,1.06E-08,1.21E-08,1.35E-08,1.49E-08,1.68E-08,1.91E-08,2.16E-08,2.39E-08,2.67E-08,2.99E-08,3.38E-08,3.87E-08,4.51E-08,5.42E-08,8.12E-08
waste_boiler_DH,power,UK,0.022235938,0.022235939,0.022235939,0.02223594,0.022235941,0.022235941,0.022235942,0.022235943,0.022235944,0.022235946,0.022235948,0.018877127,2.07E-08,2.95E-08,5.80E-08
waste_plant,power,AT,8.61E-10,1.26E-09,1.60E-09,1.94E-09,2.29E-09,2.67E-09,3.09E-09,3.55E-09,4.08E-09,4.72E-09,5.55E-09,6.68E-09,8.27E-09,9.92E-09,1.79E-08
waste_plant,power,BE,0.0025,0.0025,0.0025,0.002500001,0.002500001,0.002500001,0.002500001,0.002500002,0.002500002,0.002500003,3.75E-09,5.13E-09,6.90E-09,9.37E-09,1.77E-08
waste_plant,power,BG,9.36E-10,1.38E-09,1.78E-09,2.20E-09,2.59E-09,3.00E-09,3.44E-09,3.89E-09,4.40E-09,5.03E-09,5.83E-09,6.94E-09,8.50E-09,1.01E-08,1.81E-08
waste_plant,power,CH,0.032,0.032,0.032000001,0.032000001,0.020000001,1.78E-09,2.33E-09,2.87E-09,3.48E-09,4.19E-09,5.06E-09,6.25E-09,7.87E-09,1.02E-08,1.83E-08
waste_plant,power,CZ,0.0175,1.01E-09,1.41E-09,1.77E-09,2.15E-09,2.54E-09,2.97E-09,3.42E-09,3.95E-09,4.59E-09,5.39E-09,6.49E-09,8.01E-09,1.00E-08,1.78E-08
waste_plant,power,DE,0.61952,0.49322,0.47822,0.47822,0.478220001,0.325520001,0.263500001,0.061600002,0.018700002,2.89E-09,3.87E-09,5.16E-09,6.86E-09,9.33E-09,1.76E-08
waste_plant,power,DK,0.1038,0.1038,0.0992,0.0992,0.080900001,0.063000001,0.063000001,0.063000001,0.063000002,0.063000002,0.063000003,4.07E-09,5.70E-09,8.20E-09,1.65E-08
waste_plant,power,EE,0.017,0.017,0.017,0.017,0.017000001,0.017000001,0.017000001,0.017000001,0.017000002,2.73E-09,3.62E-09,4.74E-09,6.28E-09,8.70E-09,1.69E-08
waste_plant,power,EL,7.11E-10,1.07E-09,1.38E-09,1.68E-09,1.99E-09,2.32E-09,2.68E-09,3.09E-09,3.58E-09,4.17E-09,4.92E-09,5.92E-09,7.36E-09,9.11E-09,1.70E-08
waste_plant,power,ES,0.1115,0.1115,0.1115,0.1115,0.055000001,0.024000001,0.024000001,0.024000001,0.024000002,0.024000002,0.024000003,0.024000004,5.42E-09,7.99E-09,1.65E-08
waste_plant,power,FI,0.32,0.32,0.287,0.257,0.257000001,0.257000001,0.191500001,0.183000001,0.078000002,2.73E-09,3.63E-09,4.76E-09,6.30E-09,8.72E-09,1.69E-08
waste_plant,power,FR,0.50302,0.39802,0.30108,0.28,0.187300001,0.162100001,0.092840001,0.079700001,0.079300002,0.054500002,0.054500003,0.042500004,5.69E-09,8.35E-09,1.69E-08
waste_plant,power,HR,8.31E-10,1.22E-09,1.54E-09,1.86E-09,2.18E-09,2.53E-09,2.89E-09,3.30E-09,3.79E-09,4.38E-09,5.13E-09,6.14E-09,7.59E-09,9.23E-09,1.72E-08
waste_plant,power,HU,8.76E-10,1.28E-09,1.62E-09,1.97E-09,2.32E-09,2.71E-09,3.12E-09,3.56E-09,4.08E-09,4.71E-09,5.51E-09,6.61E-09,8.15E-09,9.77E-09,1.78E-08
waste_plant,power,IE,0.0615,0.0615,0.0615,0.0615,0.061500001,0.061500001,0.061500001,0.061500001,0.061500002,0.061500002,0.061500003,4.38E-09,6.10E-09,8.59E-09,1.70E-08
waste_plant,power,IT,0.19945,0.19945,0.1562,0.1413,0.121300001,0.099300001,0.099300001,0.099300001,0.082500002,2.77E-09,3.67E-09,4.82E-09,6.37E-09,8.78E-09,1.70E-08
waste_plant,power,LT,0.063,0.063,0.063,0.063,0.063000001,0.063000001,0.063000001,0.063000001,0.063000001,0.043000002,0.043000002,0.043000003,0.019000004,7.03E-09,1.57E-08
waste_plant,power,LU,8.51E-10,1.24E-09,1.58E-09,1.91E-09,2.27E-09,2.65E-09,3.07E-09,3.53E-09,4.06E-09,4.71E-09,5.53E-09,6.66E-09,8.23E-09,9.89E-09,1.79E-08
waste_plant,power,LV,7.07E-10,1.06E-09,1.37E-09,1.67E-09,1.98E-09,2.31E-09,2.67E-09,3.08E-09,3.57E-09,4.16E-09,4.91E-09,5.91E-09,7.34E-09,9.10E-09,1.70E-08
waste_plant,power,NL,0.194,0.194,0.194,0.194000001,0.194000001,0.194000001,0.017000001,0.017000002,2.38E-09,3.11E-09,3.99E-09,5.11E-09,6.66E-09,9.04E-09,1.72E-08
waste_plant,power,NO,0.07135,0.07135,0.07035,0.064450001,0.064450001,0.064450001,0.054200001,1.97E-09,2.58E-09,3.27E-09,4.09E-09,5.17E-09,6.66E-09,9.03E-09,1.72E-08
waste_plant,power,PL,0.0515,0.0515,0.0515,0.0515,0.051500001,0.051500001,0.049400001,0.049400001,0.049400002,0.049400002,0.007500003,4.12E-09,5.76E-09,8.26E-09,1.66E-08
waste_plant,power,PT,1.00E-09,1.39E-09,1.74E-09,2.08E-09,2.43E-09,2.78E-09,3.16E-09,3.57E-09,4.06E-09,4.65E-09,5.41E-09,6.45E-09,7.92E-09,9.40E-09,1.74E-08
waste_plant,power,RO,9.05E-10,1.31E-09,1.66E-09,2.02E-09,2.38E-09,2.77E-09,3.19E-09,3.64E-09,4.17E-09,4.81E-09,5.63E-09,6.76E-09,8.35E-09,9.97E-09,1.81E-08
waste_plant,power,SE,0.2094,0.2094,0.2094,0.2094,0.209400001,0.209400001,0.209400001,0.207000001,0.207000002,0.020000002,3.29E-09,4.47E-09,6.05E-09,8.50E-09,1.68E-08
waste_plant,power,SI,7.82E-10,1.16E-09,1.48E-09,1.79E-09,2.11E-09,2.44E-09,2.81E-09,3.22E-09,3.71E-09,4.31E-09,5.06E-09,6.08E-09,7.53E-09,9.22E-09,1.72E-08
waste_plant,power,SK,8.58E-10,1.25E-09,1.60E-09,1.93E-09,2.29E-09,2.67E-09,3.08E-09,3.53E-09,4.05E-09,4.68E-09,5.49E-09,6.59E-09,8.13E-09,9.76E-09,1.77E-08
waste_plant,power,UK,1.23435,1.18555,1.17515,1.14005,1.100850001,1.060550001,1.056750001,0.952150001,0.790350002,0.627750002,0.409100003,0.215100003,5.19E-09,7.77E-09,1.62E-08
wind_offshore,power,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,BE,2.2557,2.2557,2.2557,2.2557,2.2557,2.2557,2.0602,2.0602,1.549000016,1.549000042,1.384000089,2.45E-07,6.28E-07,1.849999544,1.849999667
wind_offshore,power,BG,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.09E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,DE,15.00331295,15.00331296,15.00331296,14.99881297,24.32981828,27.83999997,27.83999997,27.83999997,27.83999997,27.83999997,27.83999999,27.84,27.83999999,27.84,27.84
wind_offshore,power,DK,2.3006,2.300600001,2.100600001,1.887200002,1.887200003,1.887200004,1.442700005,1.439100006,1.039500008,1.039500011,1.011500015,0.604800021,3.48E-08,5.42E-08,1.14E-07
wind_offshore,power,EE,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.09E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,EL,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.09E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,ES,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.09E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,FI,0.0443,0.044300001,0.044300001,0.044300002,0.044300003,0.044300004,0.042000005,0.042000007,0.042000009,0.042000013,2.05E-08,2.85E-08,3.81E-08,5.35E-08,1.07E-07
wind_offshore,power,FR,0.002,0.002000001,0.002000001,0.002000001,0.002000002,0.002000003,0.002000003,0.002000005,0.002000007,0.00200001,1.65E-08,2.32E-08,3.13E-08,4.42E-08,8.66E-08
wind_offshore,power,HR,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.08E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,IE,0.0252,0.0252,0.0252,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,IT,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.08E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,LT,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.09E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,LV,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.08E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,NL,2.986200001,2.986200001,2.986200002,2.986200003,2.986200004,2.758200005,2.758200007,2.758200009,2.758200012,2.485200017,1.885200023,1.133200034,7.16E-08,9.75E-08,1.85E-07
wind_offshore,power,NO,2.42E-09,5.22E-09,7.79E-09,1.07E-08,1.37E-08,1.69E-08,2.05E-08,2.46E-08,2.94E-08,3.52E-08,4.22E-08,5.12E-08,6.12E-08,7.94E-08,1.51E-07
wind_offshore,power,PL,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.08E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,PT,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,2.57E-09,7.84E-09,1.50E-08,3.67E-08
wind_offshore,power,RO,5.01E-10,1.24E-09,1.86E-09,2.49E-09,3.17E-09,3.94E-09,4.82E-09,5.85E-09,7.08E-09,8.59E-09,1.05E-08,1.30E-08,1.61E-08,2.15E-08,4.12E-08
wind_offshore,power,SE,0.191400001,0.191400001,0.191400002,0.191400003,0.191400004,0.081000006,0.051000008,0.05100001,0.003000014,0.00300002,3.09E-08,4.29E-08,5.76E-08,8.11E-08,1.62E-07
wind_offshore,power,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind_offshore,power,UK,10.4804,10.4804,10.4804,10.3604,10.1804,10.0804,9.143200004,7.802800005,6.432900007,5.378400009,2.567500012,0.047500017,2.85E-08,4.43E-08,9.56E-08
wind_onshore,power,AT,2.863530001,2.840190001,2.787270002,2.477420004,2.129370005,2.095870007,2.07837001,1.934720014,1.299320019,0.729000027,0.418800038,0.185350058,1.08E-07,1.87E-07,3.77E-07
wind_onshore,power,BE,2.399500002,2.393500004,2.369740008,2.321140014,7.317968466,7.139908485,7.267651554,8.129689334,8.129689357,8.129689352,8.129689349,8.129689346,8.129689274,8.129689333,8.129689362
wind_onshore,power,BG,0.878100001,0.878100002,0.878100004,0.869500006,0.861800009,0.803100014,0.447000023,0.207000037,6.65E-08,9.46E-08,1.27E-07,1.66E-07,2.30E-07,3.87E-07,1.33E-06
wind_onshore,power,CH,0.087800001,0.087800001,0.087800002,0.087200003,0.083350004,0.081350006,0.050450008,0.035250011,0.024950015,0.01175002,0.011750029,5.03E-08,7.35E-08,1.10E-07,2.21E-07
wind_onshore,power,CZ,0.299025001,0.299025002,0.296610004,0.287060007,0.24885001,0.153450017,0.089700035,0.058000106,4.710880057,12.05739447,13.68283515,22.14190664,46.82191821,63.46467628,63.46467772
wind_onshore,power,DE,55.09099601,52.33076602,46.62885003,41.52987004,36.9049701,45.79223036,78.45697571,90.72092356,96.51723947,102.807564,106.9725248,106.9725248,106.9725248,106.9725248,106.9725248
wind_onshore,power,DK,16.80143317,17.09291108,17.02256115,17.46940231,18.05819452,18.58185322,20.10041764,21.4140767,21.97451125,21.95354369,21.98352848,22.53840137,23.7356331,23.73563315,23.73563399
wind_onshore,power,EE,2.27235795,2.272358014,2.293894869,2.29389494,2.314521204,2.338574364,2.672678394,2.76972309,2.799495768,2.774445859,2.774445908,2.774445942,2.831622594,2.831623175,2.825947965
wind_onshore,power,EL,14.07253103,14.05949209,14.02511988,14.44727942,17.20446021,18.3193336,18.84427069,19.45341142,19.45341222,19.46639185,19.46639179,19.47058876,19.46791262,19.4935984,19.50370131
wind_onshore,power,ES,28.13297001,26.86547502,24.85201002,20.51355003,16.17683007,11.38236025,89.81261107,120.8409422,136.4612167,141.9170419,161.659525,166.7922107,170.6744519,171.8121412,171.8379662
wind_onshore,power,FI,10.55423931,13.83862586,15.97887512,16.11544243,16.87242121,17.69877128,20.16991008,22.99062997,23.24109413,23.33264797,23.35673879,23.34221885,23.29968638,23.2561545,23.30676933
wind_onshore,power,FR,20.583685,20.557385,20.501985,20.280625,19.10308001,16.91086001,14.03742001,12.14452001,10.27802002,7.665980028,4.144140039,1.157980059,1.07E-07,1.80E-07,3.47E-07
wind_onshore,power,HR,6.332470939,6.33247095,6.332470962,6.332470984,6.507941896,7.490979541,7.714799092,8.234392678,8.913710614,11.87164429,12.71942959,12.70942964,12.70659013,12.70659316,12.70659404
wind_onshore,power,HU,0.283625001,0.283625003,0.281825005,0.281600007,0.261700012,0.199250021,0.070000047,3.46E-07,40.12355279,44.19101934,50.18899242,53.07731153,53.07731199,53.07731221,53.07731236
wind_onshore,power,IE,4.516180002,4.459420005,4.437720008,4.317600012,3.941750021,3.542150037,3.127350092,8.388591262,9.702047955,9.923406282,10.51212916,10.41062476,10.89621991,12.03375832,12.03375854
wind_onshore,power,IT,56.1064973,55.91870496,55.71270497,54.82779499,68.72282403,73.82348812,75.48920422,80.03853399,90.27425199,104.0759563,104.0445004,103.5439756,101.5353948,101.4489873,101.4489874
wind_onshore,power,LT,3.061591847,3.089727277,3.089567383,3.190979351,3.40737784,3.811884477,3.972779069,4.674548349,4.681479791,4.681479438,4.681480747,4.681482912,4.676926961,4.667297203,4.678429042
wind_onshore,power,LU,0.141600001,0.136600002,0.135400003,0.134200004,0.134200006,0.126200008,0.118600011,0.093300016,0.093300023,0.059900032,0.035900046,0.00640007,1.29E-07,2.25E-07,4.18E-07
wind_onshore,power,LV,4.148822809,4.280760896,4.279341812,4.309240535,4.357066885,4.423543447,4.635893715,4.664264346,4.664264456,4.664264491,4.664264513,4.664264537,4.664264393,4.661010661,4.645942992
wind_onshore,power,NL,12.13763608,12.08176608,11.89960609,11.6539561,15.31614959,32.42620757,33.75832268,35.78656963,37.01246764,37.40019745,43.1421618,45.79104521,48.86499983,48.86499987,48.86499993
wind_onshore,power,NO,4.220950044,4.21720199,7.30151594,11.58875702,17.54492483,20.55033059,21.76848701,22.43655049,23.61815634,27.26929056,28.44130103,28.82896093,30.00647585,30.78381633,31.02739436
wind_onshore,power,PL,35.77817254,35.77817255,35.76017257,35.73017259,56.18276105,61.8991804,78.16359373,84.19425786,88.90967805,93.81205957,94.42055986,93.81205993,93.64838231,95.71863319,95.88063336
wind_onshore,power,PT,5.749750001,5.704550002,5.559600004,5.247750006,4.033250008,2.973750011,1.673900014,1.143900019,0.693700025,0.307900033,0.216700044,0.149200063,1.05E-07,1.65E-07,3.41E-07
wind_onshore,power,RO,3.114650001,3.114650001,3.114650002,3.114650003,3.114650004,3.112400005,2.525100007,1.20460001,0.112000013,0.01000002,3.31E-08,4.64E-08,6.26E-08,8.88E-08,1.82E-07
wind_onshore,power,SE,10.61312502,10.58787508,10.52188021,10.40316183,10.2742452,11.12366321,12.71030401,14.6826884,16.94504389,18.41578369,18.42905704,18.54257954,18.51580129,18.85277409,19.0489889
wind_onshore,power,SI,3.47E-09,6.87E-09,9.77E-09,1.30E-08,1.62E-08,1.97E-08,2.35E-08,2.78E-08,3.29E-08,3.90E-08,4.64E-08,5.59E-08,6.60E-08,8.54E-08,1.63E-07
wind_onshore,power,SK,1.09E-09,2.67E-09,3.99E-09,5.31E-09,6.75E-09,8.36E-09,1.02E-08,1.24E-08,1.49E-08,1.81E-08,2.20E-08,2.72E-08,3.37E-08,4.50E-08,8.65E-08
wind_onshore,power,UK,54.94977503,54.8647051,54.69450526,61.08974066,78.05782277,85.92016187,87.51028136,92.08334863,100.3559249,101.4463454,105.5877968,112.5784104,112.680292,112.6987569,114.4058822
carbon_pipeline,power,AT-CH,6.96E-09,1.08E-08,1.41E-08,1.74E-08,2.08E-08,2.45E-08,2.84E-08,3.28E-08,3.77E-08,4.35E-08,5.08E-08,6.02E-08,7.35E-08,9.56E-08,1.74E-07
carbon_pipeline,power,AT-CZ,1.10E-08,1.71E-08,2.25E-08,2.78E-08,3.35E-08,3.96E-08,4.63E-08,5.40E-08,6.30E-08,7.37E-08,8.71E-08,1.05E-07,1.30E-07,1.76E-07,4.00E-07
carbon_pipeline,power,AT-DE,7.18E-09,1.11E-08,1.47E-08,1.83E-08,2.20E-08,2.63E-08,3.13E-08,3.70E-08,4.38E-08,5.19E-08,6.20E-08,7.50E-08,9.49E-08,1.40E-07,0.528744831
carbon_pipeline,power,AT-HU,6.66E-09,1.03E-08,1.36E-08,1.68E-08,2.02E-08,2.38E-08,2.78E-08,3.23E-08,3.75E-08,4.38E-08,5.15E-08,6.15E-08,7.54E-08,9.86E-08,1.67E-07
carbon_pipeline,power,AT-IT,5.92E-09,9.25E-09,1.23E-08,1.54E-08,1.88E-08,2.26E-08,2.70E-08,3.21E-08,3.82E-08,4.55E-08,5.46E-08,6.65E-08,8.47E-08,1.25E-07,1.31E-06
carbon_pipeline,power,AT-SI,1.59E-08,2.48E-08,3.30E-08,4.14E-08,5.05E-08,6.06E-08,7.22E-08,8.59E-08,1.02E-07,1.22E-07,1.46E-07,1.78E-07,2.25E-07,3.09E-07,6.76E-07
carbon_pipeline,power,AT-SK,6.35E-09,9.84E-09,1.29E-08,1.60E-08,1.93E-08,2.27E-08,2.65E-08,3.09E-08,3.59E-08,4.19E-08,4.92E-08,5.88E-08,7.22E-08,9.46E-08,1.64E-07
carbon_pipeline,power,BE-DE,7.04E-09,1.10E-08,1.47E-08,1.85E-08,2.26E-08,2.70E-08,3.19E-08,3.76E-08,4.42E-08,5.18E-08,6.08E-08,7.26E-08,8.87E-08,1.15E-07,1.87E-07
carbon_pipeline,power,BE-FR,5.88E-09,9.21E-09,1.22E-08,1.53E-08,1.86E-08,2.22E-08,2.61E-08,3.05E-08,3.54E-08,4.13E-08,4.85E-08,5.79E-08,7.08E-08,9.09E-08,1.49E-07
carbon_pipeline,power,BE-LU,2.02E-08,3.15E-08,4.16E-08,5.18E-08,6.25E-08,7.38E-08,8.61E-08,9.99E-08,1.15E-07,1.34E-07,1.56E-07,1.86E-07,2.26E-07,2.90E-07,4.92E-07
carbon_pipeline,power,BE-NL,1.77E-08,2.80E-08,3.77E-08,4.83E-08,6.06E-08,7.43E-08,9.10E-08,1.12E-07,1.39E-07,1.67E-07,2.02E-07,2.49E-07,3.20E-07,4.85E-07,1.332960028
carbon_pipeline,power,BE-NO,1.74E-09,2.71E-09,3.60E-09,4.50E-09,5.47E-09,6.51E-09,7.69E-09,9.04E-09,1.06E-08,1.24E-08,1.46E-08,1.75E-08,2.16E-08,2.87E-08,5.56E-08
carbon_pipeline,power,BE-UK,5.03E-09,7.90E-09,1.05E-08,1.33E-08,1.64E-08,1.98E-08,2.37E-08,2.84E-08,3.40E-08,4.03E-08,4.79E-08,5.81E-08,7.28E-08,1.01E-07,2.38E-07
carbon_pipeline,power,BG-EL,8.52E-09,1.37E-08,1.89E-08,2.50E-08,3.28E-08,4.44E-08,1.16E-07,6.22E-07,6.78E-07,7.04E-07,7.32E-07,7.65E-07,8.23E-07,0.494944336,0.684931661
carbon_pipeline,power,BG-RO,8.75E-09,1.38E-08,1.84E-08,2.33E-08,2.85E-08,3.45E-08,4.19E-08,4.94E-08,5.66E-08,6.46E-08,7.39E-08,8.59E-08,1.03E-07,1.31E-07,2.24E-07
carbon_pipeline,power,CH-AT,6.67E-09,1.04E-08,1.38E-08,1.72E-08,2.08E-08,2.49E-08,2.94E-08,3.47E-08,4.11E-08,4.86E-08,5.76E-08,6.93E-08,8.56E-08,1.14E-07,2.02E-07
carbon_pipeline,power,CH-DE,6.22E-09,9.71E-09,1.29E-08,1.61E-08,1.96E-08,2.37E-08,2.85E-08,3.44E-08,4.16E-08,5.03E-08,6.11E-08,7.48E-08,9.62E-08,1.52E-07,0.072762838
carbon_pipeline,power,CH-FR,6.66E-09,1.04E-08,1.38E-08,1.72E-08,2.09E-08,2.51E-08,3.00E-08,3.57E-08,4.27E-08,5.11E-08,6.15E-08,7.49E-08,9.47E-08,1.32E-07,2.49E-07
carbon_pipeline,power,CH-IT,5.57E-09,8.74E-09,1.17E-08,1.47E-08,1.81E-08,2.20E-08,2.66E-08,3.23E-08,3.94E-08,4.79E-08,5.82E-08,7.21E-08,9.35E-08,1.47E-07,0.450014643
carbon_pipeline,power,CZ-AT,1.12E-08,1.73E-08,2.29E-08,2.84E-08,3.42E-08,4.05E-08,4.75E-08,5.53E-08,6.42E-08,7.47E-08,8.74E-08,1.04E-07,1.26E-07,1.62E-07,2.76E-07
carbon_pipeline,power,CZ-DE,8.86E-09,1.38E-08,1.82E-08,2.27E-08,2.74E-08,3.29E-08,3.93E-08,4.67E-08,5.54E-08,6.58E-08,7.85E-08,9.43E-08,1.18E-07,1.70E-07,9.76E-07
carbon_pipeline,power,CZ-PL,7.50E-09,1.17E-08,1.54E-08,1.92E-08,2.32E-08,2.76E-08,3.25E-08,3.80E-08,4.43E-08,5.19E-08,6.11E-08,7.31E-08,9.00E-08,1.18E-07,2.13E-07
