technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
heat_pump,power,EL,5.748965669,5.666228804,5.340354385,4.966514113,4.48449604,1.143329025,0.429698419,4.37E-08,5.75E-08,7.15E-08,8.99E-08,1.14E-07,1.49E-07,2.10E-07,4.25E-07
heat_pump,power,ES,3.365002234,2.882136831,2.178802572,2.067275091,1.804571023,1.141229282,3.408799076,5.619949482,7.166681168,9.282453293,26.84618506,32.69472235,37.99192381,38.79964297,38.79964303
heat_pump,power,FI,4.176062777,3.578824555,3.099735404,2.820479121,2.146752304,2.015505586,1.680814197,0.343819793,0.093794093,5.36E-08,7.04E-08,9.19E-08,1.23E-07,1.76E-07,3.63E-07
heat_pump,power,FR,17.38828943,14.22797104,10.56864142,8.672878663,6.659198558,4.503774351,2.585650549,11.59268576,17.13571381,23.63309889,51.39555906,116.3515264,119.6237046,134.4741619,154.6664686
heat_pump,power,HR,0.553235986,0.470634875,0.396822349,0.389924397,1.191747767,1.570844297,2.00954674,2.727290171,3.302812501,9.264956685,9.349875866,9.349875922,9.430949091,9.487265261,9.474275112
heat_pump,power,HU,0.63588318,0.557473274,0.420545692,0.402615448,0.292594096,0.197990873,0.163304777,3.199442999,6.230376156,7.880220184,13.63071737,18.90956973,19.70669825,24.03740912,27.82402055
heat_pump,power,IE,0.494925649,0.4230168,0.381033045,0.341290371,0.23519588,0.17182683,1.302988441,2.262631667,3.340930916,4.263672929,5.937538507,6.006393357,7.381136669,10.65297739,10.65297765
heat_pump,power,IT,9.678679221,9.08478809,8.731419572,19.79407438,46.55564247,62.16332171,67.61432014,75.66216889,102.7377153,145.4370708,145.4904808,146.3403252,149.7507124,149.8974258,149.8974267
heat_pump,power,LT,0.140977178,0.135507124,0.118243095,0.117567061,0.095530541,0.080161831,0.066946759,0.023065647,0.004850511,0.004850517,0.004850527,0.00485054,0.004850561,0.0048506,0.004850735
heat_pump,power,LU,0.237212097,0.22256815,0.195437896,0.193584399,0.190734476,0.16036342,0.144644833,0.295405656,0.347702902,0.610641064,1.011060127,1.16003199,1.979588253,2.097876024,2.41538506
heat_pump,power,LV,0.06846609,0.059602946,0.046974488,0.043560643,0.039421688,0.028993198,0.024322586,0.013161587,0.006159764,0.001109019,0.001109025,0.001109034,0.001109049,0.001109078,0.001109176
heat_pump,power,NL,1.546973364,1.460401702,1.368779118,1.338123077,1.140673316,0.883194213,0.766368673,0.460751908,0.042939271,0.318959308,3.521538911,10.77696925,17.12478491,17.16348106,17.88022509
heat_pump,power,NO,9.000666139,6.903958024,4.283315098,2.63945797,1.854390973,1.227450388,0.973492421,0.742214425,4.67E-08,5.98E-08,7.59E-08,9.73E-08,1.28E-07,1.82E-07,3.71E-07
heat_pump,power,PL,1.513697352,1.513697356,1.513697363,1.503777573,1.465585006,1.38703833,0.174944864,0.159617916,1.60E-07,2.10E-07,2.79E-07,3.34E-07,4.62E-07,7.40E-07,1.74E-06
heat_pump,power,PT,0.21172736,0.20177926,0.1928509,0.17899245,0.174187524,0.035635457,0.042033171,0.381001917,0.410723703,0.42019025,1.195930331,2.822316302,2.887200442,3.016681207,3.026879775
heat_pump,power,RO,0.066537901,0.059920137,0.050719575,0.04200165,0.031246602,0.022475709,0.021476841,0.014656797,0.003267801,0.003267887,0.003268047,0.003268131,1.359660034,1.444493827,1.752659197
heat_pump,power,SE,6.860577933,5.684936693,4.794204408,4.176167154,2.714959899,2.018000262,1.262935009,1.047248001,5.39E-08,6.92E-08,8.80E-08,1.13E-07,1.49E-07,2.13E-07,4.37E-07
heat_pump,power,SI,0.472313502,0.434074726,0.392098657,0.384204124,0.514641371,0.64267133,0.777369002,1.091717547,1.142217596,1.854057268,4.110237926,4.123699914,4.14159093,4.29265959,4.343347722
heat_pump,power,SK,0.496967872,0.486083501,0.436604991,0.428594323,0.327630159,0.235753406,0.206578757,0.152173548,1.040226802,2.254568554,3.249865467,5.00666174,6.448418927,6.874782378,8.441270216
heat_pump,power,UK,5.704927829,4.660307118,4.038155049,3.561199702,3.127969945,2.255341123,0.836851076,0.701406062,0.652444372,0.179846163,0.179846172,0.179846186,0.179846208,0.17984625,0.179846392
heat_pump_DH,power,AT,0.027673595,0.027673596,0.027673597,0.027673598,0.027673599,0.0276736,0.027673601,0.027673604,0.027673606,0.027673611,0.026283061,3.09E-08,4.42E-08,9.54E-08,3.49E-07
heat_pump_DH,power,BE,8.73E-09,1.06E-08,1.26E-08,1.48E-08,1.73E-08,2.10E-08,2.64E-08,3.79E-08,6.70E-08,1.10E-07,1.49E-07,1.60E-07,1.70E-07,0.061898259,0.061898339
heat_pump_DH,power,BG,5.50E-09,7.14E-09,8.69E-09,1.01E-08,1.18E-08,1.39E-08,1.63E-08,1.93E-08,2.31E-08,2.80E-08,3.42E-08,4.08E-08,4.55E-08,6.66E-08,1.40E-07
heat_pump_DH,power,CH,0.037495327,0.037495327,0.037495328,0.037495329,0.03749533,0.037495331,0.037495332,0.037495334,0.037495337,0.03749534,0.035611264,2.91E-08,4.19E-08,8.57E-08,3.06E-07
heat_pump_DH,power,CZ,6.23E-09,8.07E-09,1.01E-08,1.26E-08,1.52E-08,1.78E-08,2.12E-08,2.61E-08,3.34E-08,4.28E-08,5.38E-08,6.32E-08,7.55E-08,0.045372672,0.045372731
heat_pump_DH,power,DE,1.73E-08,1.94E-08,2.17E-08,2.51E-08,3.28E-08,0.436559884,1.955582495,3.619362764,3.619362777,3.619362782,3.619362785,3.619362788,3.619362776,3.619362782,3.619362807
heat_pump_DH,power,DK,1.221269387,1.221269391,1.221269395,1.221269399,1.221269408,1.221269428,1.221269477,1.747472258,1.74259518,1.736694497,1.706200154,1.580113041,0.903504823,0.903504853,0.903504882
heat_pump_DH,power,EE,0.090284477,0.090284481,0.090284486,0.090284491,0.0902845,0.090284517,0.090284673,0.090284775,0.09028479,0.090284807,0.090284848,0.090284864,4.89E-07,5.09E-07,5.88E-07
heat_pump_DH,power,EL,3.75E-08,4.00E-08,4.27E-08,4.67E-08,6.00E-08,1.04E-07,0.090203186,0.090203218,0.090203233,0.090203244,0.090203252,0.090203259,0.090203229,0.090203235,0.090203259
heat_pump_DH,power,ES,3.42E-09,5.44E-09,7.28E-09,9.26E-09,1.17E-08,1.45E-08,1.81E-08,2.29E-08,2.84E-08,3.43E-08,4.11E-08,4.90E-08,5.75E-08,7.85E-08,1.25E-07
heat_pump_DH,power,FI,0.214871192,0.214871195,0.214871199,0.214871203,0.255176602,0.227202697,0.403001628,0.782811331,0.755912017,0.676901501,0.660095434,0.640535158,0.640535137,0.640535146,0.640535169
heat_pump_DH,power,FR,0.072293852,0.072293853,0.072293854,0.072293856,0.072293857,0.07229386,0.072293864,0.072293869,0.062163449,0.049235382,0.021858637,5.71E-08,7.55E-08,5.20E-07,0.763727951
heat_pump_DH,power,HR,6.89E-09,9.34E-09,1.20E-08,1.48E-08,1.84E-08,2.42E-08,3.82E-08,0.120072158,0.120072273,0.120072343,0.120072396,0.120072423,0.120072471,0.120072541,0.120072669
heat_pump_DH,power,HU,5.56E-09,7.46E-09,9.30E-09,1.11E-08,1.31E-08,1.54E-08,1.83E-08,2.22E-08,2.74E-08,3.34E-08,4.00E-08,4.70E-08,5.26E-08,7.81E-08,1.53E-07
heat_pump_DH,power,IE,4.10E-09,6.30E-09,8.43E-09,1.08E-08,1.39E-08,1.80E-08,2.39E-08,3.39E-08,4.68E-08,5.92E-08,7.17E-08,8.33E-08,9.74E-08,1.35E-07,2.04E-07
heat_pump_DH,power,IT,2.07E-08,2.30E-08,2.61E-08,3.00E-08,3.64E-08,4.83E-08,9.46E-08,2.436535125,2.436535321,2.436535348,2.436535365,2.43653538,2.436535377,2.436535398,2.436535423
heat_pump_DH,power,LT,1.97E-07,2.01E-07,2.05E-07,2.08E-07,2.14E-07,2.28E-07,6.35E-07,0.22360549,0.22360552,0.223605537,0.223605549,0.223605558,0.223605371,0.22360538,0.223605403
heat_pump_DH,power,LU,6.24E-09,8.76E-09,1.14E-08,1.39E-08,1.68E-08,2.02E-08,2.43E-08,3.03E-08,3.71E-08,4.59E-08,5.61E-08,6.75E-08,8.28E-08,0.074846521,0.074846559
heat_pump_DH,power,LV,2.87E-07,2.91E-07,2.96E-07,3.00E-07,3.05E-07,3.14E-07,3.27E-07,3.36E-07,3.47E-07,3.62E-07,3.87E-07,4.05E-07,1.36E-07,1.59E-07,2.46E-07
heat_pump_DH,power,NL,2.32E-08,2.57E-08,2.88E-08,3.25E-08,3.81E-08,4.85E-08,8.37E-08,0.358851926,0.35885194,0.358851947,0.358851951,0.358851957,0.358851942,0.358851952,0.358851988
heat_pump_DH,power,NO,0.212202519,0.205897114,0.199101241,0.192475449,0.152704087,0.120610856,0.112613492,0.320238122,0.289600753,0.26967364,0.247926739,0.230053635,0.230053641,0.230053648,0.230053674
heat_pump_DH,power,PL,1.51E-08,1.69E-08,1.87E-08,2.12E-08,2.54E-08,3.33E-08,5.94E-08,2.240318092,2.240318104,2.24031811,2.240318114,2.240318117,2.240318107,2.240318114,2.240318139
heat_pump_DH,power,PT,5.56E-09,8.11E-09,1.04E-08,1.30E-08,1.65E-08,2.16E-08,3.18E-08,2.06E-07,0.012118964,0.012118989,0.012119003,0.012119013,0.012119016,0.012119029,0.012119053
heat_pump_DH,power,RO,5.13E-09,6.89E-09,8.57E-09,1.02E-08,1.21E-08,1.41E-08,1.66E-08,1.96E-08,2.33E-08,2.76E-08,3.26E-08,3.90E-08,4.37E-08,6.25E-08,1.04E-07
heat_pump_DH,power,SE,1.128967356,1.128967359,1.128967362,1.128967365,1.128967368,1.128967373,1.128967386,1.248544786,1.079845186,1.079845195,1.066559623,0.898105684,0.89810568,0.898105686,0.89810571
heat_pump_DH,power,SI,1.39E-08,1.63E-08,1.91E-08,2.37E-08,2.81E-08,3.77E-08,0.003884619,0.131537741,0.131537763,0.131537774,0.131537783,0.13153779,0.131537782,0.131537789,0.131537813
heat_pump_DH,power,SK,5.49E-09,7.26E-09,8.96E-09,1.09E-08,1.31E-08,1.59E-08,1.90E-08,2.29E-08,2.80E-08,3.44E-08,4.17E-08,4.87E-08,5.53E-08,9.57E-08,2.20E-07
heat_pump_DH,power,UK,0.382083305,0.38208331,0.382083315,0.382083321,0.382083334,0.382083358,0.382083435,0.382083462,0.382083469,0.382083477,0.382083485,0.382083495,0.286411811,0.286411825,0.286411847
industrial_gas_consumer,power,AT,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292,3.692294292
industrial_gas_consumer,power,BE,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562,7.023358562
industrial_gas_consumer,power,BG,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014,3.291088014
industrial_gas_consumer,power,CH,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705,1.355910705
industrial_gas_consumer,power,CZ,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178,3.280319178
industrial_gas_consumer,power,DE,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162,30.09573162
industrial_gas_consumer,power,DK,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032,1.759422032
industrial_gas_consumer,power,EE,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096,0.395291096
industrial_gas_consumer,power,EL,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105,1.493958105
industrial_gas_consumer,power,ES,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306,14.11492306
industrial_gas_consumer,power,FI,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041,1.409589041
industrial_gas_consumer,power,FR,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925,18.17010925
industrial_gas_consumer,power,HR,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468,1.39350468
industrial_gas_consumer,power,HU,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635,2.489069635
industrial_gas_consumer,power,IE,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338,0.741279338
industrial_gas_consumer,power,IT,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699,15.83638699
industrial_gas_consumer,power,LT,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269,2.221889269
industrial_gas_consumer,power,LU,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548,0.321545548
industrial_gas_consumer,power,LV,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018,0.613984018
industrial_gas_consumer,power,NL,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621,14.46236621
industrial_gas_consumer,power,NO,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425,7.488128425
industrial_gas_consumer,power,PL,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838,11.24676838
industrial_gas_consumer,power,PT,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721,2.003818721
industrial_gas_consumer,power,RO,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194,15.32250194
industrial_gas_consumer,power,SE,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151,0.699743151
industrial_gas_consumer,power,SI,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735,0.690856735
industrial_gas_consumer,power,SK,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091,2.082420091
industrial_gas_consumer,power,UK,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629,24.924629
lignite_coal_plant,power,AT,6.55E-09,7.99E-09,9.13E-09,1.02E-08,1.14E-08,1.26E-08,1.39E-08,1.52E-08,1.67E-08,1.86E-08,2.12E-08,2.49E-08,3.00E-08,3.71E-08,6.11E-08
lignite_coal_plant,power,BE,2.14E-08,2.34E-08,2.52E-08,2.73E-08,3.04E-08,3.15E-08,3.26E-08,3.36E-08,3.48E-08,3.64E-08,3.85E-08,4.16E-08,4.61E-08,5.26E-08,7.48E-08
lignite_coal_plant,power,BG,1.499100007,0.636500009,0.636500011,0.636500013,0.636500015,0.636500016,0.636500017,0.636500018,0.636500019,0.63650002,0.636500021,0.636500023,0.636500027,0.636500032,0.636500049
lignite_coal_plant,power,CH,6.64E-09,8.04E-09,9.18E-09,1.03E-08,1.14E-08,1.27E-08,1.41E-08,1.54E-08,1.70E-08,1.90E-08,2.16E-08,2.55E-08,3.07E-08,3.78E-08,6.17E-08
lignite_coal_plant,power,CZ,0.476600001,0.476600001,0.476600002,0.346450003,0.207450003,0.207450004,0.163650005,0.163650006,0.163650007,0.144250009,1.24E-08,1.64E-08,2.16E-08,2.93E-08,5.45E-08
lignite_coal_plant,power,DE,10.91785,8.297850001,5.227850001,5.218550002,4.833800002,4.666800003,4.633300003,4.633300004,4.566400005,4.556400006,1.982400008,0.04240001,0.042400013,0.042400018,0.001700035
lignite_coal_plant,power,DK,2.30E-09,3.49E-09,4.49E-09,5.44E-09,6.36E-09,7.35E-09,8.46E-09,9.71E-09,1.12E-08,1.30E-08,1.53E-08,1.84E-08,2.27E-08,3.02E-08,5.48E-08
lignite_coal_plant,power,EE,2.29E-09,3.46E-09,4.46E-09,5.40E-09,6.32E-09,7.32E-09,8.42E-09,9.68E-09,1.12E-08,1.30E-08,1.53E-08,1.83E-08,2.27E-08,3.01E-08,5.48E-08
lignite_coal_plant,power,EL,2.0225,2.022500001,2.022500001,2.022500001,0.427500002,0.427500002,0.427500003,0.427500004,0.427500005,0.427500006,0.427500008,0.42750001,0.427500014,2.23E-08,4.86E-08
lignite_coal_plant,power,ES,0.065000033,0.065000034,0.065000035,0.065000036,0.065000036,0.065000037,0.065000038,3.88E-08,3.99E-08,4.12E-08,4.30E-08,4.54E-08,4.90E-08,5.54E-08,7.72E-08
lignite_coal_plant,power,FI,2.36E-09,3.57E-09,4.59E-09,5.54E-09,6.47E-09,7.46E-09,8.55E-09,9.81E-09,1.13E-08,1.31E-08,1.54E-08,1.84E-08,2.28E-08,3.02E-08,5.48E-08
lignite_coal_plant,power,FR,6.10E-09,7.49E-09,8.62E-09,9.70E-09,1.08E-08,1.21E-08,1.34E-08,1.48E-08,1.64E-08,1.83E-08,2.09E-08,2.48E-08,2.99E-08,3.70E-08,6.10E-08
lignite_coal_plant,power,HR,5.15E-09,6.56E-09,7.63E-09,8.61E-09,9.52E-09,1.04E-08,1.14E-08,1.26E-08,1.40E-08,1.57E-08,1.78E-08,2.08E-08,2.50E-08,3.23E-08,5.67E-08
lignite_coal_plant,power,HU,8.12E-09,9.64E-09,1.09E-08,1.20E-08,1.32E-08,1.44E-08,1.56E-08,1.67E-08,1.81E-08,1.98E-08,2.21E-08,2.52E-08,2.97E-08,3.68E-08,6.08E-08
lignite_coal_plant,power,IE,2.51E-08,2.61E-08,2.70E-08,2.78E-08,2.87E-08,2.95E-08,3.04E-08,3.13E-08,3.24E-08,3.37E-08,3.56E-08,3.81E-08,4.18E-08,4.84E-08,7.08E-08
lignite_coal_plant,power,IT,3.09E-09,4.55E-09,5.60E-09,6.53E-09,7.45E-09,8.42E-09,9.48E-09,1.07E-08,1.21E-08,1.39E-08,1.62E-08,1.92E-08,2.35E-08,3.09E-08,5.54E-08
lignite_coal_plant,power,LT,2.38E-09,3.59E-09,4.61E-09,5.56E-09,6.48E-09,7.47E-09,8.57E-09,9.82E-09,1.13E-08,1.31E-08,1.54E-08,1.85E-08,2.28E-08,3.02E-08,5.49E-08
lignite_coal_plant,power,LU,5.69E-09,7.08E-09,8.18E-09,9.25E-09,1.04E-08,1.16E-08,1.29E-08,1.42E-08,1.58E-08,1.78E-08,2.03E-08,2.40E-08,2.90E-08,3.61E-08,6.02E-08
lignite_coal_plant,power,LV,2.24E-09,3.41E-09,4.40E-09,5.34E-09,6.26E-09,7.26E-09,8.36E-09,9.63E-09,1.11E-08,1.29E-08,1.52E-08,1.83E-08,2.26E-08,3.01E-08,5.47E-08
lignite_coal_plant,power,NL,4.91E-09,6.12E-09,7.06E-09,7.97E-09,8.89E-09,9.84E-09,1.09E-08,1.20E-08,1.34E-08,1.51E-08,1.74E-08,2.03E-08,2.46E-08,3.20E-08,5.64E-08
lignite_coal_plant,power,NO,2.37E-09,3.61E-09,4.64E-09,5.59E-09,6.51E-09,7.50E-09,8.60E-09,9.85E-09,1.13E-08,1.32E-08,1.54E-08,1.85E-08,2.28E-08,3.03E-08,5.49E-08
lignite_coal_plant,power,PL,5.504,5.504000001,0.474000001,0.474000002,0.474000002,0.474000002,0.474000003,0.474000004,0.474000005,0.474000006,0.474000007,0.474000009,0.474000012,0.474000018,0.474000034
lignite_coal_plant,power,PT,1.84E-07,1.85E-07,1.86E-07,1.86E-07,1.87E-07,1.88E-07,1.89E-07,1.89E-07,1.90E-07,1.91E-07,1.93E-07,1.95E-07,1.98E-07,2.04E-07,2.22E-07
lignite_coal_plant,power,RO,1.317200001,1.317200002,1.317200002,1.317200003,1.317200004,0.267500004,0.267500005,0.267500006,0.220000007,0.220000008,0.22000001,0.220000012,0.220000015,0.220000021,0.220000037
lignite_coal_plant,power,SE,2.37E-09,3.60E-09,4.63E-09,5.59E-09,6.52E-09,7.51E-09,8.61E-09,9.86E-09,1.13E-08,1.32E-08,1.54E-08,1.85E-08,2.28E-08,3.03E-08,5.49E-08
lignite_coal_plant,power,SI,3.39E-09,4.81E-09,5.85E-09,6.78E-09,7.71E-09,8.68E-09,9.74E-09,1.09E-08,1.24E-08,1.42E-08,1.64E-08,1.94E-08,2.38E-08,3.11E-08,5.57E-08
lignite_coal_plant,power,SK,6.34E-09,7.80E-09,9.00E-09,1.01E-08,1.13E-08,1.25E-08,1.38E-08,1.50E-08,1.64E-08,1.82E-08,2.06E-08,2.38E-08,2.85E-08,3.56E-08,5.97E-08
lignite_coal_plant,power,UK,2.51E-09,3.76E-09,4.81E-09,5.77E-09,6.69E-09,7.68E-09,8.76E-09,1.00E-08,1.15E-08,1.33E-08,1.56E-08,1.86E-08,2.30E-08,3.04E-08,5.50E-08
lng_terminal,power,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,BE,18.98233196,18.98233196,18.98233197,18.98233198,18.982332,18.98233201,18.98233203,18.98233206,18.9823321,2.28E-07,3.06E-07,3.96E-07,5.15E-07,7.09E-07,1.37E-06
lng_terminal,power,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,DE,3.902200005,3.902200011,3.902200018,3.902200026,3.902200035,3.902200046,3.902200058,3.902200073,3.902200092,3.902200115,3.902200144,3.902200184,3.902200243,3.902200346,3.902200671
lng_terminal,power,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,EE,2.917000005,2.917000011,2.917000018,2.917000026,2.917000035,2.917000046,2.917000058,2.917000073,2.917000092,2.917000115,2.917000144,2.917000184,2.917000243,2.917000346,2.917000671
lng_terminal,power,EL,8.77585876,8.775858767,8.775858775,8.775858786,8.775858798,8.775858814,8.775858834,8.775858862,8.775858903,2.24E-07,3.00E-07,3.89E-07,5.07E-07,6.97E-07,1.34E-06
lng_terminal,power,ES,81.5962692,81.59626921,81.59626922,81.59626923,81.59626925,81.59626926,81.59626929,81.59626932,81.59626938,3.63E-07,5.21E-07,6.41E-07,8.66E-07,1.023891581,2.312728722
lng_terminal,power,FI,3.117000005,3.117000011,3.117000018,3.117000026,3.117000035,3.117000046,3.117000058,3.117000073,3.117000092,3.117000115,3.117000144,3.117000184,3.117000243,3.117000346,3.117000671
lng_terminal,power,FR,52.03593135,52.03593136,52.03593137,52.03593138,52.03593139,52.0359314,52.03593142,52.03593145,52.0359315,2.34E-07,3.14E-07,4.05E-07,5.27E-07,7.25E-07,1.40E-06
lng_terminal,power,HR,2.899600005,2.899600011,2.899600018,2.899600026,2.899600035,2.899600046,2.899600058,2.899600073,2.899600092,2.899600115,2.899600144,2.899600184,2.899600243,2.899600346,2.899600671
lng_terminal,power,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,IT,21.97167557,21.97167558,21.97167559,21.9716756,21.97167561,21.97167563,21.97167565,21.97167567,21.97167572,2.25E-07,3.02E-07,3.92E-07,5.10E-07,7.02E-07,1.35E-06
lng_terminal,power,LT,5.359466058,5.359466065,5.359466074,5.359466084,5.359466097,5.359466114,5.359466135,5.359466165,5.359466212,2.51E-07,3.34E-07,4.24E-07,5.44E-07,7.40E-07,1.43E-06
lng_terminal,power,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,NL,19.68696295,19.68696296,19.68696297,19.68696298,19.68696299,19.68696301,19.68696303,19.68696305,19.6869631,2.27E-07,3.04E-07,3.94E-07,5.13E-07,7.06E-07,1.36E-06
lng_terminal,power,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,PL,6.914000005,6.914000011,6.914000018,6.914000026,6.914000035,6.914000046,6.914000058,6.914000073,6.914000092,6.914000115,6.914000144,6.914000184,6.914000243,6.914000346,6.914000671
lng_terminal,power,PT,8.233506419,8.233506427,8.233506436,8.233506448,8.233506463,8.233506483,8.233506511,8.233506555,8.233506647,9.72E-06,1.03E-05,1.04E-05,1.07E-05,2.003818828,2.003819646
lng_terminal,power,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lng_terminal,power,UK,55.26015196,55.26015197,55.26015198,55.26015199,55.260152,55.26015202,55.26015204,55.26015206,55.26015211,2.25E-07,3.02E-07,3.91E-07,5.10E-07,7.02E-07,1.35E-06
natural_gas_boiler,power,AT,5.944160068,4.925355002,4.747554856,4.56975471,4.277455852,3.435045052,2.489266328,1.593662728,1.472824271,0.860199807,0.784607576,0.784607639,0.784607685,0.784607718,0.784607775
natural_gas_boiler,power,BE,18.27492188,17.03392492,14.67313726,12.9377529,9.626203758,6.935716942,5.70897399,4.294281827,3.676489284,1.941031835,0.987955647,0.987955672,0.987955697,0.987955722,0.987955773
natural_gas_boiler,power,BG,0.827514807,0.714289346,0.461143227,0.242935817,0.227696723,0.22328002,0.16138452,0.161384533,0.053764512,0.161950364,0.161950531,0.161950928,0.16195101,0.161951052,0.161951143
natural_gas_boiler,power,CH,8.053822434,6.673429744,6.432525933,6.191622123,5.795582468,4.65418874,3.372740421,2.159275049,1.995549387,1.165496259,1.06307533,1.063075391,1.063075445,1.063075479,1.063075538
