technology,capacity_type,location,year,none
lignite_coal_plant,power,BE,13,5.262953423683412e-08
lignite_coal_plant,power,BE,14,7.477332695892443e-08
lignite_coal_plant,power,BG,0,1.4991000068025906
lignite_coal_plant,power,BG,1,0.63650000882325
lignite_coal_plant,power,BG,2,0.6365000106650395
lignite_coal_plant,power,BG,3,0.6365000132032687
lignite_coal_plant,power,BG,4,0.6365000145868388
lignite_coal_plant,power,BG,5,0.6365000156703504
lignite_coal_plant,power,BG,6,0.636500016735848
lignite_coal_plant,power,BG,7,0.6365000176020115
lignite_coal_plant,power,BG,8,0.6365000185472219
lignite_coal_plant,power,BG,9,0.6365000197415118
lignite_coal_plant,power,BG,10,0.6365000213081137
lignite_coal_plant,power,BG,11,0.6365000234836561
lignite_coal_plant,power,BG,12,0.6365000268223119
lignite_coal_plant,power,BG,13,0.63650003211385
lignite_coal_plant,power,BG,14,0.6365000488744302
lignite_coal_plant,power,CH,0,6.637387160379055e-09
lignite_coal_plant,power,CH,1,8.038956095035274e-09
lignite_coal_plant,power,CH,2,9.176535658039969e-09
lignite_coal_plant,power,CH,3,1.0270660941708835e-08
lignite_coal_plant,power,CH,4,1.1439021296735892e-08
lignite_coal_plant,power,CH,5,1.2703040661664962e-08
lignite_coal_plant,power,CH,6,1.4078318680389843e-08
lignite_coal_plant,power,CH,7,1.5407103366946925e-08
lignite_coal_plant,power,CH,8,1.6986534379048378e-08
lignite_coal_plant,power,CH,9,1.8961310736925212e-08
lignite_coal_plant,power,CH,10,2.1589885123736465e-08
lignite_coal_plant,power,CH,11,2.5451268982753338e-08
lignite_coal_plant,power,CH,12,3.0736293571551167e-08
lignite_coal_plant,power,CH,13,3.7847074176431575e-08
lignite_coal_plant,power,CH,14,6.171733599674936e-08
lignite_coal_plant,power,CZ,0,0.4766000007621861
lignite_coal_plant,power,CZ,1,0.47660000136632696
lignite_coal_plant,power,CZ,2,0.47660000196154295
lignite_coal_plant,power,CZ,3,0.34645000259189657
lignite_coal_plant,power,CZ,4,0.20745000330780572
lignite_coal_plant,power,CZ,5,0.20745000412361037
lignite_coal_plant,power,CZ,6,0.1636500050627077
lignite_coal_plant,power,CZ,7,0.16365000607811372
lignite_coal_plant,power,CZ,8,0.16365000742836341
lignite_coal_plant,power,CZ,9,0.14425000934622864
lignite_coal_plant,power,CZ,10,1.2424284189025142e-08
lignite_coal_plant,power,CZ,11,1.6448442479942756e-08
lignite_coal_plant,power,CZ,12,2.1647335754266186e-08
lignite_coal_plant,power,CZ,13,2.931461890924722e-08
lignite_coal_plant,power,CZ,14,5.45086759612643e-08
lignite_coal_plant,power,DE,0,10.91785000044085
lignite_coal_plant,power,DE,1,8.29785000083819
lignite_coal_plant,power,DE,2,5.227850001236988
lignite_coal_plant,power,DE,3,5.2185500016653465
lignite_coal_plant,power,DE,4,4.833800002140467
lignite_coal_plant,power,DE,5,4.666800002677996
lignite_coal_plant,power,DE,6,4.633300003300075
lignite_coal_plant,power,DE,7,4.6333000040482935
lignite_coal_plant,power,DE,8,4.566400004964635
lignite_coal_plant,power,DE,9,4.556400006113203
lignite_coal_plant,power,DE,10,1.9824000076020645
lignite_coal_plant,power,DE,11,0.042400009630488844
lignite_coal_plant,power,DE,12,0.04240001263482866
lignite_coal_plant,power,DE,13,0.04240001792325236
lignite_coal_plant,power,DE,14,0.0017000346494099124
lignite_coal_plant,power,DK,0,2.3029086533021938e-09
lignite_coal_plant,power,DK,1,3.493701605540305e-09
lignite_coal_plant,power,DK,2,4.490787610766034e-09
lignite_coal_plant,power,DK,3,5.4363299588300306e-09
lignite_coal_plant,power,DK,4,6.359377939582815e-09
lignite_coal_plant,power,DK,5,7.3542265033972956e-09
lignite_coal_plant,power,DK,6,8.45505995386247e-09
lignite_coal_plant,power,DK,7,9.713426655705088e-09
lignite_coal_plant,power,DK,8,1.120616966185995e-08
lignite_coal_plant,power,DK,9,1.302622635350709e-08
lignite_coal_plant,power,DK,10,1.5321193732983217e-08
lignite_coal_plant,power,DK,11,1.8367450339370136e-08
lignite_coal_plant,power,DK,12,2.2727852907196185e-08
lignite_coal_plant,power,DK,13,3.015226726451384e-08
lignite_coal_plant,power,DK,14,5.477481113864119e-08
lignite_coal_plant,power,EE,0,2.2860471614017698e-09
lignite_coal_plant,power,EE,1,3.457953003285953e-09
lignite_coal_plant,power,EE,2,4.461547825415885e-09
lignite_coal_plant,power,EE,3,5.398739042691282e-09
lignite_coal_plant,power,EE,4,6.322701223253878e-09
lignite_coal_plant,power,EE,5,7.3186233192008315e-09
lignite_coal_plant,power,EE,6,8.420736339924034e-09
lignite_coal_plant,power,EE,7,9.680586483499027e-09
lignite_coal_plant,power,EE,8,1.1174725734684705e-08
lignite_coal_plant,power,EE,9,1.2995456202747839e-08
lignite_coal_plant,power,EE,10,1.528996069111659e-08
lignite_coal_plant,power,EE,11,1.8333628419646368e-08
lignite_coal_plant,power,EE,12,2.2695825715749386e-08
lignite_coal_plant,power,EE,13,3.0122234300005403e-08
lignite_coal_plant,power,EE,14,5.475905382485839e-08
lignite_coal_plant,power,EL,0,2.0225000002681104
lignite_coal_plant,power,EL,1,2.0225000005722196
lignite_coal_plant,power,EL,2,2.022500000919584
lignite_coal_plant,power,EL,3,2.0225000013187984
lignite_coal_plant,power,EL,4,0.42750000178034986
lignite_coal_plant,power,EL,5,0.4275000023250917
lignite_coal_plant,power,EL,6,0.42750000297575674
lignite_coal_plant,power,EL,7,0.4275000037657018
lignite_coal_plant,power,EL,8,0.42750000474539834
lignite_coal_plant,power,EL,9,0.42750000599523713
lignite_coal_plant,power,EL,10,0.4275000076587464
lignite_coal_plant,power,EL,11,0.42750001002557836
lignite_coal_plant,power,EL,12,0.42750001383614117
lignite_coal_plant,power,EL,13,2.2252852104945536e-08
lignite_coal_plant,power,EL,14,4.856803902305332e-08
lignite_coal_plant,power,ES,0,0.06500003292977656
lignite_coal_plant,power,ES,1,0.06500003387448856
lignite_coal_plant,power,ES,2,0.0650000347715914
lignite_coal_plant,power,ES,3,0.06500003560674214
lignite_coal_plant,power,ES,4,0.06500003637475332
lignite_coal_plant,power,ES,5,0.06500003713879886
lignite_coal_plant,power,ES,6,0.06500003791556704
lignite_coal_plant,power,ES,7,3.878436810094522e-08
lignite_coal_plant,power,ES,8,3.985397844818991e-08
lignite_coal_plant,power,ES,9,4.1203863827113044e-08
lignite_coal_plant,power,ES,10,4.2966495111882654e-08
lignite_coal_plant,power,ES,11,4.538872556644469e-08
lignite_coal_plant,power,ES,12,4.899891766132683e-08
lignite_coal_plant,power,ES,13,5.5402924929707226e-08
lignite_coal_plant,power,ES,14,7.71765183854419e-08
lignite_coal_plant,power,FI,0,2.361053623209882e-09
lignite_coal_plant,power,FI,1,3.5738383526581085e-09
lignite_coal_plant,power,FI,2,4.5931422085014885e-09
lignite_coal_plant,power,FI,3,5.543993173947162e-09
lignite_coal_plant,power,FI,4,6.465716951993214e-09
lignite_coal_plant,power,FI,5,7.457748915362283e-09
lignite_coal_plant,power,FI,6,8.554550510979635e-09
lignite_coal_plant,power,FI,7,9.808480338009093e-09
lignite_coal_plant,power,FI,8,1.1297073967720535e-08
lignite_coal_plant,power,FI,9,1.3113360013399901e-08
lignite_coal_plant,power,FI,10,1.5404978380412533e-08
lignite_coal_plant,power,FI,11,1.8448593542406142e-08
lignite_coal_plant,power,FI,12,2.2806586929306883e-08
lignite_coal_plant,power,FI,13,3.022707593604201e-08
lignite_coal_plant,power,FI,14,5.4842934226777027e-08
lignite_coal_plant,power,FR,0,6.100674181592143e-09
lignite_coal_plant,power,FR,1,7.493980815140935e-09
lignite_coal_plant,power,FR,2,8.621034935967556e-09
lignite_coal_plant,power,FR,3,9.699338505582017e-09
lignite_coal_plant,power,FR,4,1.0839865201780556e-08
lignite_coal_plant,power,FR,5,1.2079333838105854e-08
lignite_coal_plant,power,FR,6,1.3434346809312946e-08
lignite_coal_plant,power,FR,7,1.4763043594247594e-08
lignite_coal_plant,power,FR,8,1.635132763012546e-08
lignite_coal_plant,power,FR,9,1.8326669325540665e-08
lignite_coal_plant,power,FR,10,2.09412002345082e-08
lignite_coal_plant,power,FR,11,2.475131866642507e-08
lignite_coal_plant,power,FR,12,2.986698624661975e-08
lignite_coal_plant,power,FR,13,3.701210086321901e-08
lignite_coal_plant,power,FR,14,6.097272463206122e-08
lignite_coal_plant,power,HR,0,5.146076251155725e-09
lignite_coal_plant,power,HR,1,6.558155398753669e-09
lignite_coal_plant,power,HR,2,7.632800001268642e-09
lignite_coal_plant,power,HR,3,8.607801629696154e-09
lignite_coal_plant,power,HR,4,9.519541825208728e-09
lignite_coal_plant,power,HR,5,1.0449436750217543e-08
lignite_coal_plant,power,HR,6,1.144408593644958e-08
lignite_coal_plant,power,HR,7,1.2582661046472587e-08
lignite_coal_plant,power,HR,8,1.3958232472397452e-08
lignite_coal_plant,power,HR,9,1.5664107578887924e-08
lignite_coal_plant,power,HR,10,1.784779124087833e-08
lignite_coal_plant,power,HR,11,2.0782284605993144e-08
lignite_coal_plant,power,HR,12,2.503676496932827e-08
lignite_coal_plant,power,HR,13,3.2321822013318e-08
lignite_coal_plant,power,HR,14,5.667411245462302e-08
lignite_coal_plant,power,HU,0,8.119393458077713e-09
lignite_coal_plant,power,HU,1,9.644183844481898e-09
lignite_coal_plant,power,HU,2,1.0868714193789635e-08
lignite_coal_plant,power,HU,3,1.2034872104347409e-08
lignite_coal_plant,power,HU,4,1.3169257707318718e-08
lignite_coal_plant,power,HU,5,1.4378270987157952e-08
lignite_coal_plant,power,HU,6,1.556834245270398e-08
lignite_coal_plant,power,HU,7,1.6731619354666348e-08
lignite_coal_plant,power,HU,8,1.8099423327773297e-08
lignite_coal_plant,power,HU,9,1.981978181183802e-08
lignite_coal_plant,power,HU,10,2.2073965211477824e-08
lignite_coal_plant,power,HU,11,2.5230443736161692e-08
lignite_coal_plant,power,HU,12,2.9728013263494084e-08
lignite_coal_plant,power,HU,13,3.6826508017784136e-08
lignite_coal_plant,power,HU,14,6.083411016589536e-08
lignite_coal_plant,power,IE,0,2.5138584924332996e-08
lignite_coal_plant,power,IE,1,2.609193991333542e-08
lignite_coal_plant,power,IE,2,2.6979978405508186e-08
lignite_coal_plant,power,IE,3,2.783018495747296e-08
lignite_coal_plant,power,IE,4,2.867726477973448e-08
lignite_coal_plant,power,IE,5,2.9509827211870117e-08
lignite_coal_plant,power,IE,6,3.03554657241731e-08
lignite_coal_plant,power,IE,7,3.125369771151319e-08
lignite_coal_plant,power,IE,8,3.2355886269093876e-08
lignite_coal_plant,power,IE,9,3.3748086107585857e-08
lignite_coal_plant,power,IE,10,3.556816842194622e-08
lignite_coal_plant,power,IE,11,3.807490919640643e-08
lignite_coal_plant,power,IE,12,4.180058114249918e-08
lignite_coal_plant,power,IE,13,4.8356243433256804e-08
lignite_coal_plant,power,IE,14,7.07562801027311e-08
lignite_coal_plant,power,IT,0,3.090633019901508e-09
lignite_coal_plant,power,IT,1,4.5544967358076595e-09
lignite_coal_plant,power,IT,2,5.5967504641335e-09
lignite_coal_plant,power,IT,3,6.530578076485755e-09
lignite_coal_plant,power,IT,4,7.448557790324104e-09
lignite_coal_plant,power,IT,5,8.418456137240691e-09
lignite_coal_plant,power,IT,6,9.479834954013913e-09
lignite_coal_plant,power,IT,7,1.0693795410680821e-08
lignite_coal_plant,power,IT,8,1.214459571437851e-08
lignite_coal_plant,power,IT,9,1.3925852087267759e-08
lignite_coal_plant,power,IT,10,1.6185528502054793e-08
lignite_coal_plant,power,IT,11,1.9202183769455603e-08
lignite_coal_plant,power,IT,12,2.3535192623609476e-08
lignite_coal_plant,power,IT,13,3.0911661175069766e-08
lignite_coal_plant,power,IT,14,5.543985319296705e-08
lignite_coal_plant,power,LT,0,2.3756443551154487e-09
lignite_coal_plant,power,LT,1,3.592121270211315e-09
lignite_coal_plant,power,LT,2,4.607532316300078e-09
lignite_coal_plant,power,LT,3,5.559940607673805e-09
lignite_coal_plant,power,LT,4,6.4821255015092754e-09
lignite_coal_plant,power,LT,5,7.474148099985627e-09
lignite_coal_plant,power,LT,6,8.570592951497484e-09
lignite_coal_plant,power,LT,7,9.823954412251257e-09
lignite_coal_plant,power,LT,8,1.1311975915760538e-08
lignite_coal_plant,power,LT,9,1.3127686250868004e-08
lignite_coal_plant,power,LT,10,1.5418612973372563e-08
lignite_coal_plant,power,LT,11,1.846135191429624e-08
lignite_coal_plant,power,LT,12,2.281812759027965e-08
lignite_coal_plant,power,LT,13,3.023749474898369e-08
lignite_coal_plant,power,LT,14,5.4856905790482744e-08
lignite_coal_plant,power,LU,0,5.68558759504738e-09
lignite_coal_plant,power,LU,1,7.081000916526892e-09
lignite_coal_plant,power,LU,2,8.1847576505018e-09
lignite_coal_plant,power,LU,3,9.248834564536419e-09
lignite_coal_plant,power,LU,4,1.0376611859932623e-08
lignite_coal_plant,power,LU,5,1.1595615596280864e-08
lignite_coal_plant,power,LU,6,1.2926387447889996e-08
lignite_coal_plant,power,LU,7,1.4243176499956587e-08
lignite_coal_plant,power,LU,8,1.5814225126308826e-08
lignite_coal_plant,power,LU,9,1.7761663235400196e-08
lignite_coal_plant,power,LU,10,2.031716197160276e-08
lignite_coal_plant,power,LU,11,2.398170966380133e-08
lignite_coal_plant,power,LU,12,2.8962865384398083e-08
lignite_coal_plant,power,LU,13,3.614938751871085e-08
lignite_coal_plant,power,LU,14,6.020097653099182e-08
lignite_coal_plant,power,LV,0,2.2406756511551123e-09
lignite_coal_plant,power,LV,1,3.406958568710983e-09
lignite_coal_plant,power,LV,2,4.400302740528214e-09
lignite_coal_plant,power,LV,3,5.339527636069357e-09
lignite_coal_plant,power,LV,4,6.2632542002750015e-09
lignite_coal_plant,power,LV,5,7.2603435275218785e-09
lignite_coal_plant,power,LV,6,8.364739093068465e-09
lignite_coal_plant,power,LV,7,9.627299565966412e-09
lignite_coal_plant,power,LV,8,1.1123592769488232e-08
lignite_coal_plant,power,LV,9,1.2945837526097408e-08
lignite_coal_plant,power,LV,10,1.52408740911984e-08
lignite_coal_plant,power,LV,11,1.8284792609497848e-08
lignite_coal_plant,power,LV,12,2.2648168937994098e-08
lignite_coal_plant,power,LV,13,3.007680031338872e-08
lignite_coal_plant,power,LV,14,5.4709986554621246e-08
lignite_coal_plant,power,NL,0,4.911793112402852e-09
lignite_coal_plant,power,NL,1,6.11686924588846e-09
lignite_coal_plant,power,NL,2,7.0605193892470815e-09
lignite_coal_plant,power,NL,3,7.967590908131277e-09
lignite_coal_plant,power,NL,4,8.888926642705764e-09
lignite_coal_plant,power,NL,5,9.835015742122495e-09
lignite_coal_plant,power,NL,6,1.0851242330363436e-08
lignite_coal_plant,power,NL,7,1.201336597685555e-08
lignite_coal_plant,power,NL,8,1.3413808650818587e-08
lignite_coal_plant,power,NL,9,1.5146969418350863e-08
lignite_coal_plant,power,NL,10,1.7362112409133146e-08
lignite_coal_plant,power,NL,11,2.0341229569485016e-08
lignite_coal_plant,power,NL,12,2.464873729349839e-08
lignite_coal_plant,power,NL,13,3.195969545465752e-08
lignite_coal_plant,power,NL,14,5.636244264068114e-08
lignite_coal_plant,power,NO,0,2.3747750650257623e-09
lignite_coal_plant,power,NO,1,3.6069687802266218e-09
lignite_coal_plant,power,NO,2,4.6368249728347584e-09
lignite_coal_plant,power,NO,3,5.592419826484566e-09
lignite_coal_plant,power,NO,4,6.513578763182981e-09
lignite_coal_plant,power,NO,5,7.50443166689019e-09
lignite_coal_plant,power,NO,6,8.599521241364249e-09
lignite_coal_plant,power,NO,7,9.851496240354146e-09
lignite_coal_plant,power,NO,8,1.1338297724557847e-08
lignite_coal_plant,power,NO,9,1.3152985773627385e-08
lignite_coal_plant,power,NO,10,1.5443185072648518e-08
lignite_coal_plant,power,NO,11,1.8485642960344862e-08
lignite_coal_plant,power,NO,12,2.284235079612441e-08
lignite_coal_plant,power,NO,13,3.026059762088558e-08
lignite_coal_plant,power,NO,14,5.4871715695125875e-08
lignite_coal_plant,power,PL,0,5.5040000003536225
lignite_coal_plant,power,PL,1,5.504000000709092
lignite_coal_plant,power,PL,2,0.474000001091504
lignite_coal_plant,power,PL,3,0.4740000015010151
lignite_coal_plant,power,PL,4,0.4740000019505072
lignite_coal_plant,power,PL,5,0.47400000247509805
lignite_coal_plant,power,PL,6,0.47400000309722756
lignite_coal_plant,power,PL,7,0.47400000384551694
lignite_coal_plant,power,PL,8,0.4740000047619633
lignite_coal_plant,power,PL,9,0.474000005910696
lignite_coal_plant,power,PL,10,0.4740000073998294
lignite_coal_plant,power,PL,11,0.4740000094287916
lignite_coal_plant,power,PL,12,0.4740000124342204
lignite_coal_plant,power,PL,13,0.47400001772575334
lignite_coal_plant,power,PL,14,0.47400003448608347
lignite_coal_plant,power,PT,0,1.8375950311558913e-07
lignite_coal_plant,power,PT,1,1.8469229900044268e-07
lignite_coal_plant,power,PT,2,1.855626246247879e-07
lignite_coal_plant,power,PT,3,1.8636165931176e-07
lignite_coal_plant,power,PT,4,1.8708824751975322e-07
lignite_coal_plant,power,PT,5,1.8780101281855844e-07
lignite_coal_plant,power,PT,6,1.8851475715619257e-07
lignite_coal_plant,power,PT,7,1.8928397924565392e-07
lignite_coal_plant,power,PT,8,1.9022781424744854e-07
lignite_coal_plant,power,PT,9,1.9141338922300895e-07
lignite_coal_plant,power,PT,10,1.9295407509600457e-07
lignite_coal_plant,power,PT,11,1.9505966986938775e-07
lignite_coal_plant,power,PT,12,1.9819107230143968e-07
lignite_coal_plant,power,PT,13,2.0374234305099178e-07
lignite_coal_plant,power,PT,14,2.2184247936034404e-07
lignite_coal_plant,power,RO,0,1.317200001025291
lignite_coal_plant,power,RO,1,1.3172000016955931
lignite_coal_plant,power,RO,2,1.317200002339373
lignite_coal_plant,power,RO,3,1.3172000030113333
lignite_coal_plant,power,RO,4,1.3172000036922915
lignite_coal_plant,power,RO,5,0.2675000044469338
lignite_coal_plant,power,RO,6,0.26750000519983436
lignite_coal_plant,power,RO,7,0.2675000059800496
lignite_coal_plant,power,RO,8,0.2200000069329845
lignite_coal_plant,power,RO,9,0.22000000813963155
lignite_coal_plant,power,RO,10,0.22000000972756462
lignite_coal_plant,power,RO,11,0.22000001194446317
lignite_coal_plant,power,RO,12,0.220000015381608
lignite_coal_plant,power,RO,13,0.22000002067315472
lignite_coal_plant,power,RO,14,0.22000003743357419
lignite_coal_plant,power,SE,0,2.373187935085794e-09
lignite_coal_plant,power,SE,1,3.60318550140115e-09
lignite_coal_plant,power,SE,2,4.634076487803713e-09
lignite_coal_plant,power,SE,3,5.5935371061384106e-09
lignite_coal_plant,power,SE,4,6.5172937136601085e-09
lignite_coal_plant,power,SE,5,7.509592330442819e-09
lignite_coal_plant,power,SE,6,8.605268565620285e-09
lignite_coal_plant,power,SE,7,9.85735501720907e-09
lignite_coal_plant,power,SE,8,1.1344185226327179e-08
lignite_coal_plant,power,SE,9,1.3158900588936562e-08
lignite_coal_plant,power,SE,10,1.5449167675404778e-08
lignite_coal_plant,power,SE,11,1.8491843956657626e-08
lignite_coal_plant,power,SE,12,2.2848874422636695e-08
lignite_coal_plant,power,SE,13,3.0266809290686287e-08
lignite_coal_plant,power,SE,14,5.4873510451742604e-08
lignite_coal_plant,power,SI,0,3.3882229680789193e-09
lignite_coal_plant,power,SI,1,4.81217537253023e-09
lignite_coal_plant,power,SI,2,5.846570354735282e-09
lignite_coal_plant,power,SI,3,6.781965409664373e-09
lignite_coal_plant,power,SI,4,7.708724947416448e-09
lignite_coal_plant,power,SI,5,8.679477004572331e-09
lignite_coal_plant,power,SI,6,9.735412313556684e-09
lignite_coal_plant,power,SI,7,1.0942065923589195e-08
lignite_coal_plant,power,SI,8,1.238666454200504e-08
lignite_coal_plant,power,SI,9,1.416392460346204e-08
lignite_coal_plant,power,SI,10,1.6422320733130335e-08
lignite_coal_plant,power,SI,11,1.943520298343916e-08
lignite_coal_plant,power,SI,12,2.377131023133516e-08
lignite_coal_plant,power,SI,13,3.1144448535981526e-08
lignite_coal_plant,power,SI,14,5.5681254214912e-08
lignite_coal_plant,power,SK,0,6.3378269657464365e-09
lignite_coal_plant,power,SK,1,7.79657831005772e-09
lignite_coal_plant,power,SK,2,9.000285610221728e-09
lignite_coal_plant,power,SK,3,1.0116435695499053e-08
lignite_coal_plant,power,SK,4,1.1281050272967918e-08
lignite_coal_plant,power,SK,5,1.2497080300332861e-08
lignite_coal_plant,power,SK,6,1.3769150718831265e-08
lignite_coal_plant,power,SK,7,1.4997709223590827e-08
lignite_coal_plant,power,SK,8,1.6432561868562432e-08
lignite_coal_plant,power,SK,9,1.822673301587943e-08
lignite_coal_plant,power,SK,10,2.056822651287392e-08
lignite_coal_plant,power,SK,11,2.3844184036924804e-08
lignite_coal_plant,power,SK,12,2.84625417127782e-08
lignite_coal_plant,power,SK,13,3.5625751098910334e-08
lignite_coal_plant,power,SK,14,5.972791800141523e-08
lignite_coal_plant,power,UK,0,2.507294496804094e-09
lignite_coal_plant,power,UK,1,3.761320140197541e-09
lignite_coal_plant,power,UK,2,4.806930335214838e-09
lignite_coal_plant,power,UK,3,5.771705662197294e-09
lignite_coal_plant,power,UK,4,6.6903612670637195e-09
lignite_coal_plant,power,UK,5,7.67643842298372e-09
lignite_coal_plant,power,UK,6,8.76484262095471e-09
lignite_coal_plant,power,UK,7,1.0009387810423453e-08
lignite_coal_plant,power,UK,8,1.148922914997985e-08
lignite_coal_plant,power,UK,9,1.3297537890290672e-08
lignite_coal_plant,power,UK,10,1.5581983306065308e-08
lignite_coal_plant,power,UK,11,1.8619687965767197e-08
lignite_coal_plant,power,UK,12,2.297181762904359e-08
lignite_coal_plant,power,UK,13,3.0382932408228237e-08
lignite_coal_plant,power,UK,14,5.4977882267295765e-08
lng_terminal,power,AT,0,0.0
lng_terminal,power,AT,1,0.0
lng_terminal,power,AT,2,0.0
lng_terminal,power,AT,3,0.0
lng_terminal,power,AT,4,0.0
lng_terminal,power,AT,5,0.0
lng_terminal,power,AT,6,0.0
lng_terminal,power,AT,7,0.0
lng_terminal,power,AT,8,0.0
lng_terminal,power,AT,9,0.0
lng_terminal,power,AT,10,0.0
lng_terminal,power,AT,11,0.0
lng_terminal,power,AT,12,0.0
lng_terminal,power,AT,13,0.0
lng_terminal,power,AT,14,0.0
lng_terminal,power,BE,0,18.98233195687361
lng_terminal,power,BE,1,18.982331964156078
lng_terminal,power,BE,2,18.98233197277715
lng_terminal,power,BE,3,18.982331983123252
lng_terminal,power,BE,4,18.982331995763456
lng_terminal,power,BE,5,18.982332011585786
lng_terminal,power,BE,6,18.98233203208984
lng_terminal,power,BE,7,18.982332060114704
lng_terminal,power,BE,8,18.982332102104248
lng_terminal,power,BE,9,2.280309931692781e-07
lng_terminal,power,BE,10,3.057733913626493e-07
lng_terminal,power,BE,11,3.9599394833704544e-07
lng_terminal,power,BE,12,5.151464566626747e-07
lng_terminal,power,BE,13,7.086658892498607e-07
lng_terminal,power,BE,14,1.3652827343154225e-06
lng_terminal,power,BG,0,0.0
lng_terminal,power,BG,1,0.0
lng_terminal,power,BG,2,0.0
lng_terminal,power,BG,3,0.0
lng_terminal,power,BG,4,0.0
lng_terminal,power,BG,5,0.0
lng_terminal,power,BG,6,0.0
lng_terminal,power,BG,7,0.0
lng_terminal,power,BG,8,0.0
lng_terminal,power,BG,9,0.0
lng_terminal,power,BG,10,0.0
lng_terminal,power,BG,11,0.0
lng_terminal,power,BG,12,0.0
lng_terminal,power,BG,13,0.0
lng_terminal,power,BG,14,0.0
lng_terminal,power,CH,0,0.0
lng_terminal,power,CH,1,0.0
lng_terminal,power,CH,2,0.0
lng_terminal,power,CH,3,0.0
lng_terminal,power,CH,4,0.0
lng_terminal,power,CH,5,0.0
lng_terminal,power,CH,6,0.0
lng_terminal,power,CH,7,0.0
lng_terminal,power,CH,8,0.0
lng_terminal,power,CH,9,0.0
lng_terminal,power,CH,10,0.0
lng_terminal,power,CH,11,0.0
lng_terminal,power,CH,12,0.0
lng_terminal,power,CH,13,0.0
lng_terminal,power,CH,14,0.0
lng_terminal,power,CZ,0,0.0
lng_terminal,power,CZ,1,0.0
lng_terminal,power,CZ,2,0.0
lng_terminal,power,CZ,3,0.0
lng_terminal,power,CZ,4,0.0
lng_terminal,power,CZ,5,0.0
lng_terminal,power,CZ,6,0.0
lng_terminal,power,CZ,7,0.0
lng_terminal,power,CZ,8,0.0
lng_terminal,power,CZ,9,0.0
lng_terminal,power,CZ,10,0.0
lng_terminal,power,CZ,11,0.0
lng_terminal,power,CZ,12,0.0
lng_terminal,power,CZ,13,0.0
lng_terminal,power,CZ,14,0.0
lng_terminal,power,DE,0,3.902200005222613
lng_terminal,power,DE,1,3.9022000111768365
lng_terminal,power,DE,2,3.90220001799691
lng_terminal,power,DE,3,3.9022000258533023
lng_terminal,power,DE,4,3.902200034965648
lng_terminal,power,DE,5,3.90220004562342
lng_terminal,power,DE,6,3.9022000582187704
lng_terminal,power,DE,7,3.9022000733012443
lng_terminal,power,DE,8,3.9022000916745685
lng_terminal,power,DE,9,3.9022001145814267
lng_terminal,power,DE,10,3.9022001440935075
lng_terminal,power,DE,11,3.9022001840587577
lng_terminal,power,DE,12,3.9022002429430347
lng_terminal,power,DE,13,3.9022003461434793
lng_terminal,power,DE,14,3.902200671394624
lng_terminal,power,DK,0,0.0
lng_terminal,power,DK,1,0.0
lng_terminal,power,DK,2,0.0
lng_terminal,power,DK,3,0.0
lng_terminal,power,DK,4,0.0
lng_terminal,power,DK,5,0.0
lng_terminal,power,DK,6,0.0
lng_terminal,power,DK,7,0.0
lng_terminal,power,DK,8,0.0
lng_terminal,power,DK,9,0.0
lng_terminal,power,DK,10,0.0
lng_terminal,power,DK,11,0.0
lng_terminal,power,DK,12,0.0
lng_terminal,power,DK,13,0.0
lng_terminal,power,DK,14,0.0
lng_terminal,power,EE,0,2.917000005222595
lng_terminal,power,EE,1,2.917000011176875
lng_terminal,power,EE,2,2.917000017997004
lng_terminal,power,EE,3,2.917000025853463
lng_terminal,power,EE,4,2.9170000349658896
lng_terminal,power,EE,5,2.9170000456237664
lng_terminal,power,EE,6,2.9170000582192572
lng_terminal,power,EE,7,2.9170000733019212
lng_terminal,power,EE,8,2.917000091675506
lng_terminal,power,EE,9,2.917000114582729
lng_terminal,power,EE,10,2.9170001440953395
lng_terminal,power,EE,11,2.9170001840613757
lng_terminal,power,EE,12,2.917000242946816
lng_terminal,power,EE,13,2.9170003461486624
lng_terminal,power,EE,14,2.917000671387226
lng_terminal,power,EL,0,8.775858759545438
lng_terminal,power,EL,1,8.775858766812258
lng_terminal,power,EL,2,8.775858775410219
lng_terminal,power,EL,3,8.775858785720787
lng_terminal,power,EL,4,8.775858798304279
lng_terminal,power,EL,5,8.775858814031373
lng_terminal,power,EL,6,8.77585883436336
lng_terminal,power,EL,7,8.775858862040629
lng_terminal,power,EL,8,8.775858903177173
lng_terminal,power,EL,9,2.2353508387943146e-07
lng_terminal,power,EL,10,2.995834061369621e-07
lng_terminal,power,EL,11,3.8877280539289927e-07
lng_terminal,power,EL,12,5.066751516315804e-07
lng_terminal,power,EL,13,6.97401253832109e-07
lng_terminal,power,EL,14,1.3396205250729298e-06
lng_terminal,power,ES,0,81.59626920363553
lng_terminal,power,ES,1,81.59626921133403
lng_terminal,power,ES,2,81.59626922054417
lng_terminal,power,ES,3,81.59626923175026
lng_terminal,power,ES,4,81.59626924569808
lng_terminal,power,ES,5,81.59626926362375
lng_terminal,power,ES,6,81.59626928780361
lng_terminal,power,ES,7,81.59626932317431
lng_terminal,power,ES,8,81.59626938411353
lng_terminal,power,ES,9,3.6340522917313057e-07
lng_terminal,power,ES,10,5.20844119327488e-07
lng_terminal,power,ES,11,6.41108642516537e-07
lng_terminal,power,ES,12,8.662963141511298e-07
