year,0
2022,1.0
2023,0.7121864914157804
2024,0.44811567960190896
2025,0.34108960312074366
2026,0.2806321077134117
2027,0.19800222880024493
2028,0.21854656899649494
2029,0.21664364106242223
2030,0.21664364106242223
2031,0.21616519027708878
2032,0.21616519027708878
2033,0.21283957196513356
2034,0.21136151938204237
2035,0.20212369073772238
2036,0.19490798072040508
2037,0.19490798072040508
2038,0.19490798072040508
2039,0.19490798072040508
2040,0.19490798072040508
2041,0.19490798072040508
2042,0.19490798072040508
2043,0.19490798072040508
2044,0.19490798072040508
2045,0.19490798072040508
2046,0.19490798072040508
2047,0.19473342782226633
2048,0.19473342782226633
2049,0.19473342782226633
2050,0.19473342782226633
